fishery_name,month,combined_type,n,total,prop
Skagit spring Chinook 2024 upper,2024-06-01,Unguided-Bank,269,298,0.9026845637583892
Skagit spring Chinook 2024 upper,2024-06-01,Unguided-Boat,22,298,0.0738255033557047
Skagit spring Chinook 2024 upper,2024-07-01,Guided-Bank,0,53,0
Skagit spring Chinook 2024 upper,2024-07-01,Guided-Boat,1,53,0.018867924528301886
Skagit spring Chinook 2024 upper,2024-07-01,Unguided-Bank,46,53,0.8679245283018868
Skagit spring Chinook 2024 upper,2024-07-01,Unguided-Boat,6,53,0.11320754716981132
Skagit spring Chinook 2025 lower,2025-04-01,Guided-Bank,0,71,0
Skagit spring Chinook 2025 lower,2025-04-01,Guided-Boat,0,71,0
Skagit spring Chinook 2025 lower,2025-04-01,Unguided-Bank,48,71,0.676056338028169
Skagit spring Chinook 2025 lower,2025-04-01,Unguided-Boat,23,71,0.323943661971831
Skagit spring Chinook 2025 lower,2025-05-01,Guided-Bank,1,92,0.010869565217391304
Skagit spring Chinook 2025 lower,2025-05-01,Guided-Boat,0,92,0
Skagit spring Chinook 2025 lower,2025-05-01,Unguided-Bank,62,92,0.6739130434782609
Skagit spring Chinook 2025 lower,2025-05-01,Unguided-Boat,29,92,0.31521739130434784
Skagit spring Chinook 2025 upper,2025-05-01,Guided-Bank,0,94,0
Skagit spring Chinook 2025 upper,2025-05-01,Guided-Boat,6,94,0.06382978723404255
Skagit spring Chinook 2025 upper,2025-05-01,Unguided-Bank,77,94,0.8191489361702128
Skagit spring Chinook 2025 upper,2025-05-01,Unguided-Boat,11,94,0.11702127659574468
Skagit spring Chinook 2025 upper,2025-06-01,Guided-Bank,1,271,0.0036900369003690036
Skagit spring Chinook 2025 upper,2025-06-01,Guided-Boat,4,271,0.014760147601476014
Skagit spring Chinook 2025 upper,2025-06-01,Unguided-Bank,244,271,0.9003690036900369
Skagit spring Chinook 2025 upper,2025-06-01,Unguided-Boat,22,271,0.08118081180811808
Skagit spring Chinook 2025 upper,2025-07-01,Guided-Bank,0,48,0
Skagit spring Chinook 2025 upper,2025-07-01,Guided-Boat,0,48,0
Skagit spring Chinook 2025 upper,2025-07-01,Unguided-Bank,46,48,0.9583333333333334
Skagit spring Chinook 2025 upper,2025-07-01,Unguided-Boat,2,48,0.041666666666666664
Skagit spring Chinook 2026 lower,2026-04-01,Guided-Bank,0,156,0
Skagit spring Chinook 2026 lower,2026-04-01,Guided-Boat,1,156,0.00641025641025641
Skagit spring Chinook 2026 lower,2026-04-01,Unguided-Bank,92,156,0.5897435897435898
Skagit spring Chinook 2026 lower,2026-04-01,Unguided-Boat,63,156,0.40384615384615385
Skagit spring Chinook 2026 lower,2026-05-01,Guided-Bank,0,86,0
Skagit spring Chinook 2026 lower,2026-05-01,Guided-Boat,0,86,0
Skagit spring Chinook 2026 lower,2026-05-01,Unguided-Bank,43,86,0.5
Skagit spring Chinook 2026 lower,2026-05-01,Unguided-Boat,43,86,0.5
Skagit spring Chinook 2026 upper,2026-05-01,Guided-Bank,0,136,0
Skagit spring Chinook 2026 upper,2026-05-01,Guided-Boat,7,136,0.051470588235294115
Skagit spring Chinook 2026 upper,2026-05-01,Unguided-Bank,87,136,0.6397058823529411
Skagit spring Chinook 2026 upper,2026-05-01,Unguided-Boat,42,136,0.3088235294117647
Skagit spring Chinook 2026 upper,2026-06-01,Guided-Bank,1,132,0.007575757575757576
Skagit spring Chinook 2026 upper,2026-06-01,Guided-Boat,7,132,0.05303030303030303
Skagit spring Chinook 2026 upper,2026-06-01,Unguided-Bank,113,132,0.8560606060606061
Skagit spring Chinook 2026 upper,2026-06-01,Unguided-Boat,11,132,0.08333333333333333
Skagit spring Chinook 2026 upper,2026-07-01,Guided-Bank,0,21,0
Skagit spring Chinook 2026 upper,2026-07-01,Guided-Boat,0,21,0
Skagit spring Chinook 2026 upper,2026-07-01,Unguided-Bank,17,21,0.8095238095238095
Skagit spring Chinook 2026 upper,2026-07-01,Unguided-Boat,4,21,0.19047619047619047
Skagit spring gamefish 2025,2025-04-01,Guided-Bank,0,2,0
Skagit spring gamefish 2025,2025-04-01,Guided-Boat,0,2,0
Skagit spring gamefish 2025,2025-04-01,Unguided-Bank,1,2,0.5
Skagit spring gamefish 2025,2025-04-01,Unguided-Boat,1,2,0.5
Skagit summer gamefish 2022,2022-07-01,Guided-Bank,0,21,0
Skagit summer gamefish 2022,2022-07-01,Guided-Boat,1,21,0.047619047619047616
Skagit summer gamefish 2022,2022-07-01,Unguided-Bank,15,21,0.7142857142857143
Skagit summer gamefish 2022,2022-07-01,Unguided-Boat,5,21,0.23809523809523808
Skagit summer gamefish 2022,2022-08-01,Guided-Bank,0,56,0
Skagit summer gamefish 2022,2022-08-01,Guided-Boat,1,56,0.017857142857142856
Skagit summer gamefish 2022,2022-08-01,Unguided-Bank,45,56,0.8035714285714286
Skagit summer gamefish 2022,2022-08-01,Unguided-Boat,10,56,0.17857142857142858
Skagit summer gamefish 2024,2024-08-01,Guided-Bank,0,41,0
Skagit summer gamefish 2024,2024-08-01,Guided-Boat,0,41,0
Skagit summer gamefish 2024,2024-08-01,Unguided-Bank,29,41,0.7073170731707317
Skagit summer gamefish 2024,2024-08-01,Unguided-Boat,12,41,0.2926829268292683
Skagit summer sockeye 2022,2022-06-01,Guided-Bank,0,174,0
Skagit summer sockeye 2022,2022-06-01,Guided-Boat,0,174,0
Skagit summer sockeye 2022,2022-06-01,Unguided-Bank,148,174,0.8505747126436781
Skagit summer sockeye 2022,2022-06-01,Unguided-Boat,26,174,0.14942528735632185
Skagit summer sockeye 2022,2022-07-01,Guided-Bank,0,347,0
Skagit summer sockeye 2022,2022-07-01,Guided-Boat,0,347,0
Skagit summer sockeye 2022,2022-07-01,Unguided-Bank,295,347,0.8501440922190202
Skagit summer sockeye 2022,2022-07-01,Unguided-Boat,52,347,0.14985590778097982
Skagit summer sockeye 2023,2023-06-01,Guided-Bank,0,102,0
Skagit summer sockeye 2023,2023-06-01,Guided-Boat,3,102,0.029411764705882353
Skagit summer sockeye 2023,2023-06-01,Unguided-Bank,85,102,0.8333333333333334
Skagit summer sockeye 2023,2023-06-01,Unguided-Boat,14,102,0.13725490196078433
Skagit summer sockeye 2023,2023-07-01,Guided-Bank,0,114,0
Skagit summer sockeye 2023,2023-07-01,Guided-Boat,2,114,0.017543859649122806
Skagit summer sockeye 2023,2023-07-01,Unguided-Bank,91,114,0.7982456140350878
Skagit summer sockeye 2023,2023-07-01,Unguided-Boat,21,114,0.18421052631578946
Skagit summer sockeye 2024,2024-06-01,Guided-Bank,0,306,0
Skagit summer sockeye 2024,2024-06-01,Guided-Boat,2,306,0.006535947712418301
Skagit summer sockeye 2024,2024-06-01,Unguided-Bank,227,306,0.7418300653594772
Skagit summer sockeye 2024,2024-06-01,Unguided-Boat,77,306,0.25163398692810457
Skagit summer sockeye 2024,2024-07-01,Guided-Bank,0,403,0
Skagit summer sockeye 2024,2024-07-01,Guided-Boat,3,403,0.007444168734491315
Skagit summer sockeye 2024,2024-07-01,Unguided-Bank,323,403,0.8014888337468983
Skagit summer sockeye 2024,2024-07-01,Unguided-Boat,77,403,0.19106699751861042
Skagit summer sockeye 2025,2025-06-01,Guided-Bank,0,304,0
Skagit summer sockeye 2025,2025-06-01,Guided-Boat,2,304,0.006578947368421052
Skagit summer sockeye 2025,2025-06-01,Unguided-Bank,185,304,0.6085526315789473
Skagit summer sockeye 2025,2025-06-01,Unguided-Boat,117,304,0.3848684210526316
Skagit summer sockeye 2025,2025-07-01,Guided-Bank,0,303,0
Skagit summer sockeye 2025,2025-07-01,Guided-Boat,0,303,0
Skagit summer sockeye 2025,2025-07-01,Unguided-Bank,209,303,0.6897689768976898
Skagit summer sockeye 2025,2025-07-01,Unguided-Boat,94,303,0.3102310231023102
Skagit summer sockeye 2026,2026-06-01,Guided-Bank,0,196,0
Skagit summer sockeye 2026,2026-06-01,Guided-Boat,4,196,0.02040816326530612
Skagit summer sockeye 2026,2026-06-01,Unguided-Bank,113,196,0.576530612244898
Skagit summer sockeye 2026,2026-06-01,Unguided-Boat,79,196,0.4030612244897959
Skagit summer sockeye 2026,2026-07-01,Guided-Bank,0,287,0
Skagit summer sockeye 2026,2026-07-01,Guided-Boat,4,287,0.013937282229965157
Skagit summer sockeye 2026,2026-07-01,Unguided-Bank,176,287,0.6132404181184669
Skagit summer sockeye 2026,2026-07-01,Unguided-Boat,107,287,0.37282229965156793
Skagit winter gamefish 2021-22,2022-01-01,Guided-Bank,3,141,0.02127659574468085
Skagit winter gamefish 2021-22,2022-01-01,Guided-Boat,2,141,0.014184397163120567
Skagit winter gamefish 2021-22,2022-01-01,Unguided-Bank,101,141,0.7163120567375887
Skagit winter gamefish 2021-22,2022-01-01,Unguided-Boat,35,141,0.24822695035460993
Skagit winter gamefish 2022-23,2022-12-01,Guided-Bank,0,22,0
Skagit winter gamefish 2022-23,2022-12-01,Guided-Boat,0,22,0
Skagit winter gamefish 2022-23,2022-12-01,Unguided-Bank,17,22,0.7727272727272727
Skagit winter gamefish 2022-23,2022-12-01,Unguided-Boat,5,22,0.22727272727272727
Skagit winter gamefish 2022-23,2023-01-01,Guided-Bank,2,226,0.008849557522123894
Skagit winter gamefish 2022-23,2023-01-01,Guided-Boat,2,226,0.008849557522123894
Skagit winter gamefish 2022-23,2023-01-01,Unguided-Bank,168,226,0.7433628318584071
Skagit winter gamefish 2022-23,2023-01-01,Unguided-Boat,54,226,0.23893805309734514
Skagit winter gamefish 2024,2024-01-01,Guided-Bank,0,70,0
Skagit winter gamefish 2024,2024-01-01,Guided-Boat,1,70,0.014285714285714285
Skagit winter gamefish 2024,2024-01-01,Unguided-Bank,58,70,0.8285714285714286
Skagit winter gamefish 2024,2024-01-01,Unguided-Boat,11,70,0.15714285714285714
Skagit winter gamefish 2025,2025-01-01,Guided-Bank,1,94,0.010638297872340425
Skagit winter gamefish 2025,2025-01-01,Guided-Boat,0,94,0
Skagit winter gamefish 2025,2025-01-01,Unguided-Bank,71,94,0.7553191489361702
Skagit winter gamefish 2025,2025-01-01,Unguided-Boat,22,94,0.23404255319148937
Skagit winter steelhead 2021,2021-02-01,Guided-Bank,0,429,0
Skagit winter steelhead 2021,2021-02-01,Guided-Boat,26,429,0.06060606060606061
Skagit winter steelhead 2021,2021-02-01,Unguided-Bank,254,429,0.5920745920745921
Skagit winter steelhead 2021,2021-02-01,Unguided-Boat,149,429,0.3473193473193473
Skagit winter steelhead 2021,2021-03-01,Guided-Bank,3,985,0.003045685279187817
Skagit winter steelhead 2021,2021-03-01,Guided-Boat,64,985,0.0649746192893401
Skagit winter steelhead 2021,2021-03-01,Unguided-Bank,476,985,0.483248730964467
Skagit winter steelhead 2021,2021-03-01,Unguided-Boat,442,985,0.44873096446700506
Skagit winter steelhead 2021,2021-04-01,Guided-Bank,2,446,0.004484304932735426
Skagit winter steelhead 2021,2021-04-01,Guided-Boat,38,446,0.08520179372197309
Skagit winter steelhead 2021,2021-04-01,Unguided-Bank,174,446,0.3901345291479821
Skagit winter steelhead 2021,2021-04-01,Unguided-Boat,232,446,0.5201793721973094
Skagit winter steelhead 2023,2023-03-01,Guided-Bank,0,149,0
Skagit winter steelhead 2023,2023-03-01,Guided-Boat,5,149,0.03355704697986577
Skagit winter steelhead 2023,2023-03-01,Unguided-Bank,82,149,0.5503355704697986
Skagit winter steelhead 2023,2023-03-01,Unguided-Boat,62,149,0.4161073825503356
Skagit winter steelhead 2023,2023-04-01,Guided-Bank,10,576,0.017361111111111112
Skagit winter steelhead 2023,2023-04-01,Guided-Boat,17,576,0.029513888888888888
Skagit winter steelhead 2023,2023-04-01,Unguided-Bank,394,576,0.6840277777777778
Skagit winter steelhead 2023,2023-04-01,Unguided-Boat,155,576,0.2690972222222222
Skagit winter steelhead 2024,2024-02-01,Guided-Bank,4,334,0.011976047904191617
Skagit winter steelhead 2024,2024-02-01,Guided-Boat,17,334,0.05089820359281437
Skagit winter steelhead 2024,2024-02-01,Unguided-Bank,225,334,0.6736526946107785
Skagit winter steelhead 2024,2024-02-01,Unguided-Boat,88,334,0.2634730538922156
Skagit winter steelhead 2024,2024-03-01,Guided-Bank,9,546,0.016483516483516484
Skagit winter steelhead 2024,2024-03-01,Guided-Boat,39,546,0.07142857142857142
Skagit winter steelhead 2024,2024-03-01,Unguided-Bank,323,546,0.5915750915750916
Skagit winter steelhead 2024,2024-03-01,Unguided-Boat,175,546,0.32051282051282054
Skagit winter steelhead 2024,2024-04-01,Guided-Bank,8,343,0.023323615160349854
Skagit winter steelhead 2024,2024-04-01,Guided-Boat,18,343,0.052478134110787174
Skagit winter steelhead 2024,2024-04-01,Unguided-Bank,203,343,0.5918367346938775
Skagit winter steelhead 2024,2024-04-01,Unguided-Boat,114,343,0.3323615160349854
Skagit winter steelhead 2025,2025-02-01,Guided-Bank,5,202,0.024752475247524754
Skagit winter steelhead 2025,2025-02-01,Guided-Boat,6,202,0.0297029702970297
Skagit winter steelhead 2025,2025-02-01,Unguided-Bank,138,202,0.6831683168316832
Skagit winter steelhead 2025,2025-02-01,Unguided-Boat,53,202,0.2623762376237624
Skagit winter steelhead 2025,2025-03-01,Guided-Bank,11,676,0.016272189349112426
Skagit winter steelhead 2025,2025-03-01,Guided-Boat,49,676,0.07248520710059171
Skagit winter steelhead 2025,2025-03-01,Unguided-Bank,415,676,0.613905325443787
Skagit winter steelhead 2025,2025-03-01,Unguided-Boat,201,676,0.2973372781065089
Skagit winter steelhead 2025,2025-04-01,Guided-Bank,8,287,0.027874564459930314
Skagit winter steelhead 2025,2025-04-01,Guided-Boat,27,287,0.09407665505226481
Skagit winter steelhead 2025,2025-04-01,Unguided-Bank,163,287,0.5679442508710801
Skagit winter steelhead 2025,2025-04-01,Unguided-Boat,89,287,0.31010452961672474
Skookumchuck winter steelhead 2024-25,2024-12-01,Guided-Bank,0,144,0
Skookumchuck winter steelhead 2024-25,2024-12-01,Guided-Boat,0,144,0
Skookumchuck winter steelhead 2024-25,2024-12-01,Unguided-Bank,144,144,1
Skookumchuck winter steelhead 2024-25,2024-12-01,Unguided-Boat,0,144,0
Skookumchuck winter steelhead 2024-25,2025-01-01,Guided-Bank,0,184,0
Skookumchuck winter steelhead 2024-25,2025-01-01,Guided-Boat,0,184,0
Skookumchuck winter steelhead 2024-25,2025-01-01,Unguided-Bank,183,184,0.9945652173913043
Skookumchuck winter steelhead 2024-25,2025-01-01,Unguided-Boat,1,184,0.005434782608695652
Skookumchuck winter steelhead 2024-25,2025-02-01,Guided-Bank,0,148,0
Skookumchuck winter steelhead 2024-25,2025-02-01,Guided-Boat,0,148,0
Skookumchuck winter steelhead 2024-25,2025-02-01,Unguided-Bank,148,148,1
Skookumchuck winter steelhead 2024-25,2025-02-01,Unguided-Boat,0,148,0
Skookumchuck winter steelhead 2025-26,2025-12-01,Guided-Bank,0,39,0
Skookumchuck winter steelhead 2025-26,2025-12-01,Guided-Boat,0,39,0
Skookumchuck winter steelhead 2025-26,2025-12-01,Unguided-Bank,39,39,1
Skookumchuck winter steelhead 2025-26,2025-12-01,Unguided-Boat,0,39,0
Skookumchuck winter steelhead 2025-26,2026-01-01,Guided-Bank,0,118,0
Skookumchuck winter steelhead 2025-26,2026-01-01,Guided-Boat,0,118,0
Skookumchuck winter steelhead 2025-26,2026-01-01,Unguided-Bank,118,118,1
Skookumchuck winter steelhead 2025-26,2026-01-01,Unguided-Boat,0,118,0
Skookumchuck winter steelhead 2025-26,2026-02-01,Guided-Bank,0,84,0
Skookumchuck winter steelhead 2025-26,2026-02-01,Guided-Boat,0,84,0
Skookumchuck winter steelhead 2025-26,2026-02-01,Unguided-Bank,84,84,1
Skookumchuck winter steelhead 2025-26,2026-02-01,Unguided-Boat,0,84,0
Skykomish summer Chinook 2020,2020-05-01,Guided-Bank,0,23,0
Skykomish summer Chinook 2020,2020-05-01,Guided-Boat,1,23,0.043478260869565216
Skykomish summer Chinook 2020,2020-05-01,Unguided-Bank,8,23,0.34782608695652173
Skykomish summer Chinook 2020,2020-05-01,Unguided-Boat,14,23,0.6086956521739131
Skykomish summer Chinook 2020,2020-06-01,Guided-Bank,0,33,0
Skykomish summer Chinook 2020,2020-06-01,Guided-Boat,30,33,0.9090909090909091
Skykomish summer Chinook 2020,2020-06-01,Unguided-Bank,0,33,0
Skykomish summer Chinook 2020,2020-06-01,Unguided-Boat,3,33,0.09090909090909091
Skykomish summer Chinook 2020,2020-07-01,Guided-Bank,0,5,0
Skykomish summer Chinook 2020,2020-07-01,Guided-Boat,4,5,0.8
Skykomish summer Chinook 2020,2020-07-01,Unguided-Bank,0,5,0
Skykomish summer Chinook 2020,2020-07-01,Unguided-Boat,1,5,0.2
Skykomish summer Chinook 2021,2021-05-01,Guided-Bank,0,2,0
Skykomish summer Chinook 2021,2021-05-01,Guided-Boat,2,2,1
Skykomish summer Chinook 2021,2021-05-01,Unguided-Bank,0,2,0
Skykomish summer Chinook 2021,2021-05-01,Unguided-Boat,0,2,0
Skykomish summer Chinook 2021,2021-06-01,Guided-Bank,0,101,0
Skykomish summer Chinook 2021,2021-06-01,Guided-Boat,27,101,0.26732673267326734
Skykomish summer Chinook 2021,2021-06-01,Unguided-Bank,9,101,0.0891089108910891
Skykomish summer Chinook 2021,2021-06-01,Unguided-Boat,65,101,0.6435643564356436
Skykomish summer Chinook 2021,2021-07-01,Guided-Bank,0,45,0
Skykomish summer Chinook 2021,2021-07-01,Guided-Boat,18,45,0.4
Skykomish summer Chinook 2021,2021-07-01,Unguided-Bank,8,45,0.17777777777777778
Skykomish summer Chinook 2021,2021-07-01,Unguided-Boat,19,45,0.4222222222222222
Skykomish summer Chinook and gamefish 2022,2022-05-01,Guided-Bank,0,28,0
Skykomish summer Chinook and gamefish 2022,2022-05-01,Guided-Boat,1,28,0.03571428571428571
Skykomish summer Chinook and gamefish 2022,2022-05-01,Unguided-Bank,16,28,0.5714285714285714
Skykomish summer Chinook and gamefish 2022,2022-05-01,Unguided-Boat,11,28,0.39285714285714285
Skykomish summer Chinook and gamefish 2022,2022-06-01,Guided-Bank,0,357,0
Skykomish summer Chinook and gamefish 2022,2022-06-01,Guided-Boat,42,357,0.11764705882352941
Skykomish summer Chinook and gamefish 2022,2022-06-01,Unguided-Bank,207,357,0.5798319327731093
Skykomish summer Chinook and gamefish 2022,2022-06-01,Unguided-Boat,108,357,0.3025210084033613
Skykomish summer Chinook and gamefish 2022,2022-07-01,Guided-Bank,1,325,0.003076923076923077
Skykomish summer Chinook and gamefish 2022,2022-07-01,Guided-Boat,22,325,0.06769230769230769
Skykomish summer Chinook and gamefish 2022,2022-07-01,Unguided-Bank,221,325,0.68
Skykomish summer Chinook and gamefish 2022,2022-07-01,Unguided-Boat,81,325,0.24923076923076923
Skykomish summer Chinook and gamefish 2022,2022-08-01,Guided-Bank,0,14,0
Skykomish summer Chinook and gamefish 2022,2022-08-01,Guided-Boat,0,14,0
Skykomish summer Chinook and gamefish 2022,2022-08-01,Unguided-Bank,14,14,1
Skykomish summer Chinook and gamefish 2022,2022-08-01,Unguided-Boat,0,14,0
Skykomish summer Chinook and gamefish 2025,2025-06-01,Guided-Bank,0,205,0
Skykomish summer Chinook and gamefish 2025,2025-06-01,Guided-Boat,9,205,0.04390243902439024
Skykomish summer Chinook and gamefish 2025,2025-06-01,Unguided-Bank,146,205,0.7121951219512195
Skykomish summer Chinook and gamefish 2025,2025-06-01,Unguided-Boat,50,205,0.24390243902439024
Skykomish summer Chinook and gamefish 2025,2025-07-01,Guided-Bank,0,45,0
Skykomish summer Chinook and gamefish 2025,2025-07-01,Guided-Boat,3,45,0.06666666666666667
Skykomish summer Chinook and gamefish 2025,2025-07-01,Unguided-Bank,37,45,0.8222222222222222
Skykomish summer Chinook and gamefish 2025,2025-07-01,Unguided-Boat,5,45,0.1111111111111111
Skykomish winter gamefish 2021-22,2021-12-01,Guided-Bank,0,108,0
Skykomish winter gamefish 2021-22,2021-12-01,Guided-Boat,0,108,0
Skykomish winter gamefish 2021-22,2021-12-01,Unguided-Bank,108,108,1
Skykomish winter gamefish 2021-22,2021-12-01,Unguided-Boat,0,108,0
Skykomish winter gamefish 2021-22,2022-01-01,Guided-Bank,0,95,0
Skykomish winter gamefish 2021-22,2022-01-01,Guided-Boat,0,95,0
Skykomish winter gamefish 2021-22,2022-01-01,Unguided-Bank,94,95,0.9894736842105263
Skykomish winter gamefish 2021-22,2022-01-01,Unguided-Boat,1,95,0.010526315789473684
Skykomish winter gamefish 2021-22,2022-02-01,Guided-Bank,0,45,0
Skykomish winter gamefish 2021-22,2022-02-01,Guided-Boat,0,45,0
Skykomish winter gamefish 2021-22,2022-02-01,Unguided-Bank,45,45,1
Skykomish winter gamefish 2021-22,2022-02-01,Unguided-Boat,0,45,0
Skykomish winter gamefish 2022-23,2022-10-01,Guided-Bank,0,1,0
Skykomish winter gamefish 2022-23,2022-10-01,Guided-Boat,0,1,0
Skykomish winter gamefish 2022-23,2022-10-01,Unguided-Bank,1,1,1
Skykomish winter gamefish 2022-23,2022-10-01,Unguided-Boat,0,1,0
Snohomish fall salmon 2021,2021-08-01,Guided-Bank,0,114,0
Snohomish fall salmon 2021,2021-08-01,Guided-Boat,1,114,0.008771929824561403
Snohomish fall salmon 2021,2021-08-01,Unguided-Bank,55,114,0.4824561403508772
Snohomish fall salmon 2021,2021-08-01,Unguided-Boat,58,114,0.5087719298245614
Snohomish fall salmon 2021,2021-09-01,Guided-Bank,0,456,0
Snohomish fall salmon 2021,2021-09-01,Guided-Boat,4,456,0.008771929824561403
Snohomish fall salmon 2021,2021-09-01,Unguided-Bank,221,456,0.48464912280701755
Snohomish fall salmon 2021,2021-09-01,Unguided-Boat,231,456,0.506578947368421
Snohomish fall salmon 2021,2021-10-01,Guided-Bank,0,48,0
Snohomish fall salmon 2021,2021-10-01,Guided-Boat,0,48,0
Snohomish fall salmon 2021,2021-10-01,Unguided-Bank,19,48,0.3958333333333333
Snohomish fall salmon 2021,2021-10-01,Unguided-Boat,29,48,0.6041666666666666
Snohomish fall salmon 2023,2023-09-01,Guided-Bank,0,4,0
Snohomish fall salmon 2023,2023-09-01,Guided-Boat,4,4,1
Snohomish fall salmon 2023,2023-09-01,Unguided-Bank,0,4,0
Snohomish fall salmon 2023,2023-09-01,Unguided-Boat,0,4,0
Snohomish fall salmon 2023,2023-10-01,Guided-Bank,0,7,0
Snohomish fall salmon 2023,2023-10-01,Guided-Boat,7,7,1
Snohomish fall salmon 2023,2023-10-01,Unguided-Bank,0,7,0
Snohomish fall salmon 2023,2023-10-01,Unguided-Boat,0,7,0
Snohomish fall salmon 2023,2023-11-01,Guided-Bank,0,2,0
Snohomish fall salmon 2023,2023-11-01,Guided-Boat,2,2,1
Snohomish fall salmon 2023,2023-11-01,Unguided-Bank,0,2,0
Snohomish fall salmon 2023,2023-11-01,Unguided-Boat,0,2,0
Snohomish fall salmon 2024,2024-10-01,Guided-Bank,0,5,0
Snohomish fall salmon 2024,2024-10-01,Guided-Boat,5,5,1
Snohomish fall salmon 2024,2024-10-01,Unguided-Bank,0,5,0
Snohomish fall salmon 2024,2024-10-01,Unguided-Boat,0,5,0
Snohomish fall salmon 2025,2025-08-01,Guided-Bank,0,444,0
Snohomish fall salmon 2025,2025-08-01,Guided-Boat,1,444,0.0022522522522522522
Snohomish fall salmon 2025,2025-08-01,Unguided-Bank,273,444,0.6148648648648649
Snohomish fall salmon 2025,2025-08-01,Unguided-Boat,170,444,0.38288288288288286
Snohomish fall salmon 2025,2025-09-01,Guided-Bank,0,657,0
Snohomish fall salmon 2025,2025-09-01,Guided-Boat,5,657,0.0076103500761035
Snohomish fall salmon 2025,2025-09-01,Unguided-Bank,461,657,0.7016742770167428
Snohomish fall salmon 2025,2025-09-01,Unguided-Boat,191,657,0.2907153729071537
Snohomish fall salmon 2025,2025-10-01,Guided-Bank,0,51,0
Snohomish fall salmon 2025,2025-10-01,Guided-Boat,0,51,0
Snohomish fall salmon 2025,2025-10-01,Unguided-Bank,24,51,0.47058823529411764
Snohomish fall salmon 2025,2025-10-01,Unguided-Boat,27,51,0.5294117647058824
Snohomish fall salmon 2025,2025-11-01,Guided-Bank,1,120,0.008333333333333333
Snohomish fall salmon 2025,2025-11-01,Guided-Boat,5,120,0.041666666666666664
Snohomish fall salmon 2025,2025-11-01,Unguided-Bank,96,120,0.8
Snohomish fall salmon 2025,2025-11-01,Unguided-Boat,18,120,0.15
South Fork Willapa winter steelhead 2022-23,2022-12-01,Guided-Bank,0,1,0
South Fork Willapa winter steelhead 2022-23,2022-12-01,Guided-Boat,0,1,0
South Fork Willapa winter steelhead 2022-23,2022-12-01,Unguided-Bank,1,1,1
South Fork Willapa winter steelhead 2022-23,2022-12-01,Unguided-Boat,0,1,0
South Fork Willapa winter steelhead 2022-23,2023-01-01,Guided-Bank,0,7,0
South Fork Willapa winter steelhead 2022-23,2023-01-01,Guided-Boat,0,7,0
South Fork Willapa winter steelhead 2022-23,2023-01-01,Unguided-Bank,7,7,1
South Fork Willapa winter steelhead 2022-23,2023-01-01,Unguided-Boat,0,7,0
South Fork Willapa winter steelhead 2022-23,2023-02-01,Guided-Bank,0,4,0
South Fork Willapa winter steelhead 2022-23,2023-02-01,Guided-Boat,0,4,0
South Fork Willapa winter steelhead 2022-23,2023-02-01,Unguided-Bank,4,4,1
South Fork Willapa winter steelhead 2022-23,2023-02-01,Unguided-Boat,0,4,0
South Fork Willapa winter steelhead 2023-24,2023-12-01,Guided-Bank,0,3,0
South Fork Willapa winter steelhead 2023-24,2023-12-01,Guided-Boat,0,3,0
South Fork Willapa winter steelhead 2023-24,2023-12-01,Unguided-Bank,3,3,1
South Fork Willapa winter steelhead 2023-24,2023-12-01,Unguided-Boat,0,3,0
South Fork Willapa winter steelhead 2023-24,2024-01-01,Guided-Bank,0,9,0
South Fork Willapa winter steelhead 2023-24,2024-01-01,Guided-Boat,0,9,0
South Fork Willapa winter steelhead 2023-24,2024-01-01,Unguided-Bank,9,9,1
South Fork Willapa winter steelhead 2023-24,2024-01-01,Unguided-Boat,0,9,0
South Fork Willapa winter steelhead 2023-24,2024-02-01,Guided-Bank,0,5,0
South Fork Willapa winter steelhead 2023-24,2024-02-01,Guided-Boat,0,5,0
South Fork Willapa winter steelhead 2023-24,2024-02-01,Unguided-Bank,5,5,1
South Fork Willapa winter steelhead 2023-24,2024-02-01,Unguided-Boat,0,5,0
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Guided-Bank,1,1,1
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Guided-Boat,0,1,0
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Unguided-Bank,0,1,0
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Unguided-Boat,0,1,0
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Guided-Bank,0,193,0
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Guided-Boat,0,193,0
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Unguided-Bank,187,193,0.9689119170984456
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Unguided-Boat,6,193,0.031088082901554404
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Guided-Bank,0,452,0
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Guided-Boat,0,452,0
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Unguided-Bank,445,452,0.9845132743362832
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Unguided-Boat,7,452,0.015486725663716814
Upper Chehalis salmon 2023,2023-10-01,Guided-Bank,0,123,0
Upper Chehalis salmon 2023,2023-10-01,Guided-Boat,17,123,0.13821138211382114
Upper Chehalis salmon 2023,2023-10-01,Unguided-Bank,17,123,0.13821138211382114
