fishery_name,week,combined_type,n,total,prop
Skagit summer gamefish 2024,2024-08-18,Guided-Bank,0,4,0
Skagit summer gamefish 2024,2024-08-18,Guided-Boat,0,4,0
Skagit summer gamefish 2024,2024-08-18,Unguided-Bank,4,4,1
Skagit summer gamefish 2024,2024-08-18,Unguided-Boat,0,4,0
Skagit summer gamefish 2024,2024-08-25,Guided-Bank,0,37,0
Skagit summer gamefish 2024,2024-08-25,Guided-Boat,0,37,0
Skagit summer gamefish 2024,2024-08-25,Unguided-Bank,25,37,0.6756756756756757
Skagit summer gamefish 2024,2024-08-25,Unguided-Boat,12,37,0.32432432432432434
Skagit summer sockeye 2022,2022-06-12,Guided-Bank,0,22,0
Skagit summer sockeye 2022,2022-06-12,Guided-Boat,0,22,0
Skagit summer sockeye 2022,2022-06-12,Unguided-Bank,18,22,0.8181818181818182
Skagit summer sockeye 2022,2022-06-12,Unguided-Boat,4,22,0.18181818181818182
Skagit summer sockeye 2022,2022-06-19,Guided-Bank,0,76,0
Skagit summer sockeye 2022,2022-06-19,Guided-Boat,0,76,0
Skagit summer sockeye 2022,2022-06-19,Unguided-Bank,62,76,0.8157894736842105
Skagit summer sockeye 2022,2022-06-19,Unguided-Boat,14,76,0.18421052631578946
Skagit summer sockeye 2022,2022-06-26,Guided-Bank,0,117,0
Skagit summer sockeye 2022,2022-06-26,Guided-Boat,0,117,0
Skagit summer sockeye 2022,2022-06-26,Unguided-Bank,106,117,0.905982905982906
Skagit summer sockeye 2022,2022-06-26,Unguided-Boat,11,117,0.09401709401709402
Skagit summer sockeye 2022,2022-07-03,Guided-Bank,0,86,0
Skagit summer sockeye 2022,2022-07-03,Guided-Boat,0,86,0
Skagit summer sockeye 2022,2022-07-03,Unguided-Bank,71,86,0.8255813953488372
Skagit summer sockeye 2022,2022-07-03,Unguided-Boat,15,86,0.1744186046511628
Skagit summer sockeye 2022,2022-07-10,Guided-Bank,0,138,0
Skagit summer sockeye 2022,2022-07-10,Guided-Boat,0,138,0
Skagit summer sockeye 2022,2022-07-10,Unguided-Bank,113,138,0.8188405797101449
Skagit summer sockeye 2022,2022-07-10,Unguided-Boat,25,138,0.18115942028985507
Skagit summer sockeye 2022,2022-07-17,Guided-Bank,0,34,0
Skagit summer sockeye 2022,2022-07-17,Guided-Boat,0,34,0
Skagit summer sockeye 2022,2022-07-17,Unguided-Bank,29,34,0.8529411764705882
Skagit summer sockeye 2022,2022-07-17,Unguided-Boat,5,34,0.14705882352941177
Skagit summer sockeye 2022,2022-07-24,Guided-Bank,0,48,0
Skagit summer sockeye 2022,2022-07-24,Guided-Boat,0,48,0
Skagit summer sockeye 2022,2022-07-24,Unguided-Bank,44,48,0.9166666666666666
Skagit summer sockeye 2022,2022-07-24,Unguided-Boat,4,48,0.08333333333333333
Skagit summer sockeye 2023,2023-06-11,Guided-Bank,0,12,0
Skagit summer sockeye 2023,2023-06-11,Guided-Boat,0,12,0
Skagit summer sockeye 2023,2023-06-11,Unguided-Bank,12,12,1
Skagit summer sockeye 2023,2023-06-11,Unguided-Boat,0,12,0
Skagit summer sockeye 2023,2023-06-18,Guided-Bank,0,48,0
Skagit summer sockeye 2023,2023-06-18,Guided-Boat,0,48,0
Skagit summer sockeye 2023,2023-06-18,Unguided-Bank,41,48,0.8541666666666666
Skagit summer sockeye 2023,2023-06-18,Unguided-Boat,7,48,0.14583333333333334
Skagit summer sockeye 2023,2023-06-25,Guided-Bank,0,53,0
Skagit summer sockeye 2023,2023-06-25,Guided-Boat,3,53,0.05660377358490566
Skagit summer sockeye 2023,2023-06-25,Unguided-Bank,40,53,0.7547169811320755
Skagit summer sockeye 2023,2023-06-25,Unguided-Boat,10,53,0.18867924528301888
Skagit summer sockeye 2023,2023-07-02,Guided-Bank,0,43,0
Skagit summer sockeye 2023,2023-07-02,Guided-Boat,0,43,0
Skagit summer sockeye 2023,2023-07-02,Unguided-Bank,29,43,0.6744186046511628
Skagit summer sockeye 2023,2023-07-02,Unguided-Boat,14,43,0.32558139534883723
Skagit summer sockeye 2023,2023-07-09,Guided-Bank,0,60,0
Skagit summer sockeye 2023,2023-07-09,Guided-Boat,2,60,0.03333333333333333
Skagit summer sockeye 2023,2023-07-09,Unguided-Bank,54,60,0.9
Skagit summer sockeye 2023,2023-07-09,Unguided-Boat,4,60,0.06666666666666667
Skagit summer sockeye 2024,2024-06-16,Guided-Bank,0,118,0
Skagit summer sockeye 2024,2024-06-16,Guided-Boat,0,118,0
Skagit summer sockeye 2024,2024-06-16,Unguided-Bank,88,118,0.7457627118644068
Skagit summer sockeye 2024,2024-06-16,Unguided-Boat,30,118,0.2542372881355932
Skagit summer sockeye 2024,2024-06-23,Guided-Bank,0,151,0
Skagit summer sockeye 2024,2024-06-23,Guided-Boat,2,151,0.013245033112582781
Skagit summer sockeye 2024,2024-06-23,Unguided-Bank,113,151,0.7483443708609272
Skagit summer sockeye 2024,2024-06-23,Unguided-Boat,36,151,0.23841059602649006
Skagit summer sockeye 2024,2024-06-30,Guided-Bank,0,126,0
Skagit summer sockeye 2024,2024-06-30,Guided-Boat,1,126,0.007936507936507936
Skagit summer sockeye 2024,2024-06-30,Unguided-Bank,97,126,0.7698412698412699
Skagit summer sockeye 2024,2024-06-30,Unguided-Boat,28,126,0.2222222222222222
Skagit summer sockeye 2024,2024-07-07,Guided-Bank,0,94,0
Skagit summer sockeye 2024,2024-07-07,Guided-Boat,1,94,0.010638297872340425
Skagit summer sockeye 2024,2024-07-07,Unguided-Bank,75,94,0.7978723404255319
Skagit summer sockeye 2024,2024-07-07,Unguided-Boat,18,94,0.19148936170212766
Skagit summer sockeye 2024,2024-07-14,Guided-Bank,0,92,0
Skagit summer sockeye 2024,2024-07-14,Guided-Boat,1,92,0.010869565217391304
Skagit summer sockeye 2024,2024-07-14,Unguided-Bank,74,92,0.8043478260869565
Skagit summer sockeye 2024,2024-07-14,Unguided-Boat,17,92,0.18478260869565216
Skagit summer sockeye 2024,2024-07-21,Guided-Bank,0,79,0
Skagit summer sockeye 2024,2024-07-21,Guided-Boat,0,79,0
Skagit summer sockeye 2024,2024-07-21,Unguided-Bank,65,79,0.8227848101265823
Skagit summer sockeye 2024,2024-07-21,Unguided-Boat,14,79,0.17721518987341772
Skagit summer sockeye 2024,2024-07-28,Guided-Bank,0,49,0
Skagit summer sockeye 2024,2024-07-28,Guided-Boat,0,49,0
Skagit summer sockeye 2024,2024-07-28,Unguided-Bank,38,49,0.7755102040816326
Skagit summer sockeye 2024,2024-07-28,Unguided-Boat,11,49,0.22448979591836735
Skagit summer sockeye 2025,2025-06-15,Guided-Bank,0,101,0
Skagit summer sockeye 2025,2025-06-15,Guided-Boat,1,101,0.009900990099009901
Skagit summer sockeye 2025,2025-06-15,Unguided-Bank,56,101,0.5544554455445545
Skagit summer sockeye 2025,2025-06-15,Unguided-Boat,44,101,0.43564356435643564
Skagit summer sockeye 2025,2025-06-22,Guided-Bank,0,135,0
Skagit summer sockeye 2025,2025-06-22,Guided-Boat,1,135,0.007407407407407408
Skagit summer sockeye 2025,2025-06-22,Unguided-Bank,92,135,0.6814814814814815
Skagit summer sockeye 2025,2025-06-22,Unguided-Boat,42,135,0.3111111111111111
Skagit summer sockeye 2025,2025-06-29,Guided-Bank,0,100,0
Skagit summer sockeye 2025,2025-06-29,Guided-Boat,0,100,0
Skagit summer sockeye 2025,2025-06-29,Unguided-Bank,60,100,0.6
Skagit summer sockeye 2025,2025-06-29,Unguided-Boat,40,100,0.4
Skagit summer sockeye 2025,2025-07-06,Guided-Bank,0,132,0
Skagit summer sockeye 2025,2025-07-06,Guided-Boat,0,132,0
Skagit summer sockeye 2025,2025-07-06,Unguided-Bank,78,132,0.5909090909090909
Skagit summer sockeye 2025,2025-07-06,Unguided-Boat,54,132,0.4090909090909091
Skagit summer sockeye 2025,2025-07-13,Guided-Bank,0,71,0
Skagit summer sockeye 2025,2025-07-13,Guided-Boat,0,71,0
Skagit summer sockeye 2025,2025-07-13,Unguided-Bank,55,71,0.7746478873239436
Skagit summer sockeye 2025,2025-07-13,Unguided-Boat,16,71,0.22535211267605634
Skagit summer sockeye 2025,2025-07-20,Guided-Bank,0,44,0
Skagit summer sockeye 2025,2025-07-20,Guided-Boat,0,44,0
Skagit summer sockeye 2025,2025-07-20,Unguided-Bank,36,44,0.8181818181818182
Skagit summer sockeye 2025,2025-07-20,Unguided-Boat,8,44,0.18181818181818182
Skagit summer sockeye 2025,2025-07-27,Guided-Bank,0,24,0
Skagit summer sockeye 2025,2025-07-27,Guided-Boat,0,24,0
Skagit summer sockeye 2025,2025-07-27,Unguided-Bank,17,24,0.7083333333333334
Skagit summer sockeye 2025,2025-07-27,Unguided-Boat,7,24,0.2916666666666667
Skagit summer sockeye 2026,2026-06-14,Guided-Bank,0,58,0
Skagit summer sockeye 2026,2026-06-14,Guided-Boat,2,58,0.034482758620689655
Skagit summer sockeye 2026,2026-06-14,Unguided-Bank,29,58,0.5
Skagit summer sockeye 2026,2026-06-14,Unguided-Boat,27,58,0.46551724137931033
Skagit summer sockeye 2026,2026-06-21,Guided-Bank,0,104,0
Skagit summer sockeye 2026,2026-06-21,Guided-Boat,2,104,0.019230769230769232
Skagit summer sockeye 2026,2026-06-21,Unguided-Bank,64,104,0.6153846153846154
Skagit summer sockeye 2026,2026-06-21,Unguided-Boat,38,104,0.36538461538461536
Skagit summer sockeye 2026,2026-06-28,Guided-Bank,0,56,0
Skagit summer sockeye 2026,2026-06-28,Guided-Boat,1,56,0.017857142857142856
Skagit summer sockeye 2026,2026-06-28,Unguided-Bank,35,56,0.625
Skagit summer sockeye 2026,2026-06-28,Unguided-Boat,20,56,0.35714285714285715
Skagit summer sockeye 2026,2026-07-05,Guided-Bank,0,111,0
Skagit summer sockeye 2026,2026-07-05,Guided-Boat,2,111,0.018018018018018018
Skagit summer sockeye 2026,2026-07-05,Unguided-Bank,64,111,0.5765765765765766
Skagit summer sockeye 2026,2026-07-05,Unguided-Boat,45,111,0.40540540540540543
Skagit summer sockeye 2026,2026-07-12,Guided-Bank,0,82,0
Skagit summer sockeye 2026,2026-07-12,Guided-Boat,1,82,0.012195121951219513
Skagit summer sockeye 2026,2026-07-12,Unguided-Bank,52,82,0.6341463414634146
Skagit summer sockeye 2026,2026-07-12,Unguided-Boat,29,82,0.35365853658536583
Skagit summer sockeye 2026,2026-07-19,Guided-Bank,0,41,0
Skagit summer sockeye 2026,2026-07-19,Guided-Boat,0,41,0
Skagit summer sockeye 2026,2026-07-19,Unguided-Bank,25,41,0.6097560975609756
Skagit summer sockeye 2026,2026-07-19,Unguided-Boat,16,41,0.3902439024390244
Skagit summer sockeye 2026,2026-07-26,Guided-Bank,0,31,0
Skagit summer sockeye 2026,2026-07-26,Guided-Boat,0,31,0
Skagit summer sockeye 2026,2026-07-26,Unguided-Bank,20,31,0.6451612903225806
Skagit summer sockeye 2026,2026-07-26,Unguided-Boat,11,31,0.3548387096774194
Skagit winter gamefish 2021-22,2021-12-26,Guided-Bank,0,8,0
Skagit winter gamefish 2021-22,2021-12-26,Guided-Boat,0,8,0
Skagit winter gamefish 2021-22,2021-12-26,Unguided-Bank,7,8,0.875
Skagit winter gamefish 2021-22,2021-12-26,Unguided-Boat,1,8,0.125
Skagit winter gamefish 2021-22,2022-01-02,Guided-Bank,0,14,0
Skagit winter gamefish 2021-22,2022-01-02,Guided-Boat,0,14,0
Skagit winter gamefish 2021-22,2022-01-02,Unguided-Bank,12,14,0.8571428571428571
Skagit winter gamefish 2021-22,2022-01-02,Unguided-Boat,2,14,0.14285714285714285
Skagit winter gamefish 2021-22,2022-01-09,Guided-Bank,0,14,0
Skagit winter gamefish 2021-22,2022-01-09,Guided-Boat,0,14,0
Skagit winter gamefish 2021-22,2022-01-09,Unguided-Bank,12,14,0.8571428571428571
Skagit winter gamefish 2021-22,2022-01-09,Unguided-Boat,2,14,0.14285714285714285
Skagit winter gamefish 2021-22,2022-01-16,Guided-Bank,1,35,0.02857142857142857
Skagit winter gamefish 2021-22,2022-01-16,Guided-Boat,0,35,0
Skagit winter gamefish 2021-22,2022-01-16,Unguided-Bank,25,35,0.7142857142857143
Skagit winter gamefish 2021-22,2022-01-16,Unguided-Boat,9,35,0.2571428571428571
Skagit winter gamefish 2021-22,2022-01-23,Guided-Bank,2,47,0.0425531914893617
Skagit winter gamefish 2021-22,2022-01-23,Guided-Boat,2,47,0.0425531914893617
Skagit winter gamefish 2021-22,2022-01-23,Unguided-Bank,28,47,0.5957446808510638
Skagit winter gamefish 2021-22,2022-01-23,Unguided-Boat,15,47,0.3191489361702128
Skagit winter gamefish 2021-22,2022-01-30,Guided-Bank,0,23,0
Skagit winter gamefish 2021-22,2022-01-30,Guided-Boat,0,23,0
Skagit winter gamefish 2021-22,2022-01-30,Unguided-Bank,17,23,0.7391304347826086
Skagit winter gamefish 2021-22,2022-01-30,Unguided-Boat,6,23,0.2608695652173913
Skagit winter gamefish 2022-23,2022-11-27,Guided-Bank,0,1,0
Skagit winter gamefish 2022-23,2022-11-27,Guided-Boat,0,1,0
Skagit winter gamefish 2022-23,2022-11-27,Unguided-Bank,1,1,1
Skagit winter gamefish 2022-23,2022-11-27,Unguided-Boat,0,1,0
Skagit winter gamefish 2022-23,2022-12-04,Guided-Bank,0,6,0
Skagit winter gamefish 2022-23,2022-12-04,Guided-Boat,0,6,0
Skagit winter gamefish 2022-23,2022-12-04,Unguided-Bank,5,6,0.8333333333333334
Skagit winter gamefish 2022-23,2022-12-04,Unguided-Boat,1,6,0.16666666666666666
Skagit winter gamefish 2022-23,2022-12-11,Guided-Bank,0,9,0
Skagit winter gamefish 2022-23,2022-12-11,Guided-Boat,0,9,0
Skagit winter gamefish 2022-23,2022-12-11,Unguided-Bank,6,9,0.6666666666666666
Skagit winter gamefish 2022-23,2022-12-11,Unguided-Boat,3,9,0.3333333333333333
Skagit winter gamefish 2022-23,2022-12-25,Guided-Bank,0,6,0
Skagit winter gamefish 2022-23,2022-12-25,Guided-Boat,0,6,0
Skagit winter gamefish 2022-23,2022-12-25,Unguided-Bank,5,6,0.8333333333333334
Skagit winter gamefish 2022-23,2022-12-25,Unguided-Boat,1,6,0.16666666666666666
Skagit winter gamefish 2022-23,2023-01-01,Guided-Bank,0,17,0
Skagit winter gamefish 2022-23,2023-01-01,Guided-Boat,0,17,0
Skagit winter gamefish 2022-23,2023-01-01,Unguided-Bank,11,17,0.6470588235294118
Skagit winter gamefish 2022-23,2023-01-01,Unguided-Boat,6,17,0.35294117647058826
Skagit winter gamefish 2022-23,2023-01-08,Guided-Bank,0,38,0
Skagit winter gamefish 2022-23,2023-01-08,Guided-Boat,0,38,0
Skagit winter gamefish 2022-23,2023-01-08,Unguided-Bank,27,38,0.7105263157894737
Skagit winter gamefish 2022-23,2023-01-08,Unguided-Boat,11,38,0.2894736842105263
Skagit winter gamefish 2022-23,2023-01-15,Guided-Bank,0,44,0
Skagit winter gamefish 2022-23,2023-01-15,Guided-Boat,0,44,0
Skagit winter gamefish 2022-23,2023-01-15,Unguided-Bank,36,44,0.8181818181818182
Skagit winter gamefish 2022-23,2023-01-15,Unguided-Boat,8,44,0.18181818181818182
Skagit winter gamefish 2022-23,2023-01-22,Guided-Bank,0,67,0
Skagit winter gamefish 2022-23,2023-01-22,Guided-Boat,2,67,0.029850746268656716
Skagit winter gamefish 2022-23,2023-01-22,Unguided-Bank,51,67,0.7611940298507462
Skagit winter gamefish 2022-23,2023-01-22,Unguided-Boat,14,67,0.208955223880597
Skagit winter gamefish 2022-23,2023-01-29,Guided-Bank,2,60,0.03333333333333333
Skagit winter gamefish 2022-23,2023-01-29,Guided-Boat,0,60,0
Skagit winter gamefish 2022-23,2023-01-29,Unguided-Bank,43,60,0.7166666666666667
Skagit winter gamefish 2022-23,2023-01-29,Unguided-Boat,15,60,0.25
Skagit winter gamefish 2024,2023-12-31,Guided-Bank,0,21,0
Skagit winter gamefish 2024,2023-12-31,Guided-Boat,0,21,0
Skagit winter gamefish 2024,2023-12-31,Unguided-Bank,19,21,0.9047619047619048
Skagit winter gamefish 2024,2023-12-31,Unguided-Boat,2,21,0.09523809523809523
Skagit winter gamefish 2024,2024-01-07,Guided-Bank,0,8,0
Skagit winter gamefish 2024,2024-01-07,Guided-Boat,0,8,0
Skagit winter gamefish 2024,2024-01-07,Unguided-Bank,8,8,1
Skagit winter gamefish 2024,2024-01-07,Unguided-Boat,0,8,0
Skagit winter gamefish 2024,2024-01-14,Guided-Bank,0,14,0
Skagit winter gamefish 2024,2024-01-14,Guided-Boat,0,14,0
Skagit winter gamefish 2024,2024-01-14,Unguided-Bank,14,14,1
Skagit winter gamefish 2024,2024-01-14,Unguided-Boat,0,14,0
Skagit winter gamefish 2024,2024-01-21,Guided-Bank,0,24,0
Skagit winter gamefish 2024,2024-01-21,Guided-Boat,1,24,0.041666666666666664
Skagit winter gamefish 2024,2024-01-21,Unguided-Bank,15,24,0.625
Skagit winter gamefish 2024,2024-01-21,Unguided-Boat,8,24,0.3333333333333333
Skagit winter gamefish 2024,2024-01-28,Guided-Bank,0,3,0
Skagit winter gamefish 2024,2024-01-28,Guided-Boat,0,3,0
Skagit winter gamefish 2024,2024-01-28,Unguided-Bank,2,3,0.6666666666666666
Skagit winter gamefish 2024,2024-01-28,Unguided-Boat,1,3,0.3333333333333333
Skagit winter gamefish 2025,2024-12-29,Guided-Bank,0,6,0
Skagit winter gamefish 2025,2024-12-29,Guided-Boat,0,6,0
Skagit winter gamefish 2025,2024-12-29,Unguided-Bank,4,6,0.6666666666666666
Skagit winter gamefish 2025,2024-12-29,Unguided-Boat,2,6,0.3333333333333333
Skagit winter gamefish 2025,2025-01-05,Guided-Bank,0,27,0
Skagit winter gamefish 2025,2025-01-05,Guided-Boat,0,27,0
Skagit winter gamefish 2025,2025-01-05,Unguided-Bank,23,27,0.8518518518518519
Skagit winter gamefish 2025,2025-01-05,Unguided-Boat,4,27,0.14814814814814814
Skagit winter gamefish 2025,2025-01-12,Guided-Bank,0,33,0
Skagit winter gamefish 2025,2025-01-12,Guided-Boat,0,33,0
Skagit winter gamefish 2025,2025-01-12,Unguided-Bank,21,33,0.6363636363636364
Skagit winter gamefish 2025,2025-01-12,Unguided-Boat,12,33,0.36363636363636365
Skagit winter gamefish 2025,2025-01-19,Guided-Bank,0,15,0
Skagit winter gamefish 2025,2025-01-19,Guided-Boat,0,15,0
Skagit winter gamefish 2025,2025-01-19,Unguided-Bank,13,15,0.8666666666666667
Skagit winter gamefish 2025,2025-01-19,Unguided-Boat,2,15,0.13333333333333333
Skagit winter gamefish 2025,2025-01-26,Guided-Bank,1,13,0.07692307692307693
Skagit winter gamefish 2025,2025-01-26,Guided-Boat,0,13,0
Skagit winter gamefish 2025,2025-01-26,Unguided-Bank,10,13,0.7692307692307693
Skagit winter gamefish 2025,2025-01-26,Unguided-Boat,2,13,0.15384615384615385
Skagit winter steelhead 2021,2021-01-31,Guided-Bank,0,62,0
Skagit winter steelhead 2021,2021-01-31,Guided-Boat,2,62,0.03225806451612903
Skagit winter steelhead 2021,2021-01-31,Unguided-Bank,45,62,0.7258064516129032
Skagit winter steelhead 2021,2021-01-31,Unguided-Boat,15,62,0.24193548387096775
Skagit winter steelhead 2021,2021-02-07,Guided-Bank,0,74,0
Skagit winter steelhead 2021,2021-02-07,Guided-Boat,6,74,0.08108108108108109
Skagit winter steelhead 2021,2021-02-07,Unguided-Bank,52,74,0.7027027027027027
Skagit winter steelhead 2021,2021-02-07,Unguided-Boat,16,74,0.21621621621621623
Skagit winter steelhead 2021,2021-02-14,Guided-Bank,0,118,0
Skagit winter steelhead 2021,2021-02-14,Guided-Boat,8,118,0.06779661016949153
Skagit winter steelhead 2021,2021-02-14,Unguided-Bank,66,118,0.559322033898305
Skagit winter steelhead 2021,2021-02-14,Unguided-Boat,44,118,0.3728813559322034
Skagit winter steelhead 2021,2021-02-21,Guided-Bank,0,121,0
Skagit winter steelhead 2021,2021-02-21,Guided-Boat,8,121,0.06611570247933884
Skagit winter steelhead 2021,2021-02-21,Unguided-Bank,66,121,0.5454545454545454
Skagit winter steelhead 2021,2021-02-21,Unguided-Boat,47,121,0.3884297520661157
Skagit winter steelhead 2021,2021-02-28,Guided-Bank,0,209,0
Skagit winter steelhead 2021,2021-02-28,Guided-Boat,8,209,0.03827751196172249
Skagit winter steelhead 2021,2021-02-28,Unguided-Bank,112,209,0.5358851674641149
Skagit winter steelhead 2021,2021-02-28,Unguided-Boat,89,209,0.4258373205741627
Skagit winter steelhead 2021,2021-03-07,Guided-Bank,2,243,0.00823045267489712
Skagit winter steelhead 2021,2021-03-07,Guided-Boat,15,243,0.06172839506172839
Skagit winter steelhead 2021,2021-03-07,Unguided-Bank,136,243,0.5596707818930041
Skagit winter steelhead 2021,2021-03-07,Unguided-Boat,90,243,0.37037037037037035
Skagit winter steelhead 2021,2021-03-14,Guided-Bank,0,219,0
Skagit winter steelhead 2021,2021-03-14,Guided-Boat,8,219,0.0365296803652968
Skagit winter steelhead 2021,2021-03-14,Unguided-Bank,101,219,0.4611872146118721
Skagit winter steelhead 2021,2021-03-14,Unguided-Boat,110,219,0.502283105022831
Skagit winter steelhead 2021,2021-03-21,Guided-Bank,1,221,0.004524886877828055
Skagit winter steelhead 2021,2021-03-21,Guided-Boat,16,221,0.07239819004524888
Skagit winter steelhead 2021,2021-03-21,Unguided-Bank,89,221,0.40271493212669685
Skagit winter steelhead 2021,2021-03-21,Unguided-Boat,115,221,0.5203619909502263
Skagit winter steelhead 2021,2021-03-28,Guided-Bank,1,227,0.004405286343612335
Skagit winter steelhead 2021,2021-03-28,Guided-Boat,23,227,0.1013215859030837
Skagit winter steelhead 2021,2021-03-28,Unguided-Bank,88,227,0.3876651982378855
Skagit winter steelhead 2021,2021-03-28,Unguided-Boat,115,227,0.5066079295154186
Skagit winter steelhead 2021,2021-04-04,Guided-Bank,0,224,0
Skagit winter steelhead 2021,2021-04-04,Guided-Boat,23,224,0.10267857142857142
Skagit winter steelhead 2021,2021-04-04,Unguided-Bank,93,224,0.41517857142857145
Skagit winter steelhead 2021,2021-04-04,Unguided-Boat,108,224,0.48214285714285715
Skagit winter steelhead 2021,2021-04-11,Guided-Bank,1,142,0.007042253521126761
Skagit winter steelhead 2021,2021-04-11,Guided-Boat,11,142,0.07746478873239436
Skagit winter steelhead 2021,2021-04-11,Unguided-Bank,56,142,0.39436619718309857
Skagit winter steelhead 2021,2021-04-11,Unguided-Boat,74,142,0.5211267605633803
Skagit winter steelhead 2023,2023-03-19,Guided-Bank,0,50,0
Skagit winter steelhead 2023,2023-03-19,Guided-Boat,0,50,0
Skagit winter steelhead 2023,2023-03-19,Unguided-Bank,25,50,0.5
Skagit winter steelhead 2023,2023-03-19,Unguided-Boat,25,50,0.5
Skagit winter steelhead 2023,2023-03-26,Guided-Bank,1,136,0.007352941176470588
Skagit winter steelhead 2023,2023-03-26,Guided-Boat,5,136,0.03676470588235294
Skagit winter steelhead 2023,2023-03-26,Unguided-Bank,76,136,0.5588235294117647
Skagit winter steelhead 2023,2023-03-26,Unguided-Boat,54,136,0.39705882352941174
Skagit winter steelhead 2023,2023-04-02,Guided-Bank,3,193,0.015544041450777202
Skagit winter steelhead 2023,2023-04-02,Guided-Boat,8,193,0.04145077720207254
Skagit winter steelhead 2023,2023-04-02,Unguided-Bank,123,193,0.6373056994818653
Skagit winter steelhead 2023,2023-04-02,Unguided-Boat,59,193,0.30569948186528495
Skagit winter steelhead 2023,2023-04-09,Guided-Bank,3,116,0.02586206896551724
Skagit winter steelhead 2023,2023-04-09,Guided-Boat,3,116,0.02586206896551724
Skagit winter steelhead 2023,2023-04-09,Unguided-Bank,78,116,0.6724137931034483
Skagit winter steelhead 2023,2023-04-09,Unguided-Boat,32,116,0.27586206896551724
Skagit winter steelhead 2023,2023-04-16,Guided-Bank,1,83,0.012048192771084338
Skagit winter steelhead 2023,2023-04-16,Guided-Boat,1,83,0.012048192771084338
Skagit winter steelhead 2023,2023-04-16,Unguided-Bank,69,83,0.8313253012048193
Skagit winter steelhead 2023,2023-04-16,Unguided-Boat,12,83,0.14457831325301204
Skagit winter steelhead 2023,2023-04-23,Guided-Bank,2,131,0.015267175572519083
Skagit winter steelhead 2023,2023-04-23,Guided-Boat,5,131,0.03816793893129771
Skagit winter steelhead 2023,2023-04-23,Unguided-Bank,92,131,0.7022900763358778
Skagit winter steelhead 2023,2023-04-23,Unguided-Boat,32,131,0.24427480916030533
Skagit winter steelhead 2023,2023-04-30,Guided-Bank,0,16,0
Skagit winter steelhead 2023,2023-04-30,Guided-Boat,0,16,0
Skagit winter steelhead 2023,2023-04-30,Unguided-Bank,13,16,0.8125
Skagit winter steelhead 2023,2023-04-30,Unguided-Boat,3,16,0.1875
Skagit winter steelhead 2024,2024-01-28,Guided-Bank,0,15,0
Skagit winter steelhead 2024,2024-01-28,Guided-Boat,0,15,0
Skagit winter steelhead 2024,2024-01-28,Unguided-Bank,14,15,0.9333333333333333
Skagit winter steelhead 2024,2024-01-28,Unguided-Boat,1,15,0.06666666666666667
Skagit winter steelhead 2024,2024-02-04,Guided-Bank,0,69,0
Skagit winter steelhead 2024,2024-02-04,Guided-Boat,5,69,0.07246376811594203
Skagit winter steelhead 2024,2024-02-04,Unguided-Bank,42,69,0.6086956521739131
Skagit winter steelhead 2024,2024-02-04,Unguided-Boat,22,69,0.3188405797101449
Skagit winter steelhead 2024,2024-02-11,Guided-Bank,0,112,0
Skagit winter steelhead 2024,2024-02-11,Guided-Boat,5,112,0.044642857142857144
Skagit winter steelhead 2024,2024-02-11,Unguided-Bank,77,112,0.6875
Skagit winter steelhead 2024,2024-02-11,Unguided-Boat,30,112,0.26785714285714285
Skagit winter steelhead 2024,2024-02-18,Guided-Bank,4,89,0.0449438202247191
Skagit winter steelhead 2024,2024-02-18,Guided-Boat,2,89,0.02247191011235955
Skagit winter steelhead 2024,2024-02-18,Unguided-Bank,56,89,0.6292134831460674
Skagit winter steelhead 2024,2024-02-18,Unguided-Boat,27,89,0.30337078651685395
Skagit winter steelhead 2024,2024-02-25,Guided-Bank,2,78,0.02564102564102564
Skagit winter steelhead 2024,2024-02-25,Guided-Boat,6,78,0.07692307692307693
Skagit winter steelhead 2024,2024-02-25,Unguided-Bank,55,78,0.7051282051282052
Skagit winter steelhead 2024,2024-02-25,Unguided-Boat,15,78,0.19230769230769232
Skagit winter steelhead 2024,2024-03-03,Guided-Bank,0,95,0
Skagit winter steelhead 2024,2024-03-03,Guided-Boat,5,95,0.05263157894736842
Skagit winter steelhead 2024,2024-03-03,Unguided-Bank,58,95,0.6105263157894737
Skagit winter steelhead 2024,2024-03-03,Unguided-Boat,32,95,0.3368421052631579
Skagit winter steelhead 2024,2024-03-10,Guided-Bank,2,141,0.014184397163120567
Skagit winter steelhead 2024,2024-03-10,Guided-Boat,12,141,0.0851063829787234
Skagit winter steelhead 2024,2024-03-10,Unguided-Bank,88,141,0.624113475177305
Skagit winter steelhead 2024,2024-03-10,Unguided-Boat,39,141,0.2765957446808511
Skagit winter steelhead 2024,2024-03-17,Guided-Bank,4,129,0.031007751937984496
Skagit winter steelhead 2024,2024-03-17,Guided-Boat,7,129,0.05426356589147287
Skagit winter steelhead 2024,2024-03-17,Unguided-Bank,71,129,0.5503875968992248
Skagit winter steelhead 2024,2024-03-17,Unguided-Boat,47,129,0.3643410852713178
Skagit winter steelhead 2024,2024-03-24,Guided-Bank,1,125,0.008
Skagit winter steelhead 2024,2024-03-24,Guided-Boat,14,125,0.112
Skagit winter steelhead 2024,2024-03-24,Unguided-Bank,74,125,0.592
Skagit winter steelhead 2024,2024-03-24,Unguided-Boat,36,125,0.288
Skagit winter steelhead 2024,2024-03-31,Guided-Bank,2,131,0.015267175572519083
