fishery_name,week,combined_type,n,total,prop
Humptulips salmon 2023,2023-10-15,Guided-Boat,10,98,0.10204081632653061
Humptulips salmon 2023,2023-10-15,Unguided-Bank,56,98,0.5714285714285714
Humptulips salmon 2023,2023-10-15,Unguided-Boat,32,98,0.32653061224489793
Humptulips salmon 2023,2023-10-22,Guided-Bank,0,96,0
Humptulips salmon 2023,2023-10-22,Guided-Boat,7,96,0.07291666666666667
Humptulips salmon 2023,2023-10-22,Unguided-Bank,73,96,0.7604166666666666
Humptulips salmon 2023,2023-10-22,Unguided-Boat,16,96,0.16666666666666666
Humptulips salmon 2023,2023-10-29,Guided-Bank,0,83,0
Humptulips salmon 2023,2023-10-29,Guided-Boat,2,83,0.024096385542168676
Humptulips salmon 2023,2023-10-29,Unguided-Bank,71,83,0.8554216867469879
Humptulips salmon 2023,2023-10-29,Unguided-Boat,10,83,0.12048192771084337
Humptulips salmon 2023,2023-11-05,Guided-Bank,0,30,0
Humptulips salmon 2023,2023-11-05,Guided-Boat,3,30,0.1
Humptulips salmon 2023,2023-11-05,Unguided-Bank,18,30,0.6
Humptulips salmon 2023,2023-11-05,Unguided-Boat,9,30,0.3
Humptulips salmon 2023,2023-11-12,Guided-Bank,0,63,0
Humptulips salmon 2023,2023-11-12,Guided-Boat,8,63,0.12698412698412698
Humptulips salmon 2023,2023-11-12,Unguided-Bank,42,63,0.6666666666666666
Humptulips salmon 2023,2023-11-12,Unguided-Boat,13,63,0.20634920634920634
Humptulips salmon 2023,2023-11-19,Guided-Bank,0,54,0
Humptulips salmon 2023,2023-11-19,Guided-Boat,9,54,0.16666666666666666
Humptulips salmon 2023,2023-11-19,Unguided-Bank,36,54,0.6666666666666666
Humptulips salmon 2023,2023-11-19,Unguided-Boat,9,54,0.16666666666666666
Humptulips salmon 2023,2023-11-26,Guided-Bank,0,26,0
Humptulips salmon 2023,2023-11-26,Guided-Boat,0,26,0
Humptulips salmon 2023,2023-11-26,Unguided-Bank,22,26,0.8461538461538461
Humptulips salmon 2023,2023-11-26,Unguided-Boat,4,26,0.15384615384615385
Humptulips salmon 2024,2024-09-01,Guided-Bank,0,66,0
Humptulips salmon 2024,2024-09-01,Guided-Boat,2,66,0.030303030303030304
Humptulips salmon 2024,2024-09-01,Unguided-Bank,46,66,0.696969696969697
Humptulips salmon 2024,2024-09-01,Unguided-Boat,18,66,0.2727272727272727
Humptulips salmon 2024,2024-09-08,Guided-Bank,1,90,0.011111111111111112
Humptulips salmon 2024,2024-09-08,Guided-Boat,5,90,0.05555555555555555
Humptulips salmon 2024,2024-09-08,Unguided-Bank,59,90,0.6555555555555556
Humptulips salmon 2024,2024-09-08,Unguided-Boat,25,90,0.2777777777777778
Humptulips salmon 2024,2024-09-15,Guided-Bank,1,113,0.008849557522123894
Humptulips salmon 2024,2024-09-15,Guided-Boat,8,113,0.07079646017699115
Humptulips salmon 2024,2024-09-15,Unguided-Bank,73,113,0.6460176991150443
Humptulips salmon 2024,2024-09-15,Unguided-Boat,31,113,0.2743362831858407
Humptulips salmon 2024,2024-09-22,Guided-Bank,0,52,0
Humptulips salmon 2024,2024-09-22,Guided-Boat,5,52,0.09615384615384616
Humptulips salmon 2024,2024-09-22,Unguided-Bank,22,52,0.4230769230769231
Humptulips salmon 2024,2024-09-22,Unguided-Boat,25,52,0.4807692307692308
Humptulips salmon 2024,2024-09-29,Guided-Bank,0,67,0
Humptulips salmon 2024,2024-09-29,Guided-Boat,8,67,0.11940298507462686
Humptulips salmon 2024,2024-09-29,Unguided-Bank,43,67,0.6417910447761194
Humptulips salmon 2024,2024-09-29,Unguided-Boat,16,67,0.23880597014925373
Humptulips salmon 2024,2024-10-06,Guided-Bank,0,83,0
Humptulips salmon 2024,2024-10-06,Guided-Boat,3,83,0.03614457831325301
Humptulips salmon 2024,2024-10-06,Unguided-Bank,65,83,0.7831325301204819
Humptulips salmon 2024,2024-10-06,Unguided-Boat,15,83,0.18072289156626506
Humptulips salmon 2024,2024-10-13,Guided-Bank,0,32,0
Humptulips salmon 2024,2024-10-13,Guided-Boat,9,32,0.28125
Humptulips salmon 2024,2024-10-13,Unguided-Bank,16,32,0.5
Humptulips salmon 2024,2024-10-13,Unguided-Boat,7,32,0.21875
Humptulips salmon 2024,2024-10-20,Guided-Bank,0,94,0
Humptulips salmon 2024,2024-10-20,Guided-Boat,11,94,0.11702127659574468
Humptulips salmon 2024,2024-10-20,Unguided-Bank,62,94,0.6595744680851063
Humptulips salmon 2024,2024-10-20,Unguided-Boat,21,94,0.22340425531914893
Humptulips salmon 2024,2024-10-27,Guided-Bank,0,57,0
Humptulips salmon 2024,2024-10-27,Guided-Boat,4,57,0.07017543859649122
Humptulips salmon 2024,2024-10-27,Unguided-Bank,52,57,0.9122807017543859
Humptulips salmon 2024,2024-10-27,Unguided-Boat,1,57,0.017543859649122806
Humptulips salmon 2024,2024-11-03,Guided-Bank,0,69,0
Humptulips salmon 2024,2024-11-03,Guided-Boat,5,69,0.07246376811594203
Humptulips salmon 2024,2024-11-03,Unguided-Bank,48,69,0.6956521739130435
Humptulips salmon 2024,2024-11-03,Unguided-Boat,16,69,0.2318840579710145
Humptulips salmon 2024,2024-11-10,Guided-Bank,0,34,0
Humptulips salmon 2024,2024-11-10,Guided-Boat,0,34,0
Humptulips salmon 2024,2024-11-10,Unguided-Bank,33,34,0.9705882352941176
Humptulips salmon 2024,2024-11-10,Unguided-Boat,1,34,0.029411764705882353
Humptulips salmon 2024,2024-11-17,Guided-Bank,0,17,0
Humptulips salmon 2024,2024-11-17,Guided-Boat,0,17,0
Humptulips salmon 2024,2024-11-17,Unguided-Bank,17,17,1
Humptulips salmon 2024,2024-11-17,Unguided-Boat,0,17,0
Humptulips salmon 2024,2024-11-24,Guided-Bank,0,20,0
Humptulips salmon 2024,2024-11-24,Guided-Boat,1,20,0.05
Humptulips salmon 2024,2024-11-24,Unguided-Bank,16,20,0.8
Humptulips salmon 2024,2024-11-24,Unguided-Boat,3,20,0.15
Humptulips salmon 2024,2024-12-01,Guided-Bank,1,38,0.02631578947368421
Humptulips salmon 2024,2024-12-01,Guided-Boat,0,38,0
Humptulips salmon 2024,2024-12-01,Unguided-Bank,31,38,0.8157894736842105
Humptulips salmon 2024,2024-12-01,Unguided-Boat,6,38,0.15789473684210525
Humptulips salmon 2024,2024-12-08,Guided-Bank,0,36,0
Humptulips salmon 2024,2024-12-08,Guided-Boat,3,36,0.08333333333333333
Humptulips salmon 2024,2024-12-08,Unguided-Bank,28,36,0.7777777777777778
Humptulips salmon 2024,2024-12-08,Unguided-Boat,5,36,0.1388888888888889
Humptulips salmon 2024,2024-12-15,Guided-Bank,0,25,0
Humptulips salmon 2024,2024-12-15,Guided-Boat,0,25,0
Humptulips salmon 2024,2024-12-15,Unguided-Bank,25,25,1
Humptulips salmon 2024,2024-12-15,Unguided-Boat,0,25,0
Humptulips salmon 2024,2024-12-22,Guided-Bank,0,6,0
Humptulips salmon 2024,2024-12-22,Guided-Boat,0,6,0
Humptulips salmon 2024,2024-12-22,Unguided-Bank,6,6,1
Humptulips salmon 2024,2024-12-22,Unguided-Boat,0,6,0
Humptulips salmon 2024,2024-12-29,Guided-Bank,0,2,0
Humptulips salmon 2024,2024-12-29,Guided-Boat,0,2,0
Humptulips salmon 2024,2024-12-29,Unguided-Bank,2,2,1
Humptulips salmon 2024,2024-12-29,Unguided-Boat,0,2,0
Humptulips salmon 2025,2025-08-31,Guided-Bank,1,30,0.03333333333333333
Humptulips salmon 2025,2025-08-31,Guided-Boat,2,30,0.06666666666666667
Humptulips salmon 2025,2025-08-31,Unguided-Bank,20,30,0.6666666666666666
Humptulips salmon 2025,2025-08-31,Unguided-Boat,7,30,0.23333333333333334
Humptulips salmon 2025,2025-09-07,Guided-Bank,0,35,0
Humptulips salmon 2025,2025-09-07,Guided-Boat,4,35,0.11428571428571428
Humptulips salmon 2025,2025-09-07,Unguided-Bank,13,35,0.37142857142857144
Humptulips salmon 2025,2025-09-07,Unguided-Boat,18,35,0.5142857142857142
Humptulips salmon 2025,2025-09-14,Guided-Bank,0,56,0
Humptulips salmon 2025,2025-09-14,Guided-Boat,4,56,0.07142857142857142
Humptulips salmon 2025,2025-09-14,Unguided-Bank,34,56,0.6071428571428571
Humptulips salmon 2025,2025-09-14,Unguided-Boat,18,56,0.32142857142857145
Humptulips salmon 2025,2025-09-21,Guided-Bank,0,39,0
Humptulips salmon 2025,2025-09-21,Guided-Boat,1,39,0.02564102564102564
Humptulips salmon 2025,2025-09-21,Unguided-Bank,28,39,0.717948717948718
Humptulips salmon 2025,2025-09-21,Unguided-Boat,10,39,0.2564102564102564
Humptulips salmon 2025,2025-09-28,Guided-Bank,0,119,0
Humptulips salmon 2025,2025-09-28,Guided-Boat,3,119,0.025210084033613446
Humptulips salmon 2025,2025-09-28,Unguided-Bank,90,119,0.7563025210084033
Humptulips salmon 2025,2025-09-28,Unguided-Boat,26,119,0.2184873949579832
Humptulips salmon 2025,2025-10-05,Guided-Bank,1,67,0.014925373134328358
Humptulips salmon 2025,2025-10-05,Guided-Boat,3,67,0.04477611940298507
Humptulips salmon 2025,2025-10-05,Unguided-Bank,49,67,0.7313432835820896
Humptulips salmon 2025,2025-10-05,Unguided-Boat,14,67,0.208955223880597
Humptulips salmon 2025,2025-10-12,Guided-Bank,0,50,0
Humptulips salmon 2025,2025-10-12,Guided-Boat,4,50,0.08
Humptulips salmon 2025,2025-10-12,Unguided-Bank,33,50,0.66
Humptulips salmon 2025,2025-10-12,Unguided-Boat,13,50,0.26
Humptulips salmon 2025,2025-10-19,Guided-Bank,0,50,0
Humptulips salmon 2025,2025-10-19,Guided-Boat,3,50,0.06
Humptulips salmon 2025,2025-10-19,Unguided-Bank,36,50,0.72
Humptulips salmon 2025,2025-10-19,Unguided-Boat,11,50,0.22
Humptulips salmon 2025,2025-10-26,Guided-Bank,0,78,0
Humptulips salmon 2025,2025-10-26,Guided-Boat,1,78,0.01282051282051282
Humptulips salmon 2025,2025-10-26,Unguided-Bank,67,78,0.8589743589743589
Humptulips salmon 2025,2025-10-26,Unguided-Boat,10,78,0.1282051282051282
Humptulips salmon 2025,2025-11-02,Guided-Bank,0,63,0
Humptulips salmon 2025,2025-11-02,Guided-Boat,3,63,0.047619047619047616
Humptulips salmon 2025,2025-11-02,Unguided-Bank,55,63,0.873015873015873
Humptulips salmon 2025,2025-11-02,Unguided-Boat,5,63,0.07936507936507936
Humptulips salmon 2025,2025-11-09,Guided-Bank,0,63,0
Humptulips salmon 2025,2025-11-09,Guided-Boat,4,63,0.06349206349206349
Humptulips salmon 2025,2025-11-09,Unguided-Bank,44,63,0.6984126984126984
Humptulips salmon 2025,2025-11-09,Unguided-Boat,15,63,0.23809523809523808
Humptulips salmon 2025,2025-11-16,Guided-Bank,0,79,0
Humptulips salmon 2025,2025-11-16,Guided-Boat,7,79,0.08860759493670886
Humptulips salmon 2025,2025-11-16,Unguided-Bank,50,79,0.6329113924050633
Humptulips salmon 2025,2025-11-16,Unguided-Boat,22,79,0.27848101265822783
Humptulips salmon 2025,2025-11-23,Guided-Bank,0,34,0
Humptulips salmon 2025,2025-11-23,Guided-Boat,0,34,0
Humptulips salmon 2025,2025-11-23,Unguided-Bank,30,34,0.8823529411764706
Humptulips salmon 2025,2025-11-23,Unguided-Boat,4,34,0.11764705882352941
Humptulips salmon 2025,2025-11-30,Guided-Bank,0,22,0
Humptulips salmon 2025,2025-11-30,Guided-Boat,1,22,0.045454545454545456
Humptulips salmon 2025,2025-11-30,Unguided-Bank,19,22,0.8636363636363636
Humptulips salmon 2025,2025-11-30,Unguided-Boat,2,22,0.09090909090909091
Humptulips salmon 2025,2025-12-07,Guided-Bank,0,29,0
Humptulips salmon 2025,2025-12-07,Guided-Boat,0,29,0
Humptulips salmon 2025,2025-12-07,Unguided-Bank,29,29,1
Humptulips salmon 2025,2025-12-07,Unguided-Boat,0,29,0
Humptulips salmon 2025,2025-12-14,Guided-Bank,0,26,0
Humptulips salmon 2025,2025-12-14,Guided-Boat,0,26,0
Humptulips salmon 2025,2025-12-14,Unguided-Bank,26,26,1
Humptulips salmon 2025,2025-12-14,Unguided-Boat,0,26,0
Humptulips salmon 2025,2025-12-21,Guided-Bank,0,56,0
Humptulips salmon 2025,2025-12-21,Guided-Boat,0,56,0
Humptulips salmon 2025,2025-12-21,Unguided-Bank,55,56,0.9821428571428571
Humptulips salmon 2025,2025-12-21,Unguided-Boat,1,56,0.017857142857142856
Humptulips salmon 2025,2025-12-28,Guided-Bank,0,14,0
Humptulips salmon 2025,2025-12-28,Guided-Boat,0,14,0
Humptulips salmon 2025,2025-12-28,Unguided-Bank,13,14,0.9285714285714286
Humptulips salmon 2025,2025-12-28,Unguided-Boat,1,14,0.07142857142857142
Humptulips winter steelhead 2024-25,2024-10-27,Guided-Bank,0,16,0
Humptulips winter steelhead 2024-25,2024-10-27,Guided-Boat,0,16,0
Humptulips winter steelhead 2024-25,2024-10-27,Unguided-Bank,16,16,1
Humptulips winter steelhead 2024-25,2024-10-27,Unguided-Boat,0,16,0
Humptulips winter steelhead 2024-25,2024-11-03,Guided-Bank,0,67,0
Humptulips winter steelhead 2024-25,2024-11-03,Guided-Boat,5,67,0.07462686567164178
Humptulips winter steelhead 2024-25,2024-11-03,Unguided-Bank,46,67,0.6865671641791045
Humptulips winter steelhead 2024-25,2024-11-03,Unguided-Boat,16,67,0.23880597014925373
Humptulips winter steelhead 2024-25,2024-11-10,Guided-Bank,0,34,0
Humptulips winter steelhead 2024-25,2024-11-10,Guided-Boat,0,34,0
Humptulips winter steelhead 2024-25,2024-11-10,Unguided-Bank,33,34,0.9705882352941176
Humptulips winter steelhead 2024-25,2024-11-10,Unguided-Boat,1,34,0.029411764705882353
Humptulips winter steelhead 2024-25,2024-11-17,Guided-Bank,0,16,0
Humptulips winter steelhead 2024-25,2024-11-17,Guided-Boat,0,16,0
Humptulips winter steelhead 2024-25,2024-11-17,Unguided-Bank,16,16,1
Humptulips winter steelhead 2024-25,2024-11-17,Unguided-Boat,0,16,0
Humptulips winter steelhead 2024-25,2024-11-24,Guided-Bank,0,20,0
Humptulips winter steelhead 2024-25,2024-11-24,Guided-Boat,1,20,0.05
Humptulips winter steelhead 2024-25,2024-11-24,Unguided-Bank,16,20,0.8
Humptulips winter steelhead 2024-25,2024-11-24,Unguided-Boat,3,20,0.15
Humptulips winter steelhead 2024-25,2024-12-01,Guided-Bank,1,38,0.02631578947368421
Humptulips winter steelhead 2024-25,2024-12-01,Guided-Boat,0,38,0
Humptulips winter steelhead 2024-25,2024-12-01,Unguided-Bank,31,38,0.8157894736842105
Humptulips winter steelhead 2024-25,2024-12-01,Unguided-Boat,6,38,0.15789473684210525
Humptulips winter steelhead 2024-25,2024-12-08,Guided-Bank,0,36,0
Humptulips winter steelhead 2024-25,2024-12-08,Guided-Boat,3,36,0.08333333333333333
Humptulips winter steelhead 2024-25,2024-12-08,Unguided-Bank,28,36,0.7777777777777778
Humptulips winter steelhead 2024-25,2024-12-08,Unguided-Boat,5,36,0.1388888888888889
Humptulips winter steelhead 2024-25,2024-12-15,Guided-Bank,0,25,0
Humptulips winter steelhead 2024-25,2024-12-15,Guided-Boat,0,25,0
Humptulips winter steelhead 2024-25,2024-12-15,Unguided-Bank,25,25,1
Humptulips winter steelhead 2024-25,2024-12-15,Unguided-Boat,0,25,0
Humptulips winter steelhead 2024-25,2024-12-22,Guided-Bank,0,6,0
Humptulips winter steelhead 2024-25,2024-12-22,Guided-Boat,0,6,0
Humptulips winter steelhead 2024-25,2024-12-22,Unguided-Bank,6,6,1
Humptulips winter steelhead 2024-25,2024-12-22,Unguided-Boat,0,6,0
Humptulips winter steelhead 2024-25,2024-12-29,Guided-Bank,0,15,0
Humptulips winter steelhead 2024-25,2024-12-29,Guided-Boat,0,15,0
Humptulips winter steelhead 2024-25,2024-12-29,Unguided-Bank,14,15,0.9333333333333333
Humptulips winter steelhead 2024-25,2024-12-29,Unguided-Boat,1,15,0.06666666666666667
Humptulips winter steelhead 2024-25,2025-01-05,Guided-Bank,0,34,0
Humptulips winter steelhead 2024-25,2025-01-05,Guided-Boat,0,34,0
Humptulips winter steelhead 2024-25,2025-01-05,Unguided-Bank,30,34,0.8823529411764706
Humptulips winter steelhead 2024-25,2025-01-05,Unguided-Boat,4,34,0.11764705882352941
Humptulips winter steelhead 2024-25,2025-01-12,Guided-Bank,0,25,0
Humptulips winter steelhead 2024-25,2025-01-12,Guided-Boat,0,25,0
Humptulips winter steelhead 2024-25,2025-01-12,Unguided-Bank,23,25,0.92
Humptulips winter steelhead 2024-25,2025-01-12,Unguided-Boat,2,25,0.08
Humptulips winter steelhead 2024-25,2025-01-19,Guided-Bank,0,17,0
Humptulips winter steelhead 2024-25,2025-01-19,Guided-Boat,1,17,0.058823529411764705
Humptulips winter steelhead 2024-25,2025-01-19,Unguided-Bank,12,17,0.7058823529411765
Humptulips winter steelhead 2024-25,2025-01-19,Unguided-Boat,4,17,0.23529411764705882
Humptulips winter steelhead 2024-25,2025-01-26,Guided-Bank,0,16,0
Humptulips winter steelhead 2024-25,2025-01-26,Guided-Boat,3,16,0.1875
Humptulips winter steelhead 2024-25,2025-01-26,Unguided-Bank,11,16,0.6875
Humptulips winter steelhead 2024-25,2025-01-26,Unguided-Boat,2,16,0.125
Humptulips winter steelhead 2025-26,2025-10-26,Guided-Bank,0,14,0
Humptulips winter steelhead 2025-26,2025-10-26,Guided-Boat,0,14,0
Humptulips winter steelhead 2025-26,2025-10-26,Unguided-Bank,14,14,1
Humptulips winter steelhead 2025-26,2025-10-26,Unguided-Boat,0,14,0
Humptulips winter steelhead 2025-26,2025-11-02,Guided-Bank,0,63,0
Humptulips winter steelhead 2025-26,2025-11-02,Guided-Boat,3,63,0.047619047619047616
Humptulips winter steelhead 2025-26,2025-11-02,Unguided-Bank,55,63,0.873015873015873
Humptulips winter steelhead 2025-26,2025-11-02,Unguided-Boat,5,63,0.07936507936507936
Humptulips winter steelhead 2025-26,2025-11-09,Guided-Bank,0,63,0
Humptulips winter steelhead 2025-26,2025-11-09,Guided-Boat,4,63,0.06349206349206349
Humptulips winter steelhead 2025-26,2025-11-09,Unguided-Bank,44,63,0.6984126984126984
Humptulips winter steelhead 2025-26,2025-11-09,Unguided-Boat,15,63,0.23809523809523808
Humptulips winter steelhead 2025-26,2025-11-16,Guided-Bank,0,79,0
Humptulips winter steelhead 2025-26,2025-11-16,Guided-Boat,7,79,0.08860759493670886
Humptulips winter steelhead 2025-26,2025-11-16,Unguided-Bank,50,79,0.6329113924050633
Humptulips winter steelhead 2025-26,2025-11-16,Unguided-Boat,22,79,0.27848101265822783
Humptulips winter steelhead 2025-26,2025-11-23,Guided-Bank,0,34,0
Humptulips winter steelhead 2025-26,2025-11-23,Guided-Boat,0,34,0
Humptulips winter steelhead 2025-26,2025-11-23,Unguided-Bank,30,34,0.8823529411764706
Humptulips winter steelhead 2025-26,2025-11-23,Unguided-Boat,4,34,0.11764705882352941
Humptulips winter steelhead 2025-26,2025-11-30,Guided-Bank,0,22,0
Humptulips winter steelhead 2025-26,2025-11-30,Guided-Boat,1,22,0.045454545454545456
Humptulips winter steelhead 2025-26,2025-11-30,Unguided-Bank,19,22,0.8636363636363636
Humptulips winter steelhead 2025-26,2025-11-30,Unguided-Boat,2,22,0.09090909090909091
Humptulips winter steelhead 2025-26,2025-12-07,Guided-Bank,0,29,0
Humptulips winter steelhead 2025-26,2025-12-07,Guided-Boat,0,29,0
Humptulips winter steelhead 2025-26,2025-12-07,Unguided-Bank,29,29,1
Humptulips winter steelhead 2025-26,2025-12-07,Unguided-Boat,0,29,0
Humptulips winter steelhead 2025-26,2025-12-14,Guided-Bank,0,26,0
Humptulips winter steelhead 2025-26,2025-12-14,Guided-Boat,0,26,0
Humptulips winter steelhead 2025-26,2025-12-14,Unguided-Bank,26,26,1
Humptulips winter steelhead 2025-26,2025-12-14,Unguided-Boat,0,26,0
Humptulips winter steelhead 2025-26,2025-12-21,Guided-Bank,0,56,0
Humptulips winter steelhead 2025-26,2025-12-21,Guided-Boat,0,56,0
Humptulips winter steelhead 2025-26,2025-12-21,Unguided-Bank,55,56,0.9821428571428571
Humptulips winter steelhead 2025-26,2025-12-21,Unguided-Boat,1,56,0.017857142857142856
Humptulips winter steelhead 2025-26,2025-12-28,Guided-Bank,0,32,0
Humptulips winter steelhead 2025-26,2025-12-28,Guided-Boat,0,32,0
Humptulips winter steelhead 2025-26,2025-12-28,Unguided-Bank,27,32,0.84375
Humptulips winter steelhead 2025-26,2025-12-28,Unguided-Boat,5,32,0.15625
Humptulips winter steelhead 2025-26,2026-01-04,Guided-Bank,0,43,0
Humptulips winter steelhead 2025-26,2026-01-04,Guided-Boat,0,43,0
Humptulips winter steelhead 2025-26,2026-01-04,Unguided-Bank,43,43,1
Humptulips winter steelhead 2025-26,2026-01-04,Unguided-Boat,0,43,0
Humptulips winter steelhead 2025-26,2026-01-11,Guided-Bank,0,41,0
Humptulips winter steelhead 2025-26,2026-01-11,Guided-Boat,1,41,0.024390243902439025
Humptulips winter steelhead 2025-26,2026-01-11,Unguided-Bank,32,41,0.7804878048780488
Humptulips winter steelhead 2025-26,2026-01-11,Unguided-Boat,8,41,0.1951219512195122
Humptulips winter steelhead 2025-26,2026-01-18,Guided-Bank,1,22,0.045454545454545456
Humptulips winter steelhead 2025-26,2026-01-18,Guided-Boat,0,22,0
Humptulips winter steelhead 2025-26,2026-01-18,Unguided-Bank,19,22,0.8636363636363636
Humptulips winter steelhead 2025-26,2026-01-18,Unguided-Boat,2,22,0.09090909090909091
Humptulips winter steelhead 2025-26,2026-01-25,Guided-Bank,0,8,0
Humptulips winter steelhead 2025-26,2026-01-25,Guided-Boat,0,8,0
Humptulips winter steelhead 2025-26,2026-01-25,Unguided-Bank,8,8,1
Humptulips winter steelhead 2025-26,2026-01-25,Unguided-Boat,0,8,0
Humptulips winter steelhead 2025-26,2026-02-01,Guided-Bank,0,3,0
Humptulips winter steelhead 2025-26,2026-02-01,Guided-Boat,0,3,0
Humptulips winter steelhead 2025-26,2026-02-01,Unguided-Bank,3,3,1
Humptulips winter steelhead 2025-26,2026-02-01,Unguided-Boat,0,3,0
Lower Chehalis salmon 2023,2023-09-10,Guided-Bank,0,22,0
Lower Chehalis salmon 2023,2023-09-10,Guided-Boat,0,22,0
Lower Chehalis salmon 2023,2023-09-10,Unguided-Bank,0,22,0
Lower Chehalis salmon 2023,2023-09-10,Unguided-Boat,22,22,1
Lower Chehalis salmon 2023,2023-09-17,Guided-Bank,0,113,0
Lower Chehalis salmon 2023,2023-09-17,Guided-Boat,3,113,0.02654867256637168
Lower Chehalis salmon 2023,2023-09-17,Unguided-Bank,15,113,0.13274336283185842
Lower Chehalis salmon 2023,2023-09-17,Unguided-Boat,95,113,0.8407079646017699
Lower Chehalis salmon 2023,2023-09-24,Guided-Bank,0,174,0
Lower Chehalis salmon 2023,2023-09-24,Guided-Boat,1,174,0.005747126436781609
Lower Chehalis salmon 2023,2023-09-24,Unguided-Bank,53,174,0.3045977011494253
Lower Chehalis salmon 2023,2023-09-24,Unguided-Boat,120,174,0.6896551724137931
Lower Chehalis salmon 2023,2023-10-01,Guided-Bank,0,96,0
Lower Chehalis salmon 2023,2023-10-01,Guided-Boat,0,96,0
Lower Chehalis salmon 2023,2023-10-01,Unguided-Bank,6,96,0.0625
Lower Chehalis salmon 2023,2023-10-01,Unguided-Boat,90,96,0.9375
Lower Chehalis salmon 2023,2023-10-08,Guided-Bank,0,88,0
Lower Chehalis salmon 2023,2023-10-08,Guided-Boat,3,88,0.03409090909090909
Lower Chehalis salmon 2023,2023-10-08,Unguided-Bank,24,88,0.2727272727272727
Lower Chehalis salmon 2023,2023-10-08,Unguided-Boat,61,88,0.6931818181818182
Lower Chehalis salmon 2023,2023-10-15,Guided-Bank,0,68,0
Lower Chehalis salmon 2023,2023-10-15,Guided-Boat,1,68,0.014705882352941176
Lower Chehalis salmon 2023,2023-10-15,Unguided-Bank,14,68,0.20588235294117646
Lower Chehalis salmon 2023,2023-10-15,Unguided-Boat,53,68,0.7794117647058824
Lower Chehalis salmon 2023,2023-10-22,Guided-Bank,0,41,0
Lower Chehalis salmon 2023,2023-10-22,Guided-Boat,0,41,0
Lower Chehalis salmon 2023,2023-10-22,Unguided-Bank,20,41,0.4878048780487805
Lower Chehalis salmon 2023,2023-10-22,Unguided-Boat,21,41,0.5121951219512195
Lower Chehalis salmon 2023,2023-10-29,Guided-Bank,0,58,0
Lower Chehalis salmon 2023,2023-10-29,Guided-Boat,1,58,0.017241379310344827
Lower Chehalis salmon 2023,2023-10-29,Unguided-Bank,36,58,0.6206896551724138
Lower Chehalis salmon 2023,2023-10-29,Unguided-Boat,21,58,0.3620689655172414
Lower Chehalis salmon 2023,2023-11-05,Guided-Bank,0,13,0
Lower Chehalis salmon 2023,2023-11-05,Guided-Boat,0,13,0
Lower Chehalis salmon 2023,2023-11-05,Unguided-Bank,8,13,0.6153846153846154
Lower Chehalis salmon 2023,2023-11-05,Unguided-Boat,5,13,0.38461538461538464
Lower Chehalis salmon 2023,2023-11-12,Guided-Bank,0,20,0
Lower Chehalis salmon 2023,2023-11-12,Guided-Boat,0,20,0
Lower Chehalis salmon 2023,2023-11-12,Unguided-Bank,18,20,0.9
Lower Chehalis salmon 2023,2023-11-12,Unguided-Boat,2,20,0.1
Lower Chehalis salmon 2023,2023-11-19,Guided-Bank,0,24,0
Lower Chehalis salmon 2023,2023-11-19,Guided-Boat,0,24,0
Lower Chehalis salmon 2023,2023-11-19,Unguided-Bank,11,24,0.4583333333333333
Lower Chehalis salmon 2023,2023-11-19,Unguided-Boat,13,24,0.5416666666666666
Lower Chehalis salmon 2023,2023-11-26,Guided-Bank,0,26,0
Lower Chehalis salmon 2023,2023-11-26,Guided-Boat,0,26,0
Lower Chehalis salmon 2023,2023-11-26,Unguided-Bank,22,26,0.8461538461538461
Lower Chehalis salmon 2023,2023-11-26,Unguided-Boat,4,26,0.15384615384615385
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Guided-Bank,0,18,0
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Guided-Boat,9,18,0.5
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Unguided-Bank,0,18,0
Lower Cowlitz salmon and steelhead 2022-23,2022-07-31,Unguided-Boat,9,18,0.5
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Guided-Bank,0,10,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Guided-Boat,6,10,0.6
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Unguided-Bank,0,10,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-07,Unguided-Boat,4,10,0.4
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Guided-Bank,0,7,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Guided-Boat,0,7,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Unguided-Bank,0,7,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-14,Unguided-Boat,7,7,1
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Guided-Bank,0,2,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Guided-Boat,2,2,1
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Unguided-Bank,0,2,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-21,Unguided-Boat,0,2,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Guided-Bank,0,1,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Guided-Boat,0,1,0
Lower Cowlitz salmon and steelhead 2022-23,2022-08-28,Unguided-Bank,0,1,0
