fishery_name,week,guided_status,hours,total_hours,prop
Baker summer sockeye 2022,2022-07-10,Guided,70.55,1403.7,0.05026002707131153
Baker summer sockeye 2022,2022-07-10,Unguided,1333.15,1403.7,0.9497399729286885
Baker summer sockeye 2022,2022-07-17,Guided,77.33333333333334,2054.883333333333,0.0376339289335161
Baker summer sockeye 2022,2022-07-17,Unguided,1977.55,2054.883333333333,0.962366071066484
Baker summer sockeye 2022,2022-07-24,Guided,14.166666666666666,907.4499999999999,0.015611512112696752
Baker summer sockeye 2022,2022-07-24,Unguided,893.2833333333333,907.4499999999999,0.9843884878873033
Baker summer sockeye 2022,2022-07-31,Guided,19.900000000000002,1162.3666666666668,0.017120243182013706
Baker summer sockeye 2022,2022-07-31,Unguided,1142.4666666666667,1162.3666666666668,0.9828797568179862
Baker summer sockeye 2022,2022-08-07,Unguided,818.1166666666667,818.1166666666667,1
Baker summer sockeye 2022,2022-08-14,Guided,62.78333333333333,575.6666666666666,0.10906195715112912
Baker summer sockeye 2022,2022-08-14,Unguided,512.8833333333333,575.6666666666666,0.8909380428488709
Baker summer sockeye 2022,2022-08-21,Unguided,224.05,224.05,1
Baker summer sockeye 2022,2022-08-28,Unguided,52.9,52.9,1
Baker summer sockeye 2023,2023-07-16,Guided,64.25,2671.0833333333335,0.02405391071038592
Baker summer sockeye 2023,2023-07-16,Unguided,2606.8333333333335,2671.0833333333335,0.9759460892896141
Baker summer sockeye 2023,2023-07-23,Guided,36,1319.15,0.027290300572338246
Baker summer sockeye 2023,2023-07-23,Unguided,1283.15,1319.15,0.9727096994276617
Baker summer sockeye 2023,2023-07-30,Guided,27.366666666666667,1011.6166666666667,0.027052407862003063
Baker summer sockeye 2023,2023-07-30,Unguided,984.25,1011.6166666666667,0.972947592137997
Baker summer sockeye 2023,2023-08-06,Guided,79.36666666666667,806.0166666666667,0.09846777361923865
Baker summer sockeye 2023,2023-08-06,Unguided,726.65,806.0166666666667,0.9015322263807614
Baker summer sockeye 2023,2023-08-13,Unguided,131.76666666666668,131.76666666666668,1
Cascade fall salmon 2021,2021-09-19,Unguided,26.55,26.55,1
Cascade fall salmon 2021,2021-09-26,Unguided,69.58333333333333,69.58333333333333,1
Cascade fall salmon 2021,2021-10-03,Unguided,67.78333333333333,67.78333333333333,1
Cascade fall salmon 2021,2021-10-10,Unguided,87.06666666666666,87.06666666666666,1
Cascade fall salmon 2021,2021-10-17,Unguided,81.23333333333333,81.23333333333333,1
Cascade fall salmon 2021,2021-10-24,Unguided,26.366666666666667,26.366666666666667,1
Cascade fall salmon 2021,2021-10-31,Unguided,70.6,70.6,1
Cascade fall salmon 2021,2021-11-07,Unguided,24.583333333333336,24.583333333333336,1
Cascade fall salmon 2021,2021-11-14,Unguided,18.233333333333334,18.233333333333334,1
Cascade fall salmon 2021,2021-11-21,Unguided,21.900000000000002,21.900000000000002,1
Cascade fall salmon 2021,2021-11-28,Unguided,1.8833333333333333,1.8833333333333333,1
Cascade fall salmon 2022,2022-09-18,Unguided,47,47,1
Cascade fall salmon 2022,2022-09-25,Unguided,152.56666666666666,152.56666666666666,1
Cascade fall salmon 2022,2022-10-02,Unguided,232.31666666666666,232.31666666666666,1
Cascade fall salmon 2022,2022-10-09,Unguided,202.75,202.75,1
Cascade fall salmon 2022,2022-10-16,Unguided,157.35,157.35,1
Cascade fall salmon 2022,2022-10-23,Unguided,58.766666666666666,58.766666666666666,1
Cascade fall salmon 2022,2022-10-30,Unguided,131.06666666666666,131.06666666666666,1
Cascade fall salmon 2022,2022-11-06,Unguided,88.63333333333333,88.63333333333333,1
Cascade fall salmon 2022,2022-11-13,Unguided,75.78333333333333,75.78333333333333,1
Cascade fall salmon 2022,2022-11-20,Unguided,6.766666666666667,6.766666666666667,1
Cascade fall salmon 2022,2022-11-27,Unguided,16.733333333333334,16.733333333333334,1
Cascade fall salmon 2023,2023-09-10,Unguided,27.96666666666667,27.96666666666667,1
Cascade fall salmon 2023,2023-09-17,Unguided,34.86666666666667,34.86666666666667,1
Cascade fall salmon 2023,2023-09-24,Unguided,316.53333333333336,316.53333333333336,1
Cascade fall salmon 2023,2023-10-01,Unguided,311.43333333333334,311.43333333333334,1
Cascade fall salmon 2023,2023-10-08,Unguided,414.2833333333333,414.2833333333333,1
Cascade fall salmon 2023,2023-10-15,Guided,5.683333333333334,204.35,0.02781176086779219
Cascade fall salmon 2023,2023-10-15,Unguided,198.66666666666666,204.35,0.9721882391322078
Cascade fall salmon 2023,2023-10-22,Unguided,196.11666666666667,196.11666666666667,1
Cascade fall salmon 2023,2023-10-29,Unguided,133.15,133.15,1
Cascade fall salmon 2023,2023-11-05,Unguided,59.68333333333334,59.68333333333334,1
Cascade fall salmon 2023,2023-11-12,Unguided,43.88333333333333,43.88333333333333,1
Cascade fall salmon 2023,2023-11-19,Unguided,12.066666666666666,12.066666666666666,1
Cascade fall salmon 2023,2023-11-26,Unguided,9.416666666666668,9.416666666666668,1
Cascade fall salmon 2024,2024-09-15,Unguided,78.66666666666666,78.66666666666666,1
Cascade fall salmon 2024,2024-09-22,Unguided,103.13333333333334,103.13333333333334,1
Cascade fall salmon 2024,2024-09-29,Unguided,146.56666666666666,146.56666666666666,1
Cascade fall salmon 2024,2024-10-06,Unguided,116.61666666666666,116.61666666666666,1
Cascade fall salmon 2024,2024-10-13,Unguided,280.1166666666667,280.1166666666667,1
Cascade fall salmon 2024,2024-10-20,Unguided,222.68333333333334,222.68333333333334,1
Cascade fall salmon 2024,2024-10-27,Unguided,263.3333333333333,263.3333333333333,1
Cascade fall salmon 2024,2024-11-03,Unguided,91.55,91.55,1
Cascade fall salmon 2024,2024-11-10,Unguided,17.25,17.25,1
Cascade fall salmon 2024,2024-11-17,Unguided,29.35,29.35,1
Cascade fall salmon 2024,2024-11-24,Unguided,17.083333333333332,17.083333333333332,1
Cascade spring Chinook 2022,2022-05-29,Unguided,278.4166666666667,278.4166666666667,1
Cascade spring Chinook 2022,2022-06-05,Unguided,560.9666666666667,560.9666666666667,1
Cascade spring Chinook 2022,2022-06-12,Unguided,344.95,344.95,1
Cascade spring Chinook 2022,2022-06-19,Unguided,588.35,588.35,1
Cascade spring Chinook 2022,2022-06-26,Unguided,737.0166666666667,737.0166666666667,1
Cascade spring Chinook 2022,2022-07-03,Unguided,223.53333333333333,223.53333333333333,1
Cascade spring Chinook 2022,2022-07-10,Unguided,164.96666666666667,164.96666666666667,1
Cascade spring Chinook 2023,2023-05-28,Unguided,110.45,110.45,1
Cascade spring Chinook 2023,2023-06-04,Unguided,128.61666666666667,128.61666666666667,1
Cascade spring Chinook 2023,2023-06-11,Unguided,257.9,257.9,1
Cascade spring Chinook 2023,2023-06-18,Unguided,59.7,59.7,1
Cascade spring Chinook 2023,2023-06-25,Unguided,127.96666666666667,127.96666666666667,1
Cascade spring Chinook 2023,2023-07-02,Unguided,34.5,34.5,1
Cascade spring Chinook 2023,2023-07-09,Unguided,83.36666666666667,83.36666666666667,1
Cascade spring Chinook 2024,2024-05-26,Unguided,224.71666666666667,224.71666666666667,1
Cascade spring Chinook 2024,2024-06-02,Unguided,346.45,346.45,1
Cascade spring Chinook 2024,2024-06-09,Unguided,297.71666666666664,297.71666666666664,1
Cascade spring Chinook 2024,2024-06-16,Unguided,0.3333333333333333,0.3333333333333333,1
Cascade spring Chinook 2024,2024-06-23,Unguided,106.65,106.65,1
Cascade spring Chinook 2024,2024-06-30,Unguided,90.46666666666667,90.46666666666667,1
Cascade spring Chinook 2024,2024-07-07,Unguided,28.05,28.05,1
Cascade spring Chinook 2024,2024-07-14,Unguided,7.266666666666667,7.266666666666667,1
Cascade winter gamefish 2021-22,2021-11-28,Unguided,5.283333333333333,5.283333333333333,1
Cascade winter gamefish 2021-22,2021-12-05,Unguided,32.483333333333334,32.483333333333334,1
Cascade winter gamefish 2021-22,2021-12-12,Unguided,3.283333333333333,3.283333333333333,1
Cascade winter gamefish 2021-22,2021-12-19,Unguided,5.5,5.5,1
Cascade winter gamefish 2021-22,2021-12-26,Unguided,3.5,3.5,1
Cascade winter gamefish 2021-22,2022-01-02,Unguided,3.1,3.1,1
Cascade winter gamefish 2021-22,2022-01-09,Unguided,8.45,8.45,1
Cascade winter gamefish 2021-22,2022-01-16,Unguided,2,2,1
Cascade winter gamefish 2023,2023-01-08,Unguided,12.4,12.4,1
Cascade winter gamefish 2023,2023-01-15,Unguided,13.166666666666666,13.166666666666666,1
Chehalis salmon 2022,2022-09-11,Guided,23.3,588.25,0.039609009774755635
Chehalis salmon 2022,2022-09-11,Unguided,564.95,588.25,0.9603909902252444
Chehalis salmon 2022,2022-09-18,Guided,57.21666666666667,1022.6666666666667,0.05594850065189048
Chehalis salmon 2022,2022-09-18,Unguided,965.45,1022.6666666666667,0.9440514993481095
Chehalis salmon 2022,2022-09-25,Guided,189.79999999999998,1148.9833333333333,0.16518951536865922
Chehalis salmon 2022,2022-09-25,Unguided,959.1833333333334,1148.9833333333333,0.8348104846313408
Chehalis salmon 2022,2022-10-02,Guided,85.93333333333334,869.9000000000001,0.09878530099245124
Chehalis salmon 2022,2022-10-02,Unguided,783.9666666666667,869.9000000000001,0.9012146990075487
Chehalis salmon 2022,2022-10-09,Guided,263.75,1317.25,0.20022774720060732
Chehalis salmon 2022,2022-10-09,Unguided,1053.5,1317.25,0.7997722527993927
Chehalis salmon 2022,2022-10-16,Guided,513.6666666666666,1529.8666666666668,0.33575910754749866
Chehalis salmon 2022,2022-10-16,Unguided,1016.2,1529.8666666666668,0.6642408924525013
Chehalis salmon 2022,2022-10-23,Guided,347.78333333333336,1528.9666666666667,0.2274629924349779
Chehalis salmon 2022,2022-10-23,Unguided,1181.1833333333334,1528.9666666666667,0.7725370075650222
Chehalis salmon 2022,2022-10-30,Guided,198.43333333333334,399.98333333333335,0.49610400433351387
Chehalis salmon 2022,2022-10-30,Unguided,201.55,399.98333333333335,0.5038959956664861
Chehalis salmon 2022,2022-11-06,Guided,35.25,111.33333333333333,0.3166167664670659
Chehalis salmon 2022,2022-11-06,Unguided,76.08333333333333,111.33333333333333,0.6833832335329341
Chehalis salmon 2022,2022-11-13,Guided,25.333333333333332,154.8166666666667,0.1636344062870061
Chehalis salmon 2022,2022-11-13,Unguided,129.48333333333335,154.8166666666667,0.8363655937129938
Chehalis salmon 2022,2022-11-20,Guided,35.28333333333333,209.08333333333334,0.16875249103228376
Chehalis salmon 2022,2022-11-20,Unguided,173.8,209.08333333333334,0.8312475089677163
Chehalis salmon 2022,2022-11-27,Unguided,33.833333333333336,33.833333333333336,1
Chehalis salmon 2022,2022-12-04,Unguided,59.63333333333333,59.63333333333333,1
Chehalis salmon 2022,2022-12-11,Unguided,15.85,15.85,1
Chehalis salmon 2024,2024-09-15,Guided,16.633333333333333,1749.4,0.009508021797949772
Chehalis salmon 2024,2024-09-15,Unguided,1732.7666666666667,1749.4,0.9904919782020501
Chehalis salmon 2024,2024-09-22,Guided,177.41666666666669,2387.75,0.0743028653195128
Chehalis salmon 2024,2024-09-22,Unguided,2210.3333333333335,2387.75,0.9256971346804873
Chehalis salmon 2024,2024-09-29,Guided,71.81666666666666,1271.8999999999999,0.056464082606074904
Chehalis salmon 2024,2024-09-29,Unguided,1200.0833333333333,1271.8999999999999,0.9435359173939252
Chehalis salmon 2024,2024-10-06,Guided,151.2,1251.4833333333333,0.12081663093129485
Chehalis salmon 2024,2024-10-06,Unguided,1100.2833333333333,1251.4833333333333,0.8791833690687051
Chehalis salmon 2024,2024-10-13,Guided,272.3833333333333,1003.8666666666667,0.27133417452516934
Chehalis salmon 2024,2024-10-13,Unguided,731.4833333333333,1003.8666666666667,0.7286658254748307
Chehalis salmon 2024,2024-10-20,Guided,79.48333333333333,655.5,0.121256038647343
Chehalis salmon 2024,2024-10-20,Unguided,576.0166666666667,655.5,0.878743961352657
Chehalis salmon 2024,2024-10-27,Guided,176.56666666666666,889,0.198612673415823
Chehalis salmon 2024,2024-10-27,Unguided,712.4333333333333,889,0.8013873265841769
Chehalis salmon 2024,2024-11-03,Guided,154.9,1143.2166666666667,0.13549487557039347
Chehalis salmon 2024,2024-11-03,Unguided,988.3166666666667,1143.2166666666667,0.8645051244296066
Chehalis salmon 2024,2024-11-10,Guided,14.15,366.59999999999997,0.03859792689579924
Chehalis salmon 2024,2024-11-10,Unguided,352.45,366.59999999999997,0.9614020731042008
Chehalis salmon 2024,2024-11-17,Unguided,71.93333333333334,71.93333333333334,1
Chehalis salmon 2024,2024-11-24,Unguided,262.1,262.1,1
Chehalis salmon 2024,2024-12-01,Guided,47.18333333333334,249.51666666666668,0.1890989245875359
Chehalis salmon 2024,2024-12-01,Unguided,202.33333333333334,249.51666666666668,0.8109010754124641
Chehalis salmon 2024,2024-12-08,Unguided,151.43333333333334,151.43333333333334,1
Chehalis salmon 2024,2024-12-15,Unguided,54.35,54.35,1
Chehalis salmon 2024,2024-12-22,Unguided,0.43333333333333335,0.43333333333333335,1
Chehalis salmon 2025,2025-09-14,Guided,86.66666666666666,2012.45,0.04306525213876949
Chehalis salmon 2025,2025-09-14,Unguided,1925.7833333333333,2012.45,0.9569347478612305
Chehalis salmon 2025,2025-09-21,Guided,23.916666666666664,1730.3500000000001,0.01382186648173298
Chehalis salmon 2025,2025-09-21,Unguided,1706.4333333333334,1730.3500000000001,0.986178133518267
Chehalis salmon 2025,2025-09-28,Guided,79.78333333333333,1540.1499999999999,0.05180231362746053
Chehalis salmon 2025,2025-09-28,Unguided,1460.3666666666666,1540.1499999999999,0.9481976863725395
Chehalis salmon 2025,2025-10-05,Guided,157.6,1012.3333333333334,0.15567994731643067
Chehalis salmon 2025,2025-10-05,Unguided,854.7333333333333,1012.3333333333334,0.8443200526835692
Chehalis salmon 2025,2025-10-12,Guided,430.25,1586.2666666666667,0.2712343447928049
Chehalis salmon 2025,2025-10-12,Unguided,1156.0166666666667,1586.2666666666667,0.728765655207195
Chehalis salmon 2025,2025-10-19,Guided,343.4,845.8166666666666,0.40599814774675363
Chehalis salmon 2025,2025-10-19,Unguided,502.4166666666667,845.8166666666666,0.5940018522532464
Chehalis salmon 2025,2025-10-26,Guided,185.35,853.1333333333333,0.2172579510822849
Chehalis salmon 2025,2025-10-26,Unguided,667.7833333333333,853.1333333333333,0.782742048917715
Chehalis salmon 2025,2025-11-02,Guided,19,464.55,0.0408997955010225
Chehalis salmon 2025,2025-11-02,Unguided,445.55,464.55,0.9591002044989775
Chehalis salmon 2025,2025-11-09,Guided,106.95,294.56666666666666,0.3630757044245785
Chehalis salmon 2025,2025-11-09,Unguided,187.61666666666667,294.56666666666666,0.6369242955754215
Chehalis salmon 2025,2025-11-16,Guided,185.26666666666665,937.7166666666667,0.19757211666637042
Chehalis salmon 2025,2025-11-16,Unguided,752.45,937.7166666666667,0.8024278833336296
Chehalis salmon 2025,2025-11-23,Guided,42.61666666666667,452.3666666666667,0.0942082381548891
Chehalis salmon 2025,2025-11-23,Unguided,409.75,452.3666666666667,0.9057917618451109
Chehalis salmon 2025,2025-11-30,Guided,13.950000000000001,110.73333333333333,0.12597832630945213
Chehalis salmon 2025,2025-11-30,Unguided,96.78333333333333,110.73333333333333,0.8740216736905478
Chehalis salmon 2025,2025-12-07,Unguided,16.216666666666665,16.216666666666665,1
Chehalis salmon 2025,2025-12-21,Unguided,29.799999999999997,29.799999999999997,1
Chehalis salmon 2025,2025-12-28,Unguided,14.233333333333333,14.233333333333333,1
Chehalis winter steelhead 2024-25,2024-10-27,Guided,40.9,331.79999999999995,0.12326702833031948
Chehalis winter steelhead 2024-25,2024-10-27,Unguided,290.9,331.79999999999995,0.8767329716696806
Chehalis winter steelhead 2024-25,2024-11-03,Guided,154.9,1061.7666666666667,0.1458889272595988
Chehalis winter steelhead 2024-25,2024-11-03,Unguided,906.8666666666667,1061.7666666666667,0.8541110727404012
Chehalis winter steelhead 2024-25,2024-11-10,Guided,14.15,313.79999999999995,0.045092415551306574
Chehalis winter steelhead 2024-25,2024-11-10,Unguided,299.65,313.79999999999995,0.9549075844486935
Chehalis winter steelhead 2024-25,2024-11-17,Unguided,71.93333333333334,71.93333333333334,1
Chehalis winter steelhead 2024-25,2024-11-24,Unguided,262.1,262.1,1
Chehalis winter steelhead 2024-25,2024-12-01,Guided,47.18333333333334,249.51666666666668,0.1890989245875359
Chehalis winter steelhead 2024-25,2024-12-01,Unguided,202.33333333333334,249.51666666666668,0.8109010754124641
Chehalis winter steelhead 2024-25,2024-12-08,Unguided,151.43333333333334,151.43333333333334,1
Chehalis winter steelhead 2024-25,2024-12-15,Unguided,54.35,54.35,1
Chehalis winter steelhead 2024-25,2024-12-22,Unguided,0.43333333333333335,0.43333333333333335,1
Chehalis winter steelhead 2024-25,2024-12-29,Unguided,3.6,3.6,1
Chehalis winter steelhead 2024-25,2025-01-05,Unguided,68.7,68.7,1
Chehalis winter steelhead 2024-25,2025-01-12,Unguided,80.53333333333333,80.53333333333333,1
Chehalis winter steelhead 2024-25,2025-01-19,Unguided,78.68333333333332,78.68333333333332,1
Chehalis winter steelhead 2024-25,2025-01-26,Unguided,50.11666666666667,50.11666666666667,1
Chehalis winter steelhead 2024-25,2025-02-02,Unguided,103.46666666666667,103.46666666666667,1
Chehalis winter steelhead 2024-25,2025-02-09,Unguided,21.45,21.45,1
Chehalis winter steelhead 2024-25,2025-02-16,Unguided,30.866666666666667,30.866666666666667,1
Chehalis winter steelhead 2025-26,2025-11-30,Guided,13.950000000000001,110.73333333333333,0.12597832630945213
Chehalis winter steelhead 2025-26,2025-11-30,Unguided,96.78333333333333,110.73333333333333,0.8740216736905478
Chehalis winter steelhead 2025-26,2025-12-07,Unguided,16.216666666666665,16.216666666666665,1
Chehalis winter steelhead 2025-26,2025-12-21,Unguided,29.799999999999997,29.799999999999997,1
Chehalis winter steelhead 2025-26,2025-12-28,Guided,13.900000000000002,31.583333333333336,0.44010554089709764
Chehalis winter steelhead 2025-26,2025-12-28,Unguided,17.683333333333334,31.583333333333336,0.5598944591029024
Chehalis winter steelhead 2025-26,2026-01-04,Unguided,22.833333333333332,22.833333333333332,1
Chehalis winter steelhead 2025-26,2026-01-11,Unguided,68.81666666666666,68.81666666666666,1
Chehalis winter steelhead 2025-26,2026-01-18,Guided,42.3,122.75,0.3446028513238289
Chehalis winter steelhead 2025-26,2026-01-18,Unguided,80.45,122.75,0.655397148676171
Chehalis winter steelhead 2025-26,2026-01-25,Unguided,33.4,33.4,1
Chehalis winter steelhead 2025-26,2026-02-01,Unguided,47.86666666666667,47.86666666666667,1
Chehalis winter steelhead 2025-26,2026-02-08,Unguided,28.866666666666667,28.866666666666667,1
Chehalis winter steelhead 2025-26,2026-02-15,Unguided,23.1,23.1,1
Drano Lake salmon and steelhead 2023,2023-07-09,Unguided,5.5,5.5,1
Drano Lake salmon and steelhead 2023,2023-07-16,Guided,13.950000000000001,51.300000000000004,0.2719298245614035
Drano Lake salmon and steelhead 2023,2023-07-16,Unguided,37.35,51.300000000000004,0.7280701754385964
Drano Lake salmon and steelhead 2023,2023-07-23,Guided,15.3,194.18333333333334,0.07879152004119819
Drano Lake salmon and steelhead 2023,2023-07-23,Unguided,178.88333333333333,194.18333333333334,0.9212084799588017
Drano Lake salmon and steelhead 2023,2023-07-30,Guided,18.95,368.5,0.0514246947082768
Drano Lake salmon and steelhead 2023,2023-07-30,Unguided,349.55,368.5,0.9485753052917232
Drano Lake salmon and steelhead 2023,2023-08-06,Guided,59.39999999999999,901.9333333333333,0.0658585261290561
Drano Lake salmon and steelhead 2023,2023-08-06,Unguided,842.5333333333333,901.9333333333333,0.9341414738709439
Drano Lake salmon and steelhead 2023,2023-08-13,Guided,165.15,1275.6166666666668,0.12946679383827428
Drano Lake salmon and steelhead 2023,2023-08-13,Unguided,1110.4666666666667,1275.6166666666668,0.8705332061617257
Drano Lake salmon and steelhead 2023,2023-08-20,Guided,91.23333333333333,1353.1,0.06742541817554751
Drano Lake salmon and steelhead 2023,2023-08-20,Unguided,1261.8666666666666,1353.1,0.9325745818244525
Drano Lake salmon and steelhead 2023,2023-08-27,Guided,505.03333333333336,1518.1333333333334,0.33266731073247846
Drano Lake salmon and steelhead 2023,2023-08-27,Unguided,1013.1,1518.1333333333334,0.6673326892675215
Drano Lake salmon and steelhead 2023,2023-09-03,Guided,368.03333333333336,2654.233333333333,0.13865899757619904
Drano Lake salmon and steelhead 2023,2023-09-03,Unguided,2286.2,2654.233333333333,0.861341002423801
Drano Lake salmon and steelhead 2023,2023-09-10,Guided,163.16666666666666,1168.2166666666667,0.1396715791876507
Drano Lake salmon and steelhead 2023,2023-09-10,Unguided,1005.05,1168.2166666666667,0.8603284208123493
Drano Lake salmon and steelhead 2023,2023-09-17,Guided,439.7,977.7666666666667,0.4496982920260457
Drano Lake salmon and steelhead 2023,2023-09-17,Unguided,538.0666666666667,977.7666666666667,0.5503017079739543
Drano Lake salmon and steelhead 2023,2023-09-24,Guided,290.25,562.5333333333333,0.5159694240341314
Drano Lake salmon and steelhead 2023,2023-09-24,Unguided,272.28333333333336,562.5333333333333,0.48403057596586874
Drano Lake salmon and steelhead 2023,2023-10-01,Guided,246.71666666666667,922.5,0.2674435411020777
Drano Lake salmon and steelhead 2023,2023-10-01,Unguided,675.7833333333333,922.5,0.7325564588979223
Drano Lake salmon and steelhead 2023,2023-10-08,Guided,170.23333333333335,562.8166666666666,0.3024667594539371
Drano Lake salmon and steelhead 2023,2023-10-08,Unguided,392.5833333333333,562.8166666666666,0.697533240546063
Drano Lake salmon and steelhead 2023,2023-10-15,Guided,260.1666666666667,525.7166666666667,0.4948800050724408
Drano Lake salmon and steelhead 2023,2023-10-15,Unguided,265.55,525.7166666666667,0.5051199949275592
Drano Lake salmon and steelhead 2023,2023-10-22,Guided,128.41666666666666,298.45,0.43027866197576364
Drano Lake salmon and steelhead 2023,2023-10-22,Unguided,170.03333333333333,298.45,0.5697213380242363
Drano Lake salmon and steelhead 2023,2023-10-29,Guided,17.066666666666666,36.13333333333333,0.47232472324723246
Drano Lake salmon and steelhead 2023,2023-10-29,Unguided,19.066666666666666,36.13333333333333,0.5276752767527675
Drano Lake salmon and steelhead 2024,2024-07-14,Unguided,65.61666666666666,65.61666666666666,1
Drano Lake salmon and steelhead 2024,2024-07-21,Guided,51.266666666666666,115.08333333333334,0.4454742939898624
Drano Lake salmon and steelhead 2024,2024-07-21,Unguided,63.81666666666667,115.08333333333334,0.5545257060101376
Drano Lake salmon and steelhead 2024,2024-07-28,Guided,77.4,480.35,0.16113250754658062
Drano Lake salmon and steelhead 2024,2024-07-28,Unguided,402.95,480.35,0.8388674924534193
Drano Lake salmon and steelhead 2024,2024-08-04,Guided,83.81666666666666,848.55,0.09877634395930313
Drano Lake salmon and steelhead 2024,2024-08-04,Unguided,764.7333333333333,848.55,0.901223656040697
Drano Lake salmon and steelhead 2024,2024-08-11,Unguided,436.3333333333333,436.3333333333333,1
Drano Lake salmon and steelhead 2024,2024-08-18,Guided,110.63333333333333,1098.4166666666665,0.10072073439041045
Drano Lake salmon and steelhead 2024,2024-08-18,Unguided,987.7833333333333,1098.4166666666665,0.8992792656095897
Drano Lake salmon and steelhead 2024,2024-08-25,Unguided,405.81666666666666,405.81666666666666,1
Drano Lake salmon and steelhead 2024,2024-09-01,Guided,161.48333333333335,1345.9666666666667,0.11997572995864188
Drano Lake salmon and steelhead 2024,2024-09-01,Unguided,1184.4833333333333,1345.9666666666667,0.8800242700413581
Drano Lake salmon and steelhead 2024,2024-09-08,Guided,864.1,2558.3,0.33776335848024075
Drano Lake salmon and steelhead 2024,2024-09-08,Unguided,1694.2,2558.3,0.6622366415197591
Drano Lake salmon and steelhead 2024,2024-09-15,Guided,876.9833333333333,1905.3833333333334,0.4602660881887284
Drano Lake salmon and steelhead 2024,2024-09-15,Unguided,1028.4,1905.3833333333334,0.5397339118112716
Drano Lake salmon and steelhead 2024,2024-09-22,Guided,275.5833333333333,890.1499999999999,0.3095920163268363
Drano Lake salmon and steelhead 2024,2024-09-22,Unguided,614.5666666666666,890.1499999999999,0.6904079836731637
Drano Lake salmon and steelhead 2024,2024-09-29,Guided,277.15,1110.6,0.24954979290473617
Drano Lake salmon and steelhead 2024,2024-09-29,Unguided,833.4499999999999,1110.6,0.7504502070952638
Drano Lake salmon and steelhead 2024,2024-10-06,Guided,154.48333333333332,1102.4166666666665,0.1401315292161161
Drano Lake salmon and steelhead 2024,2024-10-06,Unguided,947.9333333333333,1102.4166666666665,0.859868470783884
Drano Lake salmon and steelhead 2024,2024-10-13,Guided,212.78333333333333,832.1166666666667,0.2557133414785587
Drano Lake salmon and steelhead 2024,2024-10-13,Unguided,619.3333333333334,832.1166666666667,0.7442866585214414
Drano Lake salmon and steelhead 2024,2024-10-20,Guided,68.65,231.76666666666668,0.29620307780814037
Drano Lake salmon and steelhead 2024,2024-10-20,Unguided,163.11666666666667,231.76666666666668,0.7037969221918596
Drano Lake salmon and steelhead 2024,2024-10-27,Unguided,67.75,67.75,1
Drano Lake salmon and steelhead 2025,2025-06-29,Unguided,65.85,65.85,1
Drano Lake salmon and steelhead 2025,2025-07-06,Unguided,24.066666666666666,24.066666666666666,1
Drano Lake salmon and steelhead 2025,2025-07-13,Unguided,96.51666666666667,96.51666666666667,1
Drano Lake salmon and steelhead 2025,2025-07-20,Guided,73.8,339.40000000000003,0.21744254566882731
Drano Lake salmon and steelhead 2025,2025-07-20,Unguided,265.6,339.40000000000003,0.7825574543311726
Drano Lake salmon and steelhead 2025,2025-07-27,Unguided,302.06666666666666,302.06666666666666,1
Drano Lake salmon and steelhead 2025,2025-08-03,Guided,104.78333333333333,708.3,0.1479363734763989
Drano Lake salmon and steelhead 2025,2025-08-03,Unguided,603.5166666666667,708.3,0.8520636265236011
Drano Lake salmon and steelhead 2025,2025-08-10,Guided,106.38333333333333,1056.7833333333333,0.10066711877237529
Drano Lake salmon and steelhead 2025,2025-08-10,Unguided,950.4,1056.7833333333333,0.8993328812276247
Drano Lake salmon and steelhead 2025,2025-08-17,Guided,88.1,693.9166666666667,0.126960489972379
Drano Lake salmon and steelhead 2025,2025-08-17,Unguided,605.8166666666667,693.9166666666667,0.8730395100276209
Drano Lake salmon and steelhead 2025,2025-08-24,Guided,46.11666666666667,526.2333333333333,0.08763539621207322
Drano Lake salmon and steelhead 2025,2025-08-24,Unguided,480.1166666666667,526.2333333333333,0.9123646037879267
Drano Lake salmon and steelhead 2025,2025-08-31,Guided,127.58333333333333,706.95,0.18047009453756746
Drano Lake salmon and steelhead 2025,2025-08-31,Unguided,579.3666666666667,706.95,0.8195299054624324
Drano Lake salmon and steelhead 2025,2025-09-07,Guided,375.2,1801.7666666666667,0.20824006068118328
Drano Lake salmon and steelhead 2025,2025-09-07,Unguided,1426.5666666666666,1801.7666666666667,0.7917599393188167
Drano Lake salmon and steelhead 2025,2025-09-14,Guided,372.6,1161.4333333333334,0.32081049278190743
Drano Lake salmon and steelhead 2025,2025-09-14,Unguided,788.8333333333334,1161.4333333333334,0.6791895072180926
Drano Lake salmon and steelhead 2025,2025-09-21,Guided,613.6166666666667,1380.7833333333333,0.4443975038323657
Drano Lake salmon and steelhead 2025,2025-09-21,Unguided,767.1666666666666,1380.7833333333333,0.5556024961676344
Drano Lake salmon and steelhead 2025,2025-09-28,Guided,384.7,885.4,0.4344928845719449
Drano Lake salmon and steelhead 2025,2025-09-28,Unguided,500.7,885.4,0.5655071154280551
Drano Lake salmon and steelhead 2025,2025-10-05,Guided,299.2,1008.5833333333333,0.296653722217632
Drano Lake salmon and steelhead 2025,2025-10-05,Unguided,709.3833333333333,1008.5833333333333,0.703346277782368
Drano Lake salmon and steelhead 2025,2025-10-12,Guided,217.45,737.8333333333333,0.29471425344477076
