fishery_name,combined_type,hours,total_hours,prop
Skagit spring Chinook 2024 lower,Unguided-Boat,851.1666666666666,1798.35,0.47330423258357196
Skagit spring Chinook 2024 upper,Guided-Bank,0,2613.0666666666666,0
Skagit spring Chinook 2024 upper,Guided-Boat,269.45,2613.0666666666666,0.1031163894274926
Skagit spring Chinook 2024 upper,Unguided-Bank,1928.9,2613.0666666666666,0.7381748137565058
Skagit spring Chinook 2024 upper,Unguided-Boat,414.7166666666667,2613.0666666666666,0.15870879681600164
Skagit spring Chinook 2025 lower,Guided-Bank,4.5,928.1166666666667,0.004848528381848546
Skagit spring Chinook 2025 lower,Guided-Boat,0,928.1166666666667,0
Skagit spring Chinook 2025 lower,Unguided-Bank,501.73333333333335,928.1166666666667,0.5405929570635876
Skagit spring Chinook 2025 lower,Unguided-Boat,421.8833333333333,928.1166666666667,0.45455851455456386
Skagit spring Chinook 2025 upper,Guided-Bank,32.86666666666667,3304.4166666666665,0.009946284013819888
Skagit spring Chinook 2025 upper,Guided-Boat,281.4666666666667,3304.4166666666665,0.08517892719340278
Skagit spring Chinook 2025 upper,Unguided-Bank,2448.633333333333,3304.4166666666665,0.7410183340478652
Skagit spring Chinook 2025 upper,Unguided-Boat,541.45,3304.4166666666665,0.16385645474491214
Skagit spring Chinook 2026 lower,Guided-Bank,0,1527,0
Skagit spring Chinook 2026 lower,Guided-Boat,22.933333333333334,1527,0.015018554900676708
Skagit spring Chinook 2026 lower,Unguided-Bank,639.3833333333333,1527,0.41871862038856145
Skagit spring Chinook 2026 lower,Unguided-Boat,864.6833333333333,1527,0.5662628247107618
Skagit spring Chinook 2026 upper,Guided-Bank,0.06666666666666667,2557.4833333333336,2.606729271614673e-5
Skagit spring Chinook 2026 upper,Guided-Boat,361.23333333333335,2557.4833333333336,0.14124562558244105
Skagit spring Chinook 2026 upper,Unguided-Bank,1301.6333333333334,2557.4833333333336,0.5089508566364068
Skagit spring Chinook 2026 upper,Unguided-Boat,894.55,2557.4833333333336,0.34977745048843584
Skagit spring gamefish 2025,Guided-Bank,0,9.733333333333333,0
Skagit spring gamefish 2025,Guided-Boat,0,9.733333333333333,0
Skagit spring gamefish 2025,Unguided-Bank,1,9.733333333333333,0.10273972602739727
Skagit spring gamefish 2025,Unguided-Boat,8.733333333333333,9.733333333333333,0.8972602739726028
Skagit summer gamefish 2022,Guided-Bank,0,367,0
Skagit summer gamefish 2022,Guided-Boat,35.81666666666666,367,0.09759309718437782
Skagit summer gamefish 2022,Unguided-Bank,179.21666666666667,367,0.48832879200726614
Skagit summer gamefish 2022,Unguided-Boat,151.96666666666667,367,0.41407811080835605
Skagit summer gamefish 2024,Guided-Bank,0,177.21666666666667,0
Skagit summer gamefish 2024,Guided-Boat,0,177.21666666666667,0
Skagit summer gamefish 2024,Unguided-Bank,60.199999999999996,177.21666666666667,0.3396971691902567
Skagit summer gamefish 2024,Unguided-Boat,117.01666666666667,177.21666666666667,0.6603028308097433
Skagit summer sockeye 2022,Guided-Bank,0,3024.3833333333337,0
Skagit summer sockeye 2022,Guided-Boat,0,3024.3833333333337,0
Skagit summer sockeye 2022,Unguided-Bank,2192.05,3024.3833333333337,0.7247923819180769
Skagit summer sockeye 2022,Unguided-Boat,832.3333333333334,3024.3833333333337,0.275207618081923
Skagit summer sockeye 2023,Guided-Bank,0,1521.35,0
Skagit summer sockeye 2023,Guided-Boat,160.88333333333333,1521.35,0.10575037521499546
Skagit summer sockeye 2023,Unguided-Bank,980.7,1521.35,0.6446248397804583
Skagit summer sockeye 2023,Unguided-Boat,379.76666666666665,1521.35,0.2496247850045464
Skagit summer sockeye 2024,Guided-Bank,0,4009.9333333333334,0
Skagit summer sockeye 2024,Guided-Boat,136.56666666666666,4009.9333333333334,0.034057091555969345
Skagit summer sockeye 2024,Unguided-Bank,2283.4166666666665,4009.9333333333334,0.5694400571913082
Skagit summer sockeye 2024,Unguided-Boat,1589.95,4009.9333333333334,0.3965028512527224
Skagit summer sockeye 2025,Guided-Bank,0,4269.116666666667,0
Skagit summer sockeye 2025,Guided-Boat,51.93333333333333,4269.116666666667,0.012164889692247029
Skagit summer sockeye 2025,Unguided-Bank,2004.4166666666667,4269.116666666667,0.469515551616845
Skagit summer sockeye 2025,Unguided-Boat,2212.7666666666664,4269.116666666667,0.5183195586909078
Skagit summer sockeye 2026,Guided-Bank,0,3730.1833333333334,0
Skagit summer sockeye 2026,Guided-Boat,283.31666666666666,3730.1833333333334,0.07595247776025307
Skagit summer sockeye 2026,Unguided-Bank,1543.3333333333333,3730.1833333333334,0.4137419519147852
Skagit summer sockeye 2026,Unguided-Boat,1903.5333333333333,3730.1833333333334,0.5103055703249617
Skagit winter gamefish 2021-22,Guided-Bank,65.8,1160.0833333333333,0.05672006321384958
Skagit winter gamefish 2021-22,Guided-Boat,30.183333333333337,1160.0833333333333,0.026018245815674166
Skagit winter gamefish 2021-22,Unguided-Bank,597.2333333333333,1160.0833333333333,0.5148193376912579
Skagit winter gamefish 2021-22,Unguided-Boat,466.8666666666667,1160.0833333333333,0.40244235327921846
Skagit winter gamefish 2022-23,Guided-Bank,18.95,1954.7833333333333,0.009694169004237469
Skagit winter gamefish 2022-23,Guided-Boat,31.6,1954.7833333333333,0.016165474434506808
Skagit winter gamefish 2022-23,Unguided-Bank,1143.5,1954.7833333333333,0.5849753169575486
Skagit winter gamefish 2022-23,Unguided-Boat,760.7333333333333,1954.7833333333333,0.3891650396037072
Skagit winter gamefish 2024,Guided-Bank,0,409.58333333333337,0
Skagit winter gamefish 2024,Guided-Boat,13.2,409.58333333333337,0.03222787385554425
Skagit winter gamefish 2024,Unguided-Bank,271.85,409.58333333333337,0.6637232960325534
Skagit winter gamefish 2024,Unguided-Boat,124.53333333333333,409.58333333333337,0.3040488301119023
Skagit winter gamefish 2025,Guided-Bank,16.466666666666665,720.3,0.02286084501827942
Skagit winter gamefish 2025,Guided-Boat,0,720.3,0
Skagit winter gamefish 2025,Unguided-Bank,407.25,720.3,0.5653894210745523
Skagit winter gamefish 2025,Unguided-Boat,296.5833333333333,720.3,0.4117497339071683
Skagit winter steelhead 2021,Guided-Bank,42.483333333333334,17158.016666666666,0.0024760048995561843
Skagit winter steelhead 2021,Guided-Boat,1594.7666666666667,17158.016666666666,0.09294586301252768
Skagit winter steelhead 2021,Unguided-Bank,4141.75,17158.016666666666,0.24138862203382092
Skagit winter steelhead 2021,Unguided-Boat,11379.016666666666,17158.016666666666,0.6631895100540952
Skagit winter steelhead 2023,Guided-Bank,132.51666666666668,7853.2,0.016874225368851765
Skagit winter steelhead 2023,Guided-Boat,439.8666666666667,7853.2,0.05601113771031766
Skagit winter steelhead 2023,Unguided-Bank,3479.4666666666667,7853.2,0.4430635494660351
Skagit winter steelhead 2023,Unguided-Boat,3801.35,7853.2,0.48405108745479547
Skagit winter steelhead 2024,Guided-Bank,472.78333333333336,13925,0.033952124476361464
Skagit winter steelhead 2024,Guided-Boat,1623.3166666666666,13925,0.11657570317175343
Skagit winter steelhead 2024,Unguided-Bank,5154.9,13925,0.3701903052064632
Skagit winter steelhead 2024,Unguided-Boat,6674,13925,0.4792818671454219
Skagit winter steelhead 2025,Guided-Bank,357.06666666666666,11253.716666666667,0.031728777011446586
Skagit winter steelhead 2025,Guided-Boat,1105.5666666666666,11253.716666666667,0.09824013696215916
Skagit winter steelhead 2025,Unguided-Bank,4658.416666666667,11253.716666666667,0.4139447264089049
Skagit winter steelhead 2025,Unguided-Boat,5132.666666666667,11253.716666666667,0.45608635961748933
Skookumchuck winter steelhead 2024-25,Guided-Bank,0,2221.35,0
Skookumchuck winter steelhead 2024-25,Guided-Boat,0,2221.35,0
Skookumchuck winter steelhead 2024-25,Unguided-Bank,2210.6833333333334,2221.35,0.9951981152602397
Skookumchuck winter steelhead 2024-25,Unguided-Boat,10.666666666666666,2221.35,0.004801884739760356
Skookumchuck winter steelhead 2025-26,Guided-Bank,0,1199.1333333333334,0
Skookumchuck winter steelhead 2025-26,Guided-Boat,0,1199.1333333333334,0
Skookumchuck winter steelhead 2025-26,Unguided-Bank,1199.1333333333334,1199.1333333333334,1
Skookumchuck winter steelhead 2025-26,Unguided-Boat,0,1199.1333333333334,0
Skykomish summer Chinook 2020,Guided-Bank,0,1280.05,0
Skykomish summer Chinook 2020,Guided-Boat,1023.5,1280.05,0.7995781414788485
Skykomish summer Chinook 2020,Unguided-Bank,32.583333333333336,1280.05,0.02545473484108694
Skykomish summer Chinook 2020,Unguided-Boat,223.96666666666667,1280.05,0.1749671236800646
Skykomish summer Chinook 2021,Guided-Bank,0,2643.1666666666665,0
Skykomish summer Chinook 2021,Guided-Boat,1366.3,2643.1666666666665,0.5169178384513525
Skykomish summer Chinook 2021,Unguided-Bank,49.21666666666667,2643.1666666666665,0.018620341761775648
Skykomish summer Chinook 2021,Unguided-Boat,1227.65,2643.1666666666665,0.46446181978687184
Skykomish summer Chinook and gamefish 2022,Guided-Bank,5.666666666666667,5826.6,9.725511733543862e-4
Skykomish summer Chinook and gamefish 2022,Guided-Boat,1484.95,5826.6,0.2548570349775169
Skykomish summer Chinook and gamefish 2022,Unguided-Bank,2299.1,5826.6,0.39458689458689455
Skykomish summer Chinook and gamefish 2022,Unguided-Boat,2036.8833333333334,5826.6,0.34958351926223413
Skykomish summer Chinook and gamefish 2025,Guided-Bank,0,1767.8,0
Skykomish summer Chinook and gamefish 2025,Guided-Boat,320.1166666666667,1767.8,0.1810819474299506
Skykomish summer Chinook and gamefish 2025,Unguided-Bank,769.2833333333333,1767.8,0.43516423426481127
Skykomish summer Chinook and gamefish 2025,Unguided-Boat,678.4,1767.8,0.38375381830523814
Skykomish winter gamefish 2021-22,Guided-Bank,0,1111.6666666666667,0
Skykomish winter gamefish 2021-22,Guided-Boat,0,1111.6666666666667,0
Skykomish winter gamefish 2021-22,Unguided-Bank,1101.0333333333333,1111.6666666666667,0.9904347826086956
Skykomish winter gamefish 2021-22,Unguided-Boat,10.633333333333333,1111.6666666666667,0.009565217391304347
Skykomish winter gamefish 2022-23,Guided-Bank,0,1.95,0
Skykomish winter gamefish 2022-23,Guided-Boat,0,1.95,0
Skykomish winter gamefish 2022-23,Unguided-Bank,1.95,1.95,1
Skykomish winter gamefish 2022-23,Unguided-Boat,0,1.95,0
Snohomish fall salmon 2021,Guided-Bank,0,5453.883333333333,0
Snohomish fall salmon 2021,Guided-Boat,124.2,5453.883333333333,0.022772764360562657
Snohomish fall salmon 2021,Unguided-Bank,1589.5333333333333,5453.883333333333,0.29144982321465135
Snohomish fall salmon 2021,Unguided-Boat,3740.15,5453.883333333333,0.6857774124247861
Snohomish fall salmon 2023,Guided-Bank,0,209.88333333333333,0
Snohomish fall salmon 2023,Guided-Boat,209.88333333333333,209.88333333333333,1
Snohomish fall salmon 2023,Unguided-Bank,0,209.88333333333333,0
Snohomish fall salmon 2023,Unguided-Boat,0,209.88333333333333,0
Snohomish fall salmon 2024,Guided-Bank,0,140,0
Snohomish fall salmon 2024,Guided-Boat,140,140,1
Snohomish fall salmon 2024,Unguided-Bank,0,140,0
Snohomish fall salmon 2024,Unguided-Boat,0,140,0
Snohomish fall salmon 2025,Guided-Bank,0.43333333333333335,8413.85,5.150238396611935e-5
Snohomish fall salmon 2025,Guided-Boat,192.95,8413.85,0.022932426891375528
Snohomish fall salmon 2025,Unguided-Bank,3866.366666666667,8413.85,0.45952407835493464
Snohomish fall salmon 2025,Unguided-Boat,4354.1,8413.85,0.5174919923697238
South Fork Willapa winter steelhead 2022-23,Guided-Bank,0,75.78333333333333,0
South Fork Willapa winter steelhead 2022-23,Guided-Boat,0,75.78333333333333,0
South Fork Willapa winter steelhead 2022-23,Unguided-Bank,75.78333333333333,75.78333333333333,1
South Fork Willapa winter steelhead 2022-23,Unguided-Boat,0,75.78333333333333,0
South Fork Willapa winter steelhead 2023-24,Guided-Bank,0,54.166666666666664,0
South Fork Willapa winter steelhead 2023-24,Guided-Boat,0,54.166666666666664,0
South Fork Willapa winter steelhead 2023-24,Unguided-Bank,54.166666666666664,54.166666666666664,1
South Fork Willapa winter steelhead 2023-24,Unguided-Boat,0,54.166666666666664,0
Stillaguamish salmon and gamefish 2024-25,Guided-Bank,0.8166666666666667,0.8166666666666667,1
Stillaguamish salmon and gamefish 2024-25,Guided-Boat,0,0.8166666666666667,0
Stillaguamish salmon and gamefish 2024-25,Unguided-Bank,0,0.8166666666666667,0
Stillaguamish salmon and gamefish 2024-25,Unguided-Boat,0,0.8166666666666667,0
Stillaguamish salmon and gamefish 2025-26,Guided-Bank,0,2742.1666666666665,0
Stillaguamish salmon and gamefish 2025-26,Guided-Boat,0,2742.1666666666665,0
Stillaguamish salmon and gamefish 2025-26,Unguided-Bank,2641.6666666666665,2742.1666666666665,0.9633501489090136
Stillaguamish salmon and gamefish 2025-26,Unguided-Boat,100.5,2742.1666666666665,0.03664985109098645
Upper Chehalis salmon 2023,Guided-Bank,0,2766.6,0
Upper Chehalis salmon 2023,Guided-Boat,806.5,2766.6,0.29151304850719295
Upper Chehalis salmon 2023,Unguided-Bank,116.33333333333333,2766.6,0.04204920600496397
Upper Chehalis salmon 2023,Unguided-Boat,1843.7666666666667,2766.6,0.6664377454878431
Willapa winter steelhead 2022,Guided-Bank,31.833333333333332,1420.0833333333333,0.022416524851827945
Willapa winter steelhead 2022,Guided-Boat,0,1420.0833333333333,0
Willapa winter steelhead 2022,Unguided-Bank,1359.8166666666666,1420.0833333333333,0.9575611759873247
Willapa winter steelhead 2022,Unguided-Boat,28.433333333333334,1420.0833333333333,0.02002229916084737
Willapa winter steelhead 2022-23,Guided-Bank,0,1730.9166666666667,0
Willapa winter steelhead 2022-23,Guided-Boat,0,1730.9166666666667,0
Willapa winter steelhead 2022-23,Unguided-Bank,1705.5166666666667,1730.9166666666667,0.9853256944778778
Willapa winter steelhead 2022-23,Unguided-Boat,25.4,1730.9166666666667,0.014674305522122188
Willapa winter steelhead 2023-24,Guided-Bank,6.433333333333334,2692.133333333333,0.0023896785696597496
Willapa winter steelhead 2023-24,Guided-Boat,0,2692.133333333333,0
Willapa winter steelhead 2023-24,Unguided-Bank,2399.2,2692.133333333333,0.8911891436778763
Willapa winter steelhead 2023-24,Unguided-Boat,286.5,2692.133333333333,0.10642117775246397
Wynoochee winter steelhead 2024-25,Guided-Bank,26.45,5885.6,0.004494019301345657
Wynoochee winter steelhead 2024-25,Guided-Boat,1092.8833333333334,5885.6,0.1856876670744416
Wynoochee winter steelhead 2024-25,Unguided-Bank,1340.5166666666667,5885.6,0.22776210864935886
Wynoochee winter steelhead 2024-25,Unguided-Boat,3425.75,5885.6,0.5820562049748539
Wynoochee winter steelhead 2025-26,Guided-Bank,27.150000000000002,5135.283333333334,0.005286952683558518
Wynoochee winter steelhead 2025-26,Guided-Boat,1274.6666666666667,5135.283333333334,0.24821739793649814
Wynoochee winter steelhead 2025-26,Unguided-Bank,1285.6833333333334,5135.283333333334,0.25036268690140434
Wynoochee winter steelhead 2025-26,Unguided-Boat,2547.7833333333333,5135.283333333334,0.49613296247853894
