source_file,license_year,region_crc,system,stream,catch_record_code,species,month,year,harvest
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia The Dalles Dam to John Day Dam,529,Coho,10,2023,67.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia The Dalles Dam to John Day Dam,529,Jackchin,4,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia The Dalles Dam to John Day Dam,529,Jackchin,5,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia The Dalles Dam to John Day Dam,529,Jackchin,9,2023,84.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,4,2023,100.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,5,2023,435.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,6,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,7,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,8,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,9,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Chinook,10,2023,201.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Coho,10,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Jackchin,5,2023,100.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Mid Columbia,Columbia John Day Dam to McNary Dam,531,Jackchin,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River above Shipherd Falls,677,Chinook,5,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River above Shipherd Falls,677,Chinook,6,2023,83.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Chinook,4,2023,218.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Chinook,5,2023,2699.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Chinook,6,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Chinook,9,2023,67.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Chinook,10,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Coho,5,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Coho,9,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Coho,10,2023,534.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Sockeye,8,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Jackchin,5,2023,117.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Middle,Wind R. System,Wind River below Shipherd Falls,680,Jackcoho,10,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Entiat River,Entiat River,586,Chinook,7,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Entiat River,Entiat River,586,Chinook,8,2023,40.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Entiat River,Entiat River,586,Jackchin,8,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Chinook,5,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Chinook,6,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Chinook,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Chinook,9,2023,99.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Chinook,10,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Coho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Sockeye,6,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia McNary Dam to Hwy 395 Bridge,533,Jackchin,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Chinook,9,2023,607.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Chinook,10,2023,118.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Chinook,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Coho,9,2023,66.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Coho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Sockeye,6,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Jackchin,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Jackchin,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Jackcoho,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Hwy 395 Bridge to I-182 Bridge,534,Jackcoho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Chinook,6,2023,84.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Chinook,9,2023,1031.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Chinook,10,2023,2078.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Chinook,11,2023,101.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Chinook,12,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Coho,9,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Coho,10,2023,99.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Coho,11,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Sockeye,6,2023,598.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Sockeye,7,2023,1429.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackchin,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackchin,9,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackchin,10,2023,198.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackcoho,6,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackcoho,7,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackcoho,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackcoho,11,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia I-182 Bridge-old Hanford townsite,535,Jackcoho,12,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,4,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,5,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,6,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,8,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,9,2023,2686.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chinook,10,2023,5730.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chum,9,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Chum,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Coho,9,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Coho,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Sockeye,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Sockeye,9,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Jackchin,9,2023,115.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Old Hanford townsite-Priest Rapids Dam,536,Jackchin,10,2023,297.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Chinook,7,2023,317.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Chinook,8,2023,100.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Chinook,9,2023,1299.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Chinook,10,2023,1345.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Coho,10,2023,102.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Sockeye,7,2023,148.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Jackchin,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Jackchin,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Jackchin,9,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Priest Rapids to Wanapum Dam,537,Jackchin,10,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wanapum to Rock Island Dam,539,Chinook,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wanapum to Rock Island Dam,539,Chinook,9,2023,313.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wanapum to Rock Island Dam,539,Chinook,10,2023,478.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wanapum to Rock Island Dam,539,Coho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wanapum to Rock Island Dam,539,Sockeye,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Chinook,7,2023,165.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Chinook,8,2023,99.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Chinook,9,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Coho,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Coho,10,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Sockeye,7,2023,1120.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Sockeye,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Jackchin,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rock Island to Rocky Reach Dam,541,Jackchin,8,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Chinook,7,2023,3275.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Chinook,8,2023,1025.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Chinook,9,2023,99.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Chum,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Sockeye,7,2023,3196.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Sockeye,8,2023,82.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Jackchin,7,2023,148.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Jackchin,8,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Rocky Reach to Wells Dam,543,Jackcoho,7,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Chinook,7,2023,1624.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Chinook,8,2023,622.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Chinook,9,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Pink,7,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Coho,10,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Sockeye,5,2023,51.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Sockeye,6,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Sockeye,7,2023,38121.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Sockeye,8,2023,5236.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Jackchin,7,2023,280.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Jackchin,8,2023,16.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Upper Columbia,Columbia Wells to Chief Joseph Dam,545,Jackcoho,7,2023,49.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Icicle Creek,672,Chinook,5,2023,50.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Icicle Creek,672,Chinook,6,2023,483.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Icicle Creek,672,Chinook,7,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Icicle Creek,672,Coho,10,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Icicle Creek,672,Jackchin,6,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Chinook,7,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Pink,7,2023,83.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Sockeye,4,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Sockeye,7,2023,9988.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Sockeye,8,2023,12745.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Lake Wenatchee,670,Sockeye,9,2023,357.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Wenatchee River,674,Chinook,6,2023,33.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Wenatchee River,674,Chinook,8,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Wenatchee R. System,Wenatchee River,674,Jackchin,6,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Chinook,6,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Chinook,10,2023,273.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Chinook,11,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Chum,10,2023,18.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Coho,10,2023,18.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Jackchin,6,2023,17.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Upper,Yakima R. System,Yakima River,690,Jackchin,10,2023,52.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: below Ice Harbor,640,Chinook,5,2023,288.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: below Ice Harbor,640,Coho,10,2023,30.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: below Ice Harbor,640,Jackchin,5,2023,76.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Chinook,5,2023,431.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Chinook,9,2023,262.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Chinook,10,2023,369.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Jackchin,5,2023,15.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Jackchin,9,2023,15.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Jackchin,10,2023,227.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Monumental to Little Goose Dam,644,Jackcoho,10,2023,15.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Little Goose to Lower Granite Dam,646,Chinook,10,2023,15.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Little Goose to Lower Granite Dam,646,Jackchin,10,2023,30.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Granite to Interstate Bridge,648,Chinook,8,2023,185.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Granite to Interstate Bridge,648,Chinook,9,2023,1496.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Granite to Interstate Bridge,648,Chinook,10,2023,108.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: Lower Granite to Interstate Bridge,648,Jackchin,9,2023,121.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Chinook,8,2023,55.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Chinook,9,2023,328.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Chinook,10,2023,73.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,9,2023,45.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,California Cr. System,California Creek,710,Coho,9,2023,81.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,8,2023,40.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Clallam R. System,Clallam River,718,Pink,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Deschutes R. System,Deschutes River,728,Chinook,9,2023,81.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,10,2023,20.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Dungeness R. System,Dungeness River,738,Chinook,10,2023,61.0
Salmon_Freshwater_Estimates_2023.xlsx,2023-24,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,10,2023,763.0
