fishery_name,month,guided_status,n,total,prop
Skagit summer sockeye 2022,2022-06-01,Unguided,174,174,1
Skagit summer sockeye 2022,2022-07-01,Unguided,347,347,1
Skagit summer sockeye 2023,2023-06-01,Guided,3,102,0.029411764705882353
Skagit summer sockeye 2023,2023-06-01,Unguided,99,102,0.9705882352941176
Skagit summer sockeye 2023,2023-07-01,Guided,2,114,0.017543859649122806
Skagit summer sockeye 2023,2023-07-01,Unguided,112,114,0.9824561403508771
Skagit summer sockeye 2024,2024-06-01,Guided,2,306,0.006535947712418301
Skagit summer sockeye 2024,2024-06-01,Unguided,304,306,0.9934640522875817
Skagit summer sockeye 2024,2024-07-01,Guided,3,403,0.007444168734491315
Skagit summer sockeye 2024,2024-07-01,Unguided,400,403,0.9925558312655087
Skagit summer sockeye 2025,2025-06-01,Guided,2,304,0.006578947368421052
Skagit summer sockeye 2025,2025-06-01,Unguided,302,304,0.993421052631579
Skagit summer sockeye 2025,2025-07-01,Unguided,303,303,1
Skagit summer sockeye 2026,2026-06-01,Guided,4,196,0.02040816326530612
Skagit summer sockeye 2026,2026-06-01,Unguided,192,196,0.9795918367346939
Skagit summer sockeye 2026,2026-07-01,Guided,4,287,0.013937282229965157
Skagit summer sockeye 2026,2026-07-01,Unguided,283,287,0.9860627177700348
Skagit winter gamefish 2021-22,2022-01-01,Guided,5,141,0.03546099290780142
Skagit winter gamefish 2021-22,2022-01-01,Unguided,136,141,0.9645390070921985
Skagit winter gamefish 2022-23,2022-12-01,Unguided,22,22,1
Skagit winter gamefish 2022-23,2023-01-01,Guided,4,226,0.017699115044247787
Skagit winter gamefish 2022-23,2023-01-01,Unguided,222,226,0.9823008849557522
Skagit winter gamefish 2024,2024-01-01,Guided,1,70,0.014285714285714285
Skagit winter gamefish 2024,2024-01-01,Unguided,69,70,0.9857142857142858
Skagit winter gamefish 2025,2025-01-01,Guided,1,94,0.010638297872340425
Skagit winter gamefish 2025,2025-01-01,Unguided,93,94,0.9893617021276596
Skagit winter steelhead 2021,2021-02-01,Guided,26,429,0.06060606060606061
Skagit winter steelhead 2021,2021-02-01,Unguided,403,429,0.9393939393939394
Skagit winter steelhead 2021,2021-03-01,Guided,67,985,0.06802030456852792
Skagit winter steelhead 2021,2021-03-01,Unguided,918,985,0.9319796954314721
Skagit winter steelhead 2021,2021-04-01,Guided,40,446,0.08968609865470852
Skagit winter steelhead 2021,2021-04-01,Unguided,406,446,0.9103139013452914
Skagit winter steelhead 2023,2023-03-01,Guided,5,149,0.03355704697986577
Skagit winter steelhead 2023,2023-03-01,Unguided,144,149,0.9664429530201343
Skagit winter steelhead 2023,2023-04-01,Guided,27,577,0.04679376083188908
Skagit winter steelhead 2023,2023-04-01,Unguided,550,577,0.9532062391681109
Skagit winter steelhead 2024,2024-02-01,Guided,21,334,0.06287425149700598
Skagit winter steelhead 2024,2024-02-01,Unguided,313,334,0.937125748502994
Skagit winter steelhead 2024,2024-03-01,Guided,48,546,0.08791208791208792
Skagit winter steelhead 2024,2024-03-01,Unguided,498,546,0.9120879120879121
Skagit winter steelhead 2024,2024-04-01,Guided,26,343,0.07580174927113703
Skagit winter steelhead 2024,2024-04-01,Unguided,317,343,0.924198250728863
Skagit winter steelhead 2025,2025-02-01,Guided,11,202,0.054455445544554455
Skagit winter steelhead 2025,2025-02-01,Unguided,191,202,0.9455445544554455
Skagit winter steelhead 2025,2025-03-01,Guided,60,676,0.08875739644970414
Skagit winter steelhead 2025,2025-03-01,Unguided,616,676,0.9112426035502958
Skagit winter steelhead 2025,2025-04-01,Guided,35,287,0.12195121951219512
Skagit winter steelhead 2025,2025-04-01,Unguided,252,287,0.8780487804878049
Skookumchuck winter steelhead 2024-25,2024-12-01,Unguided,144,144,1
Skookumchuck winter steelhead 2024-25,2025-01-01,Unguided,184,184,1
Skookumchuck winter steelhead 2024-25,2025-02-01,Unguided,148,148,1
Skookumchuck winter steelhead 2025-26,2025-12-01,Unguided,39,39,1
Skookumchuck winter steelhead 2025-26,2026-01-01,Unguided,118,118,1
Skookumchuck winter steelhead 2025-26,2026-02-01,Unguided,84,84,1
Skykomish summer Chinook 2020,2020-05-01,Guided,1,23,0.043478260869565216
Skykomish summer Chinook 2020,2020-05-01,Unguided,22,23,0.9565217391304348
Skykomish summer Chinook 2020,2020-06-01,Guided,30,33,0.9090909090909091
Skykomish summer Chinook 2020,2020-06-01,Unguided,3,33,0.09090909090909091
Skykomish summer Chinook 2020,2020-07-01,Guided,4,5,0.8
Skykomish summer Chinook 2020,2020-07-01,Unguided,1,5,0.2
Skykomish summer Chinook 2021,2021-05-01,Guided,2,2,1
Skykomish summer Chinook 2021,2021-06-01,Guided,27,101,0.26732673267326734
Skykomish summer Chinook 2021,2021-06-01,Unguided,74,101,0.7326732673267327
Skykomish summer Chinook 2021,2021-07-01,Guided,18,45,0.4
Skykomish summer Chinook 2021,2021-07-01,Unguided,27,45,0.6
Skykomish summer Chinook and gamefish 2022,2022-05-01,Guided,1,28,0.03571428571428571
Skykomish summer Chinook and gamefish 2022,2022-05-01,Unguided,27,28,0.9642857142857143
Skykomish summer Chinook and gamefish 2022,2022-06-01,Guided,42,357,0.11764705882352941
Skykomish summer Chinook and gamefish 2022,2022-06-01,Unguided,315,357,0.8823529411764706
Skykomish summer Chinook and gamefish 2022,2022-07-01,Guided,23,325,0.07076923076923076
Skykomish summer Chinook and gamefish 2022,2022-07-01,Unguided,302,325,0.9292307692307692
Skykomish summer Chinook and gamefish 2022,2022-08-01,Unguided,14,14,1
Skykomish summer Chinook and gamefish 2025,2025-06-01,Guided,9,205,0.04390243902439024
Skykomish summer Chinook and gamefish 2025,2025-06-01,Unguided,196,205,0.9560975609756097
Skykomish summer Chinook and gamefish 2025,2025-07-01,Guided,3,45,0.06666666666666667
Skykomish summer Chinook and gamefish 2025,2025-07-01,Unguided,42,45,0.9333333333333333
Skykomish winter gamefish 2021-22,2021-12-01,Unguided,108,108,1
Skykomish winter gamefish 2021-22,2022-01-01,Unguided,95,95,1
Skykomish winter gamefish 2021-22,2022-02-01,Unguided,45,45,1
Skykomish winter gamefish 2022-23,2022-10-01,Unguided,1,1,1
Snohomish fall salmon 2021,2021-08-01,Guided,1,114,0.008771929824561403
Snohomish fall salmon 2021,2021-08-01,Unguided,113,114,0.9912280701754386
Snohomish fall salmon 2021,2021-09-01,Guided,4,456,0.008771929824561403
Snohomish fall salmon 2021,2021-09-01,Unguided,452,456,0.9912280701754386
Snohomish fall salmon 2021,2021-10-01,Unguided,48,48,1
Snohomish fall salmon 2023,2023-09-01,Guided,4,4,1
Snohomish fall salmon 2023,2023-10-01,Guided,7,7,1
Snohomish fall salmon 2023,2023-11-01,Guided,2,2,1
Snohomish fall salmon 2024,2024-10-01,Guided,5,5,1
Snohomish fall salmon 2025,2025-08-01,Guided,1,444,0.0022522522522522522
Snohomish fall salmon 2025,2025-08-01,Unguided,443,444,0.9977477477477478
Snohomish fall salmon 2025,2025-09-01,Guided,5,657,0.0076103500761035
Snohomish fall salmon 2025,2025-09-01,Unguided,652,657,0.9923896499238964
Snohomish fall salmon 2025,2025-10-01,Unguided,51,51,1
Snohomish fall salmon 2025,2025-11-01,Guided,6,120,0.05
Snohomish fall salmon 2025,2025-11-01,Unguided,114,120,0.95
South Fork Willapa winter steelhead 2022-23,2022-12-01,Unguided,1,1,1
South Fork Willapa winter steelhead 2022-23,2023-01-01,Unguided,7,7,1
South Fork Willapa winter steelhead 2022-23,2023-02-01,Unguided,4,4,1
South Fork Willapa winter steelhead 2023-24,2023-12-01,Unguided,3,3,1
South Fork Willapa winter steelhead 2023-24,2024-01-01,Unguided,9,9,1
South Fork Willapa winter steelhead 2023-24,2024-02-01,Unguided,5,5,1
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Guided,1,1,1
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Unguided,193,193,1
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Unguided,452,452,1
Upper Chehalis salmon 2023,2023-10-01,Guided,17,123,0.13821138211382114
Upper Chehalis salmon 2023,2023-10-01,Unguided,106,123,0.8617886178861789
Upper Chehalis salmon 2023,2023-11-01,Guided,16,119,0.13445378151260504
Upper Chehalis salmon 2023,2023-11-01,Unguided,103,119,0.865546218487395
Willapa winter steelhead 2022,2022-01-01,Unguided,169,169,1
Willapa winter steelhead 2022,2022-02-01,Guided,5,116,0.04310344827586207
Willapa winter steelhead 2022,2022-02-01,Unguided,111,116,0.9568965517241379
Willapa winter steelhead 2022-23,2022-12-01,Unguided,29,29,1
Willapa winter steelhead 2022-23,2023-01-01,Unguided,123,123,1
Willapa winter steelhead 2022-23,2023-02-01,Unguided,78,78,1
Willapa winter steelhead 2022-23,2023-03-01,Unguided,59,59,1
Willapa winter steelhead 2023-24,2023-12-01,Unguided,263,263,1
Willapa winter steelhead 2023-24,2024-01-01,Unguided,112,112,1
Willapa winter steelhead 2023-24,2024-02-01,Unguided,76,76,1
Willapa winter steelhead 2023-24,2024-03-01,Guided,1,83,0.012048192771084338
Willapa winter steelhead 2023-24,2024-03-01,Unguided,82,83,0.9879518072289156
Wynoochee winter steelhead 2024-25,2024-12-01,Guided,3,113,0.02654867256637168
Wynoochee winter steelhead 2024-25,2024-12-01,Unguided,110,113,0.9734513274336283
Wynoochee winter steelhead 2024-25,2025-01-01,Guided,30,249,0.12048192771084337
Wynoochee winter steelhead 2024-25,2025-01-01,Unguided,219,249,0.8795180722891566
Wynoochee winter steelhead 2024-25,2025-02-01,Guided,21,183,0.11475409836065574
Wynoochee winter steelhead 2024-25,2025-02-01,Unguided,162,183,0.8852459016393442
Wynoochee winter steelhead 2025-26,2025-12-01,Guided,3,84,0.03571428571428571
Wynoochee winter steelhead 2025-26,2025-12-01,Unguided,81,84,0.9642857142857143
Wynoochee winter steelhead 2025-26,2026-01-01,Guided,34,199,0.1708542713567839
Wynoochee winter steelhead 2025-26,2026-01-01,Unguided,165,199,0.8291457286432161
Wynoochee winter steelhead 2025-26,2026-02-01,Guided,20,144,0.1388888888888889
Wynoochee winter steelhead 2025-26,2026-02-01,Unguided,124,144,0.8611111111111112
