fishery_name,month,angler_final,hours,total_hours,prop
Drano Lake salmon and steelhead 2023,2023-09-01,Boat,5969.266666666666,6125.083333333333,0.9745608903280227
Drano Lake salmon and steelhead 2023,2023-10-01,Bank,126.38333333333334,2345.6166666666663,0.053880642617080095
Drano Lake salmon and steelhead 2023,2023-10-01,Boat,2219.233333333333,2345.6166666666663,0.94611935738292
Drano Lake salmon and steelhead 2024,2024-07-01,Bank,40.43333333333334,517.7166666666667,0.07809934648939253
Drano Lake salmon and steelhead 2024,2024-07-01,Boat,477.28333333333336,517.7166666666667,0.9219006535106075
Drano Lake salmon and steelhead 2024,2024-08-01,Bank,94.91666666666667,2955.1666666666665,0.032118887823585816
Drano Lake salmon and steelhead 2024,2024-08-01,Boat,2860.25,2955.1666666666665,0.9678811121764143
Drano Lake salmon and steelhead 2024,2024-09-01,Bank,409.6666666666667,7396.983333333334,0.05538293763899247
Drano Lake salmon and steelhead 2024,2024-09-01,Boat,6987.316666666667,7396.983333333334,0.9446170623610075
Drano Lake salmon and steelhead 2024,2024-10-01,Bank,247.35,2718.6,0.09098433016994041
Drano Lake salmon and steelhead 2024,2024-10-01,Boat,2471.25,2718.6,0.9090156698300597
Drano Lake salmon and steelhead 2025,2025-07-01,Bank,59.68333333333333,540.8333333333333,0.11035439137134054
Drano Lake salmon and steelhead 2025,2025-07-01,Boat,481.15,540.8333333333333,0.8896456086286596
Drano Lake salmon and steelhead 2025,2025-08-01,Bank,511.3333333333333,3848.0833333333335,0.13288000519739263
Drano Lake salmon and steelhead 2025,2025-08-01,Boat,3336.75,3848.0833333333335,0.8671199948026074
Drano Lake salmon and steelhead 2025,2025-09-01,Bank,506.95,5261.9,0.09634352610273855
Drano Lake salmon and steelhead 2025,2025-09-01,Boat,4754.95,5261.9,0.9036564738972614
Drano Lake salmon and steelhead 2025,2025-10-01,Bank,393.9166666666667,2339.9166666666665,0.16834645108444035
Drano Lake salmon and steelhead 2025,2025-10-01,Boat,1946,2339.9166666666665,0.8316535489155598
Drano Lake salmon and steelhead 2026,2026-07-01,Bank,15.366666666666667,169.8,0.09049862583431488
Drano Lake salmon and steelhead 2026,2026-07-01,Boat,154.43333333333334,169.8,0.9095013741656851
Drano Lake salmon and steelhead 2026,2026-08-01,Bank,29.683333333333334,478.8,0.06199526594263436
Drano Lake salmon and steelhead 2026,2026-08-01,Boat,449.1166666666667,478.8,0.9380047340573656
Drano Lake spring Chinook 2026,2026-04-01,Bank,360.7166666666667,6385.833333333334,0.05648701552916612
Drano Lake spring Chinook 2026,2026-04-01,Boat,6025.116666666667,6385.833333333334,0.9435129844708338
Drano Lake spring Chinook 2026,2026-05-01,Bank,784.4,9354.716666666667,0.08385074908735878
Drano Lake spring Chinook 2026,2026-05-01,Boat,8570.316666666668,9354.716666666667,0.9161492509126412
Drano Lake spring Chinook 2026,2026-06-01,Bank,30.433333333333334,157.73333333333332,0.1929416737109045
Drano Lake spring Chinook 2026,2026-06-01,Boat,127.3,157.73333333333332,0.8070583262890956
Drano Lake spring Chinook 2026,2026-07-01,Bank,15.366666666666667,169.8,0.09049862583431488
Drano Lake spring Chinook 2026,2026-07-01,Boat,154.43333333333334,169.8,0.9095013741656851
Hoh fall salmon 2023,2023-09-01,Bank,379.43333333333334,767.6166666666667,0.49430054063443124
Hoh fall salmon 2023,2023-09-01,Boat,388.18333333333334,767.6166666666667,0.5056994593655687
Hoh fall salmon 2025,2025-09-01,Bank,207.43333333333334,699.5333333333333,0.29653102068045367
Hoh fall salmon 2025,2025-09-01,Boat,492.1,699.5333333333333,0.7034689793195464
Hoh fall salmon 2025,2025-10-01,Bank,212.16666666666666,1153.65,0.1839090423149713
Hoh fall salmon 2025,2025-10-01,Boat,941.4833333333333,1153.65,0.8160909576850286
Hoh fall salmon 2025,2025-11-01,Bank,96,358.31666666666666,0.26791943811340063
Hoh fall salmon 2025,2025-11-01,Boat,262.31666666666666,358.31666666666666,0.7320805618865994
Hoh fall salmon 2025,2025-12-01,Boat,16,16,1
Hoh winter steelhead 2022-23,2022-12-01,Bank,66.58333333333333,66.58333333333333,1
Hoh winter steelhead 2022-23,2023-01-01,Bank,921.1333333333333,988.8833333333333,0.9314883791481975
Hoh winter steelhead 2022-23,2023-01-01,Boat,67.75,988.8833333333333,0.06851162085180254
Hoh winter steelhead 2022-23,2023-02-01,Bank,2569.6,2660.083333333333,0.9659847749130667
Hoh winter steelhead 2022-23,2023-02-01,Boat,90.48333333333333,2660.083333333333,0.03401522508693337
Hoh winter steelhead 2022-23,2023-03-01,Bank,3464.133333333333,3488.133333333333,0.9931195290699897
Hoh winter steelhead 2022-23,2023-03-01,Boat,24,3488.133333333333,0.006880470930010321
Hoh winter steelhead 2023-24,2023-12-01,Bank,251.68333333333334,285.68333333333334,0.8809871069365848
Hoh winter steelhead 2023-24,2023-12-01,Boat,34,285.68333333333334,0.1190128930634152
Hoh winter steelhead 2023-24,2024-01-01,Bank,611.0833333333334,781.5666666666667,0.781869748795155
Hoh winter steelhead 2023-24,2024-01-01,Boat,170.48333333333332,781.5666666666667,0.21813025120484494
Hoh winter steelhead 2023-24,2024-02-01,Bank,2373.3166666666666,3812.1,0.6225746089207174
