fishery_name,week,angler_final,hours,total_hours,prop
Baker summer sockeye 2022,2022-07-10,Bank,11.166666666666668,1433.0500000000002,0.0077922380005349895
Baker summer sockeye 2022,2022-07-10,Boat,1421.8833333333334,1433.0500000000002,0.9922077619994649
Baker summer sockeye 2022,2022-07-17,Boat,2054.883333333333,2054.883333333333,1
Baker summer sockeye 2022,2022-07-24,Boat,907.45,907.45,1
Baker summer sockeye 2022,2022-07-31,Boat,1162.3666666666666,1162.3666666666666,1
Baker summer sockeye 2022,2022-08-07,Boat,818.1166666666667,818.1166666666667,1
Baker summer sockeye 2022,2022-08-14,Boat,575.6666666666666,575.6666666666666,1
Baker summer sockeye 2022,2022-08-21,Bank,14.8,224.05,0.06605668377594287
Baker summer sockeye 2022,2022-08-21,Boat,209.25,224.05,0.9339433162240571
Baker summer sockeye 2022,2022-08-28,Bank,3.7666666666666666,52.9,0.07120352867044738
Baker summer sockeye 2022,2022-08-28,Boat,49.13333333333333,52.9,0.9287964713295527
Baker summer sockeye 2023,2023-07-16,Bank,71.95,2650.583333333333,0.02714496808878549
Baker summer sockeye 2023,2023-07-16,Boat,2578.633333333333,2650.583333333333,0.9728550319112146
Baker summer sockeye 2023,2023-07-23,Bank,15.566666666666666,1319.1499999999999,0.011800528117853669
Baker summer sockeye 2023,2023-07-23,Boat,1303.5833333333333,1319.1499999999999,0.9881994718821464
Baker summer sockeye 2023,2023-07-30,Boat,1064.7166666666667,1064.7166666666667,1
Baker summer sockeye 2023,2023-08-06,Boat,806.0166666666667,806.0166666666667,1
Baker summer sockeye 2023,2023-08-13,Bank,17.166666666666668,131.76666666666665,0.13028079939286621
Baker summer sockeye 2023,2023-08-13,Boat,114.6,131.76666666666665,0.8697192006071339
Cascade fall salmon 2021,2021-09-19,Bank,26.55,26.55,1
Cascade fall salmon 2021,2021-09-26,Bank,86.45,86.45,1
Cascade fall salmon 2021,2021-10-03,Bank,67.78333333333333,67.78333333333333,1
Cascade fall salmon 2021,2021-10-10,Bank,102.4,102.4,1
Cascade fall salmon 2021,2021-10-17,Bank,81.23333333333333,81.23333333333333,1
Cascade fall salmon 2021,2021-10-24,Bank,26.366666666666667,26.366666666666667,1
Cascade fall salmon 2021,2021-10-31,Bank,75.46666666666667,75.46666666666667,1
Cascade fall salmon 2021,2021-11-07,Bank,24.583333333333336,24.583333333333336,1
Cascade fall salmon 2021,2021-11-14,Bank,18.233333333333334,18.233333333333334,1
Cascade fall salmon 2021,2021-11-21,Bank,21.900000000000002,21.900000000000002,1
Cascade fall salmon 2021,2021-11-28,Bank,1.8833333333333333,1.8833333333333333,1
Cascade fall salmon 2022,2022-09-18,Bank,54.36666666666667,54.36666666666667,1
Cascade fall salmon 2022,2022-09-25,Bank,152.56666666666666,152.56666666666666,1
Cascade fall salmon 2022,2022-10-02,Bank,232.31666666666666,232.31666666666666,1
Cascade fall salmon 2022,2022-10-09,Bank,202.75,202.75,1
Cascade fall salmon 2022,2022-10-16,Bank,157.35,157.35,1
Cascade fall salmon 2022,2022-10-23,Bank,58.766666666666666,58.766666666666666,1
Cascade fall salmon 2022,2022-10-30,Bank,131.06666666666666,131.06666666666666,1
Cascade fall salmon 2022,2022-11-06,Bank,88.63333333333333,88.63333333333333,1
Cascade fall salmon 2022,2022-11-13,Bank,75.78333333333333,75.78333333333333,1
Cascade fall salmon 2022,2022-11-20,Bank,6.766666666666667,6.766666666666667,1
Cascade fall salmon 2022,2022-11-27,Bank,16.733333333333334,16.733333333333334,1
Cascade fall salmon 2023,2023-09-10,Bank,27.96666666666667,27.96666666666667,1
Cascade fall salmon 2023,2023-09-17,Bank,34.86666666666667,34.86666666666667,1
Cascade fall salmon 2023,2023-09-24,Bank,316.53333333333336,316.53333333333336,1
Cascade fall salmon 2023,2023-10-01,Bank,311.43333333333334,311.43333333333334,1
Cascade fall salmon 2023,2023-10-08,Bank,414.2833333333333,414.2833333333333,1
Cascade fall salmon 2023,2023-10-15,Bank,204.35,204.35,1
Cascade fall salmon 2023,2023-10-22,Bank,196.11666666666667,196.11666666666667,1
Cascade fall salmon 2023,2023-10-29,Bank,133.15,133.15,1
Cascade fall salmon 2023,2023-11-05,Bank,63.41666666666667,63.41666666666667,1
Cascade fall salmon 2023,2023-11-12,Bank,43.88333333333333,43.88333333333333,1
Cascade fall salmon 2023,2023-11-19,Bank,12.066666666666666,12.066666666666666,1
Cascade fall salmon 2023,2023-11-26,Bank,9.416666666666668,9.416666666666668,1
Cascade fall salmon 2024,2024-09-15,Bank,94,94,1
Cascade fall salmon 2024,2024-09-22,Bank,107.2,107.2,1
Cascade fall salmon 2024,2024-09-29,Bank,146.56666666666666,146.56666666666666,1
Cascade fall salmon 2024,2024-10-06,Bank,116.61666666666666,116.61666666666666,1
Cascade fall salmon 2024,2024-10-13,Bank,280.1166666666667,280.1166666666667,1
Cascade fall salmon 2024,2024-10-20,Bank,249.65,249.65,1
Cascade fall salmon 2024,2024-10-27,Bank,263.3333333333333,263.3333333333333,1
Cascade fall salmon 2024,2024-11-03,Bank,91.55,91.55,1
Cascade fall salmon 2024,2024-11-10,Bank,17.25,17.25,1
Cascade fall salmon 2024,2024-11-17,Bank,31.733333333333334,31.733333333333334,1
Cascade fall salmon 2024,2024-11-24,Bank,17.083333333333332,17.083333333333332,1
Cascade spring Chinook 2021,2021-05-30,Bank,123.25,123.25,1
Cascade spring Chinook 2021,2021-06-06,Bank,158,158,1
Cascade spring Chinook 2021,2021-06-13,Bank,419.5,419.5,1
Cascade spring Chinook 2021,2021-06-20,Bank,187.25,187.25,1
Cascade spring Chinook 2021,2021-06-27,Bank,182.25,182.25,1
Cascade spring Chinook 2021,2021-07-04,Bank,30.166666666666668,30.166666666666668,1
Cascade spring Chinook 2021,2021-07-11,Bank,63.666666666666664,63.666666666666664,1
Cascade spring Chinook 2022,2022-05-29,Bank,294.01666666666665,294.01666666666665,1
Cascade spring Chinook 2022,2022-06-05,Bank,566.5166666666667,566.5166666666667,1
Cascade spring Chinook 2022,2022-06-12,Bank,344.95,344.95,1
Cascade spring Chinook 2022,2022-06-19,Bank,584.2333333333333,584.2333333333333,1
Cascade spring Chinook 2022,2022-06-26,Bank,719.5166666666667,719.5166666666667,1
Cascade spring Chinook 2022,2022-07-03,Bank,223.53333333333333,223.53333333333333,1
Cascade spring Chinook 2022,2022-07-10,Bank,164.96666666666667,164.96666666666667,1
Cascade spring Chinook 2023,2023-05-28,Bank,110.45,110.45,1
Cascade spring Chinook 2023,2023-06-04,Bank,128.61666666666667,128.61666666666667,1
Cascade spring Chinook 2023,2023-06-11,Bank,257.9,257.9,1
Cascade spring Chinook 2023,2023-06-18,Bank,59.7,59.7,1
Cascade spring Chinook 2023,2023-06-25,Bank,138.8,138.8,1
Cascade spring Chinook 2023,2023-07-02,Bank,34.5,34.5,1
Cascade spring Chinook 2023,2023-07-09,Bank,83.36666666666667,83.36666666666667,1
Cascade spring Chinook 2024,2024-05-26,Bank,224.71666666666667,224.71666666666667,1
Cascade spring Chinook 2024,2024-06-02,Bank,346.45,346.45,1
Cascade spring Chinook 2024,2024-06-09,Bank,305.65,305.65,1
Cascade spring Chinook 2024,2024-06-16,Bank,0.3333333333333333,0.3333333333333333,1
Cascade spring Chinook 2024,2024-06-23,Bank,106.65,106.65,1
Cascade spring Chinook 2024,2024-06-30,Bank,90.46666666666667,90.46666666666667,1
Cascade spring Chinook 2024,2024-07-07,Bank,28.383333333333333,28.383333333333333,1
Cascade spring Chinook 2024,2024-07-14,Bank,7.266666666666667,7.266666666666667,1
Cascade winter gamefish 2021-22,2021-11-28,Bank,5.283333333333333,5.283333333333333,1
Cascade winter gamefish 2021-22,2021-12-05,Bank,32.483333333333334,32.483333333333334,1
Cascade winter gamefish 2021-22,2021-12-12,Bank,3.283333333333333,3.283333333333333,1
Cascade winter gamefish 2021-22,2021-12-19,Bank,5.5,5.5,1
Cascade winter gamefish 2021-22,2021-12-26,Bank,3.5,3.5,1
Cascade winter gamefish 2021-22,2022-01-02,Bank,3.1,3.1,1
Cascade winter gamefish 2021-22,2022-01-09,Bank,8.45,8.45,1
Cascade winter gamefish 2021-22,2022-01-16,Bank,2,2,1
Cascade winter gamefish 2023,2023-01-08,Bank,12.4,12.4,1
Cascade winter gamefish 2023,2023-01-15,Bank,13.166666666666666,13.166666666666666,1
Chehalis salmon 2022,2022-09-11,Bank,6.9,588.25,0.011729706757331067
Chehalis salmon 2022,2022-09-11,Boat,581.35,588.25,0.988270293242669
Chehalis salmon 2022,2022-09-18,Bank,79.31666666666666,1034.1,0.07670115720594398
Chehalis salmon 2022,2022-09-18,Boat,954.7833333333333,1034.1,0.923298842794056
Chehalis salmon 2022,2022-09-25,Bank,75.6,1155.1499999999999,0.0654460459680561
Chehalis salmon 2022,2022-09-25,Boat,1079.55,1155.1499999999999,0.934553954031944
Chehalis salmon 2022,2022-10-02,Bank,78.81666666666666,898.7666666666667,0.08769424767273672
Chehalis salmon 2022,2022-10-02,Boat,819.95,898.7666666666667,0.9123057523272633
Chehalis salmon 2022,2022-10-09,Bank,30.383333333333333,1320.6166666666668,0.023006928581344573
Chehalis salmon 2022,2022-10-09,Boat,1290.2333333333333,1320.6166666666668,0.9769930714186553
Chehalis salmon 2022,2022-10-16,Bank,20.65,1529.8666666666668,0.01349790831445006
Chehalis salmon 2022,2022-10-16,Boat,1509.2166666666667,1529.8666666666668,0.9865020916855499
Chehalis salmon 2022,2022-10-23,Bank,60.45,1528.9666666666667,0.039536506137042446
Chehalis salmon 2022,2022-10-23,Boat,1468.5166666666667,1528.9666666666667,0.9604634938629575
Chehalis salmon 2022,2022-10-30,Bank,1.9333333333333333,399.98333333333335,0.004833534730613776
Chehalis salmon 2022,2022-10-30,Boat,398.05,399.98333333333335,0.9951664652693862
Chehalis salmon 2022,2022-11-06,Bank,33.266666666666666,111.33333333333333,0.29880239520958085
Chehalis salmon 2022,2022-11-06,Boat,78.06666666666666,111.33333333333333,0.7011976047904191
Chehalis salmon 2022,2022-11-13,Bank,1.3166666666666667,154.81666666666666,0.008504682958337818
Chehalis salmon 2022,2022-11-13,Boat,153.5,154.81666666666666,0.9914953170416622
Chehalis salmon 2022,2022-11-20,Boat,209.08333333333334,209.08333333333334,1
Chehalis salmon 2022,2022-11-27,Boat,33.833333333333336,33.833333333333336,1
Chehalis salmon 2022,2022-12-04,Bank,59.63333333333333,59.63333333333333,1
Chehalis salmon 2022,2022-12-11,Bank,15.85,15.85,1
Chehalis salmon 2024,2024-09-15,Bank,147.21666666666667,1772.3,0.08306532001730332
Chehalis salmon 2024,2024-09-15,Boat,1625.0833333333333,1772.3,0.9169346799826966
Chehalis salmon 2024,2024-09-22,Bank,242.71666666666667,2387.75,0.10165078700310613
Chehalis salmon 2024,2024-09-22,Boat,2145.0333333333333,2387.75,0.8983492129968939
Chehalis salmon 2024,2024-09-29,Bank,52.88333333333333,1276.1666666666667,0.041439205955334985
Chehalis salmon 2024,2024-09-29,Boat,1223.2833333333333,1276.1666666666667,0.9585607940446649
Chehalis salmon 2024,2024-10-06,Bank,101.85,1261.1166666666666,0.08076175875877199
Chehalis salmon 2024,2024-10-06,Boat,1159.2666666666667,1261.1166666666666,0.9192382412412281
Chehalis salmon 2024,2024-10-13,Bank,162.6,1034.1166666666666,0.15723564394733025
Chehalis salmon 2024,2024-10-13,Boat,871.5166666666667,1034.1166666666666,0.8427643560526699
Chehalis salmon 2024,2024-10-20,Bank,106,659.7666666666667,0.1606628606072854
Chehalis salmon 2024,2024-10-20,Boat,553.7666666666667,659.7666666666667,0.8393371393927146
Chehalis salmon 2024,2024-10-27,Bank,335.93333333333334,902,0.37243163340724317
Chehalis salmon 2024,2024-10-27,Boat,566.0666666666667,902,0.6275683665927569
Chehalis salmon 2024,2024-11-03,Bank,231.33333333333331,1183.7,0.19543240122778854
Chehalis salmon 2024,2024-11-03,Boat,952.3666666666667,1183.7,0.8045675987722114
Chehalis salmon 2024,2024-11-10,Bank,68.08333333333333,402.95,0.16896223683666295
Chehalis salmon 2024,2024-11-10,Boat,334.8666666666667,402.95,0.8310377631633371
Chehalis salmon 2024,2024-11-17,Bank,35.516666666666666,71.93333333333334,0.4937442075996292
Chehalis salmon 2024,2024-11-17,Boat,36.41666666666667,71.93333333333334,0.5062557924003708
Chehalis salmon 2024,2024-11-24,Bank,58.61666666666667,277.3833333333333,0.21132007450579823
Chehalis salmon 2024,2024-11-24,Boat,218.76666666666668,277.3833333333333,0.78867992549420185
Chehalis salmon 2024,2024-12-01,Bank,6.816666666666666,249.51666666666668,0.027319484336383672
Chehalis salmon 2024,2024-12-01,Boat,242.70000000000002,249.51666666666668,0.9726805156636164
Chehalis salmon 2024,2024-12-08,Bank,3.6166666666666667,151.43333333333334,0.023882896764252697
Chehalis salmon 2024,2024-12-08,Boat,147.81666666666666,151.43333333333334,0.9761171032357473
Chehalis salmon 2024,2024-12-15,Boat,54.35,54.35,1
Chehalis salmon 2024,2024-12-22,Bank,0.43333333333333335,0.43333333333333335,1
Chehalis salmon 2025,2025-09-14,Bank,117.38333333333334,2012.45,0.0583285713102603
Chehalis salmon 2025,2025-09-14,Boat,1895.0666666666666,2012.45,0.9416714286897396
Chehalis salmon 2025,2025-09-21,Bank,89.3,1753.7333333333333,0.05091994221850528
Chehalis salmon 2025,2025-09-21,Boat,1664.4333333333334,1753.7333333333333,0.9490800577814947
Chehalis salmon 2025,2025-09-28,Bank,152.5,1553.2,0.09818439351017254
Chehalis salmon 2025,2025-09-28,Boat,1400.7,1553.2,0.9018156064898275
Chehalis salmon 2025,2025-10-05,Bank,96.86666666666666,1012.3333333333334,0.09568653276259466
Chehalis salmon 2025,2025-10-05,Boat,915.4666666666667,1012.3333333333334,0.9043134672374054
Chehalis salmon 2025,2025-10-12,Bank,198.26666666666668,1586.2666666666667,0.1249894931495335
Chehalis salmon 2025,2025-10-12,Boat,1388,1586.2666666666667,0.8750105068504666
Chehalis salmon 2025,2025-10-19,Bank,50.9,866.55,0.05873867636027927
Chehalis salmon 2025,2025-10-19,Boat,815.65,866.55,0.9412613236397207
Chehalis salmon 2025,2025-10-26,Bank,167.55,864.3833333333332,0.19383761062800073
Chehalis salmon 2025,2025-10-26,Boat,696.8333333333333,864.3833333333332,0.8061623893719994
Chehalis salmon 2025,2025-11-02,Bank,74.16666666666667,486,0.15260631001371744
Chehalis salmon 2025,2025-11-02,Boat,411.8333333333333,486,0.8473936899862825
Chehalis salmon 2025,2025-11-09,Bank,30.166666666666668,294.56666666666666,0.10241032024442685
Chehalis salmon 2025,2025-11-09,Boat,264.4,294.56666666666666,0.8975896797555731
Chehalis salmon 2025,2025-11-16,Bank,86.7,937.7166666666667,0.09245863178287685
Chehalis salmon 2025,2025-11-16,Boat,851.0166666666667,937.7166666666667,0.9075413682171231
Chehalis salmon 2025,2025-11-23,Bank,41.916666666666664,452.3666666666667,0.0926608208680274
Chehalis salmon 2025,2025-11-23,Boat,410.45,452.3666666666667,0.9073391791319726
Chehalis salmon 2025,2025-11-30,Boat,110.73333333333333,110.73333333333333,1
Chehalis salmon 2025,2025-12-07,Bank,3.283333333333333,16.21666666666667,0.20246659815005136
Chehalis salmon 2025,2025-12-07,Boat,12.933333333333334,16.21666666666667,0.7975334018499486
Chehalis salmon 2025,2025-12-21,Bank,22.7,29.799999999999997,0.7617449664429531
Chehalis salmon 2025,2025-12-21,Boat,7.1,29.799999999999997,0.238255033557047
Chehalis salmon 2025,2025-12-28,Boat,14.233333333333333,14.233333333333333,1
Chehalis winter steelhead 2024-25,2024-10-27,Bank,131.85,344.79999999999995,0.38239559164733183
Chehalis winter steelhead 2024-25,2024-10-27,Boat,212.95,344.79999999999995,0.6176044083526683
Chehalis winter steelhead 2024-25,2024-11-03,Bank,231.33333333333331,1102.25,0.2098737431012323
Chehalis winter steelhead 2024-25,2024-11-03,Boat,870.9166666666666,1102.25,0.7901262568987676
Chehalis winter steelhead 2024-25,2024-11-10,Bank,68.08333333333333,350.15,0.1944404778904279
Chehalis winter steelhead 2024-25,2024-11-10,Boat,282.06666666666666,350.15,0.8055595221095722
Chehalis winter steelhead 2024-25,2024-11-17,Bank,35.516666666666666,71.93333333333334,0.4937442075996292
Chehalis winter steelhead 2024-25,2024-11-17,Boat,36.41666666666667,71.93333333333334,0.5062557924003708
Chehalis winter steelhead 2024-25,2024-11-24,Bank,58.61666666666667,277.3833333333333,0.21132007450579823
Chehalis winter steelhead 2024-25,2024-11-24,Boat,218.76666666666668,277.3833333333333,0.78867992549420185
Chehalis winter steelhead 2024-25,2024-12-01,Bank,6.816666666666666,249.51666666666668,0.027319484336383672
Chehalis winter steelhead 2024-25,2024-12-01,Boat,242.70000000000002,249.51666666666668,0.9726805156636164
Chehalis winter steelhead 2024-25,2024-12-08,Bank,3.6166666666666667,151.43333333333334,0.023882896764252697
Chehalis winter steelhead 2024-25,2024-12-08,Boat,147.81666666666666,151.43333333333334,0.9761171032357473
Chehalis winter steelhead 2024-25,2024-12-15,Boat,54.35,54.35,1
Chehalis winter steelhead 2024-25,2024-12-22,Bank,0.43333333333333335,0.43333333333333335,1
Chehalis winter steelhead 2024-25,2024-12-29,Boat,3.6,3.6,1
Chehalis winter steelhead 2024-25,2025-01-05,Bank,33.166666666666664,70,0.4738095238095238
Chehalis winter steelhead 2024-25,2025-01-05,Boat,36.833333333333336,70,0.5261904761904762
Chehalis winter steelhead 2024-25,2025-01-12,Bank,5.550000000000001,103.53333333333333,0.053605924018029626
Chehalis winter steelhead 2024-25,2025-01-12,Boat,97.98333333333333,103.53333333333333,0.9463940759819705
Chehalis winter steelhead 2024-25,2025-01-19,Bank,44.33333333333333,123.01666666666665,0.36038477171115024
Chehalis winter steelhead 2024-25,2025-01-19,Boat,78.68333333333332,123.01666666666665,0.6396152282888498
Chehalis winter steelhead 2024-25,2025-01-26,Bank,18.7,50.11666666666667,0.37312936481543063
Chehalis winter steelhead 2024-25,2025-01-26,Boat,31.416666666666668,50.11666666666667,0.6268706351845693
Chehalis winter steelhead 2024-25,2025-02-02,Bank,4.433333333333334,116.96666666666667,0.037902536335138216
Chehalis winter steelhead 2024-25,2025-02-02,Boat,112.53333333333333,116.96666666666667,0.9620974636648617
Chehalis winter steelhead 2024-25,2025-02-09,Boat,21.45,21.45,1
Chehalis winter steelhead 2024-25,2025-02-16,Bank,5.283333333333333,30.866666666666667,0.17116630669546434
Chehalis winter steelhead 2024-25,2025-02-16,Boat,25.583333333333332,30.866666666666667,0.8288336933045356
Chehalis winter steelhead 2025-26,2025-11-30,Boat,110.73333333333333,110.73333333333333,1
Chehalis winter steelhead 2025-26,2025-12-07,Bank,3.283333333333333,16.21666666666667,0.20246659815005136
Chehalis winter steelhead 2025-26,2025-12-07,Boat,12.933333333333334,16.21666666666667,0.7975334018499486
Chehalis winter steelhead 2025-26,2025-12-21,Bank,22.7,29.799999999999997,0.7617449664429531
Chehalis winter steelhead 2025-26,2025-12-21,Boat,7.1,29.799999999999997,0.238255033557047
Chehalis winter steelhead 2025-26,2025-12-28,Bank,3.4499999999999997,31.583333333333332,0.10923482849604221
Chehalis winter steelhead 2025-26,2025-12-28,Boat,28.133333333333333,31.583333333333332,0.8907651715039578
Chehalis winter steelhead 2025-26,2026-01-04,Bank,2.1166666666666667,22.833333333333336,0.09270072992700729
Chehalis winter steelhead 2025-26,2026-01-04,Boat,20.71666666666667,22.833333333333336,0.9072992700729927
Chehalis winter steelhead 2025-26,2026-01-11,Bank,5.333333333333333,68.81666666666666,0.07750060547348026
Chehalis winter steelhead 2025-26,2026-01-11,Boat,63.483333333333334,68.81666666666666,0.9224993945265199
Chehalis winter steelhead 2025-26,2026-01-18,Bank,5.083333333333334,122.75,0.04141208418194162
Chehalis winter steelhead 2025-26,2026-01-18,Boat,117.66666666666667,122.75,0.9585879158180585
Chehalis winter steelhead 2025-26,2026-01-25,Bank,8.6,33.4,0.25748502994011974
Chehalis winter steelhead 2025-26,2026-01-25,Boat,24.8,33.4,0.7425149700598803
Chehalis winter steelhead 2025-26,2026-02-01,Boat,47.86666666666667,47.86666666666667,1
Chehalis winter steelhead 2025-26,2026-02-08,Boat,28.866666666666667,28.866666666666667,1
Chehalis winter steelhead 2025-26,2026-02-15,Boat,23.1,23.1,1
Drano Lake salmon and steelhead 2022,2022-07-31,Bank,49.483333333333334,248.39999999999998,0.19920826623725177
Drano Lake salmon and steelhead 2022,2022-07-31,Boat,198.91666666666666,248.39999999999998,0.8007917337627483
Drano Lake salmon and steelhead 2022,2022-08-07,Bank,114.81666666666666,470.76666666666665,0.24389294059335836
Drano Lake salmon and steelhead 2022,2022-08-07,Boat,355.95,470.76666666666665,0.7561070594066417
Drano Lake salmon and steelhead 2022,2022-08-14,Bank,59.93333333333334,909.7666666666667,0.0658776975781336
Drano Lake salmon and steelhead 2022,2022-08-14,Boat,849.8333333333334,909.7666666666667,0.9341223024218664
Drano Lake salmon and steelhead 2022,2022-08-21,Bank,93.78333333333333,1151.3666666666666,0.08145392432182046
Drano Lake salmon and steelhead 2022,2022-08-21,Boat,1057.5833333333333,1151.3666666666666,0.9185460756781796
Drano Lake salmon and steelhead 2022,2022-08-28,Bank,113.16666666666667,2581.7166666666667,0.043833883139771344
Drano Lake salmon and steelhead 2022,2022-08-28,Boat,2468.55,2581.7166666666667,0.9561661168602287
Drano Lake salmon and steelhead 2022,2022-09-04,Bank,134.95,1530.8,0.08815651946694539
Drano Lake salmon and steelhead 2022,2022-09-04,Boat,1395.85,1530.8,0.9118434805330545
Drano Lake salmon and steelhead 2022,2022-09-11,Bank,42.166666666666664,797,0.05290673358427436
Drano Lake salmon and steelhead 2022,2022-09-11,Boat,754.8333333333334,797,0.9470932664157257
Drano Lake salmon and steelhead 2022,2022-10-02,Bank,145.4,914.1999999999999,0.15904616057755416
Drano Lake salmon and steelhead 2022,2022-10-02,Boat,768.8,914.1999999999999,0.8409538394224458
Drano Lake salmon and steelhead 2022,2022-10-09,Bank,235.91666666666666,853.6666666666666,0.2763568918391253
Drano Lake salmon and steelhead 2022,2022-10-09,Boat,617.75,853.6666666666666,0.7236431081608747
Drano Lake salmon and steelhead 2022,2022-10-16,Bank,138.53333333333333,574.5166666666667,0.24113022540686374
Drano Lake salmon and steelhead 2022,2022-10-16,Boat,435.98333333333335,574.5166666666667,0.7588697745931363
Drano Lake salmon and steelhead 2022,2022-10-23,Bank,273.3833333333333,566.6666666666667,0.48244117647058815
Drano Lake salmon and steelhead 2022,2022-10-23,Boat,293.28333333333336,566.6666666666667,0.5175588235294117
Drano Lake salmon and steelhead 2022,2022-10-30,Bank,41.483333333333334,105.71666666666667,0.39240107204792685
Drano Lake salmon and steelhead 2022,2022-10-30,Boat,64.23333333333333,105.71666666666667,0.6075989279520732
Drano Lake salmon and steelhead 2023,2023-07-09,Boat,5.5,5.5,1
Drano Lake salmon and steelhead 2023,2023-07-16,Boat,70.13333333333334,70.13333333333334,1
Drano Lake salmon and steelhead 2023,2023-07-23,Boat,194.18333333333334,194.18333333333334,1
Drano Lake salmon and steelhead 2023,2023-07-30,Bank,17.366666666666667,380.43333333333334,0.045649697713134145
Drano Lake salmon and steelhead 2023,2023-07-30,Boat,363.06666666666666,380.43333333333334,0.9543503022868658
Drano Lake salmon and steelhead 2023,2023-08-06,Bank,13.466666666666667,901.9333333333334,0.014930889200975682
Drano Lake salmon and steelhead 2023,2023-08-06,Boat,888.4666666666667,901.9333333333334,0.9850691107990243
Drano Lake salmon and steelhead 2023,2023-08-13,Bank,44.5,1303.6166666666666,0.0341358016799417
Drano Lake salmon and steelhead 2023,2023-08-13,Boat,1259.1166666666666,1303.6166666666666,0.9658641983200583
Drano Lake salmon and steelhead 2023,2023-08-20,Bank,23.833333333333332,1370.2333333333333,0.017393631255017392
Drano Lake salmon and steelhead 2023,2023-08-20,Boat,1346.4,1370.2333333333333,0.9826063687449826
Drano Lake salmon and steelhead 2023,2023-08-27,Bank,106.43333333333334,1532.5166666666667,0.06945003316984046
Drano Lake salmon and steelhead 2023,2023-08-27,Boat,1426.0833333333333,1532.5166666666667,0.9305499668301594
Drano Lake salmon and steelhead 2023,2023-09-03,Bank,92.98333333333333,2877.0499999999997,0.0323189841446389
Drano Lake salmon and steelhead 2023,2023-09-03,Boat,2784.0666666666666,2877.0499999999997,0.9676810158553611
Drano Lake salmon and steelhead 2023,2023-09-10,Bank,14.883333333333333,1170.2,0.012718623597105906
Drano Lake salmon and steelhead 2023,2023-09-10,Boat,1155.3166666666666,1170.2,0.987281376402894
Drano Lake salmon and steelhead 2023,2023-09-17,Bank,6.783333333333334,995.6333333333333,0.0068130837992567556
Drano Lake salmon and steelhead 2023,2023-09-17,Boat,988.85,995.6333333333333,0.9931869162007433
Drano Lake salmon and steelhead 2023,2023-09-24,Bank,14.466666666666665,562.5333333333334,0.025716994548471196
Drano Lake salmon and steelhead 2023,2023-09-24,Boat,548.0666666666667,562.5333333333334,0.9742830054515288
Drano Lake salmon and steelhead 2023,2023-10-01,Bank,17.21666666666667,922.5,0.018663053297199642
Drano Lake salmon and steelhead 2023,2023-10-01,Boat,905.2833333333333,922.5,0.9813369467028004
Drano Lake salmon and steelhead 2023,2023-10-08,Bank,62.333333333333336,562.8166666666667,0.110752465278806
Drano Lake salmon and steelhead 2023,2023-10-08,Boat,500.48333333333335,562.8166666666667,0.8892475347211939
Drano Lake salmon and steelhead 2023,2023-10-15,Bank,8.466666666666667,525.7166666666667,0.016104999524458676
Drano Lake salmon and steelhead 2023,2023-10-15,Boat,517.25,525.7166666666667,0.9838950004755412
Drano Lake salmon and steelhead 2023,2023-10-22,Bank,32.71666666666667,298.45000000000005,0.10962193555592784
Drano Lake salmon and steelhead 2023,2023-10-22,Boat,265.73333333333335,298.45000000000005,0.8903780644440721
Drano Lake salmon and steelhead 2023,2023-10-29,Bank,5.65,36.13333333333333,0.15636531365313655
Drano Lake salmon and steelhead 2023,2023-10-29,Boat,30.483333333333334,36.13333333333333,0.8436346863468636
Drano Lake salmon and steelhead 2024,2024-07-14,Bank,2,73.35,0.027266530334015
Drano Lake salmon and steelhead 2024,2024-07-14,Boat,71.35,73.35,0.972733469665985
Drano Lake salmon and steelhead 2024,2024-07-21,Bank,1.7333333333333334,115.08333333333333,0.015061549601737872
Drano Lake salmon and steelhead 2024,2024-07-21,Boat,113.35,115.08333333333333,0.9849384503982621
Drano Lake salmon and steelhead 2024,2024-07-28,Bank,36.7,480.34999999999997,0.07640262308733216
Drano Lake salmon and steelhead 2024,2024-07-28,Boat,443.65,480.34999999999997,0.9235973769126679
Drano Lake salmon and steelhead 2024,2024-08-04,Bank,2.7666666666666666,848.55,0.0032604639286626207
Drano Lake salmon and steelhead 2024,2024-08-04,Boat,845.7833333333333,848.55,0.9967395360713374
Drano Lake salmon and steelhead 2024,2024-08-11,Bank,27.8,451.31666666666666,0.06159754791535877
Drano Lake salmon and steelhead 2024,2024-08-11,Boat,423.51666666666665,451.31666666666666,0.9384024520846412
Drano Lake salmon and steelhead 2024,2024-08-18,Bank,44.46666666666667,1098.4166666666667,0.040482512707685304
Drano Lake salmon and steelhead 2024,2024-08-18,Boat,1053.95,1098.4166666666667,0.9595174872923147
Drano Lake salmon and steelhead 2024,2024-08-25,Bank,19.883333333333333,405.81666666666666,0.04899585198570783
Drano Lake salmon and steelhead 2024,2024-08-25,Boat,385.93333333333334,405.81666666666666,0.9510041480142922
Drano Lake salmon and steelhead 2024,2024-09-01,Bank,112.98333333333333,1345.9666666666667,0.08394214814631368
Drano Lake salmon and steelhead 2024,2024-09-01,Boat,1232.9833333333333,1345.9666666666667,0.9160578518536863
Drano Lake salmon and steelhead 2024,2024-09-08,Bank,53.05,2573.3500000000004,0.020615151456272948
