fishery_name,guided_status,hours,total_hours,prop
Queets winter steelhead 2024-25,Guided,95.7,620.9833333333333,0.15411041627526234
Queets winter steelhead 2024-25,Unguided,525.2833333333333,620.9833333333333,0.8458895837247375
Queets winter steelhead 2025-26,Guided,95.16666666666666,521.0833333333334,0.18263233647849028
Queets winter steelhead 2025-26,Unguided,425.9166666666667,521.0833333333334,0.8173676635215097
Quillayute fall salmon 2022,Guided,843.1666666666666,4027.75,0.20933937475430864
Quillayute fall salmon 2022,Unguided,3184.5833333333335,4027.75,0.7906606252456914
Quillayute fall salmon 2023,Guided,605.6333333333333,3140.9333333333334,0.19281954408456084
Quillayute fall salmon 2023,Unguided,2535.3,3140.9333333333334,0.8071804559154392
Quillayute fall salmon 2024,Guided,1401.35,5863.616666666667,0.23899072529184204
Quillayute fall salmon 2024,Unguided,4462.266666666666,5863.616666666667,0.7610092747081578
Quillayute fall salmon 2025,Guided,1097.0166666666667,5898.916666666666,0.1859691751310269
Quillayute fall salmon 2025,Unguided,4801.9,5898.916666666666,0.8140308248689732
Quillayute spring chinook 2025,Guided,757.8166666666667,1587.2166666666667,0.4774500435773314
Quillayute spring chinook 2025,Unguided,829.4,1587.2166666666667,0.5225499564226685
Quillayute spring chinook 2026,Guided,504.78333333333336,1382.5166666666667,0.36511916673698935
Quillayute spring chinook 2026,Unguided,877.7333333333333,1382.5166666666667,0.6348808332630107
Quillayute winter steelhead 2022-23,Guided,1631.9166666666667,3107.65,0.525128848701323
Quillayute winter steelhead 2022-23,Unguided,1475.7333333333333,3107.65,0.4748711512986769
Quillayute winter steelhead 2024-25,Guided,3488.5333333333333,7500.85,0.46508506813672224
Quillayute winter steelhead 2024-25,Unguided,4012.3166666666666,7500.85,0.5349149318632777
Quillayute winter steelhead 2025-26,Guided,3971.9333333333334,10758.4,0.36919368431489197
Quillayute winter steelhead 2025-26,Unguided,6786.466666666666,10758.4,0.630806315685108
Quinault winter steelhead 2024-25,Guided,128.36666666666667,417.93333333333334,0.307146275323018
