fishery_name,week,angler_final,n,total,prop
Drano Lake spring Chinook 2026,2026-07-05,Bank,2,3,0.6666666666666666
Drano Lake spring Chinook 2026,2026-07-05,Boat,1,3,0.3333333333333333
Drano Lake spring Chinook 2026,2026-07-12,Bank,3,10,0.3
Drano Lake spring Chinook 2026,2026-07-12,Boat,7,10,0.7
Drano Lake spring Chinook 2026,2026-07-19,Boat,7,7,1
Hoh fall salmon 2023,2023-09-10,Bank,3,4,0.75
Hoh fall salmon 2023,2023-09-10,Boat,1,4,0.25
Hoh fall salmon 2023,2023-09-17,Bank,15,23,0.6521739130434783
Hoh fall salmon 2023,2023-09-17,Boat,8,23,0.34782608695652173
Hoh fall salmon 2023,2023-09-24,Bank,24,35,0.6857142857142857
Hoh fall salmon 2023,2023-09-24,Boat,11,35,0.3142857142857143
Hoh fall salmon 2025,2025-09-14,Bank,17,29,0.5862068965517241
Hoh fall salmon 2025,2025-09-14,Boat,12,29,0.41379310344827586
Hoh fall salmon 2025,2025-09-21,Bank,16,29,0.5517241379310345
Hoh fall salmon 2025,2025-09-21,Boat,13,29,0.4482758620689655
Hoh fall salmon 2025,2025-09-28,Bank,6,8,0.75
Hoh fall salmon 2025,2025-09-28,Boat,2,8,0.25
Hoh fall salmon 2025,2025-10-05,Bank,13,32,0.40625
Hoh fall salmon 2025,2025-10-05,Boat,19,32,0.59375
Hoh fall salmon 2025,2025-10-12,Bank,21,38,0.5526315789473685
Hoh fall salmon 2025,2025-10-12,Boat,17,38,0.4473684210526316
Hoh fall salmon 2025,2025-10-19,Bank,11,26,0.4230769230769231
Hoh fall salmon 2025,2025-10-19,Boat,15,26,0.5769230769230769
Hoh fall salmon 2025,2025-10-26,Bank,6,11,0.5454545454545454
Hoh fall salmon 2025,2025-10-26,Boat,5,11,0.45454545454545453
Hoh fall salmon 2025,2025-11-02,Bank,2,10,0.2
Hoh fall salmon 2025,2025-11-02,Boat,8,10,0.8
Hoh fall salmon 2025,2025-11-09,Bank,2,3,0.6666666666666666
Hoh fall salmon 2025,2025-11-09,Boat,1,3,0.3333333333333333
Hoh fall salmon 2025,2025-11-16,Bank,5,11,0.45454545454545453
Hoh fall salmon 2025,2025-11-16,Boat,6,11,0.5454545454545454
Hoh fall salmon 2025,2025-11-23,Bank,9,11,0.8181818181818182
Hoh fall salmon 2025,2025-11-23,Boat,2,11,0.18181818181818182
Hoh fall salmon 2025,2025-11-30,Bank,5,6,0.8333333333333334
Hoh fall salmon 2025,2025-11-30,Boat,1,6,0.16666666666666666
Hoh winter steelhead 2022-23,2022-12-11,Bank,7,7,1
Hoh winter steelhead 2022-23,2022-12-18,Bank,2,2,1
Hoh winter steelhead 2022-23,2022-12-25,Bank,9,9,1
Hoh winter steelhead 2022-23,2023-01-01,Bank,13,13,1
Hoh winter steelhead 2022-23,2023-01-08,Bank,6,6,1
Hoh winter steelhead 2022-23,2023-01-15,Bank,17,19,0.8947368421052632
Hoh winter steelhead 2022-23,2023-01-15,Boat,2,19,0.10526315789473684
Hoh winter steelhead 2022-23,2023-01-22,Bank,32,33,0.9696969696969697
Hoh winter steelhead 2022-23,2023-01-22,Boat,1,33,0.030303030303030304
Hoh winter steelhead 2022-23,2023-01-29,Bank,64,65,0.9846153846153847
Hoh winter steelhead 2022-23,2023-01-29,Boat,1,65,0.015384615384615385
Hoh winter steelhead 2022-23,2023-02-05,Bank,40,40,1
Hoh winter steelhead 2022-23,2023-02-12,Bank,80,85,0.9411764705882353
Hoh winter steelhead 2022-23,2023-02-12,Boat,5,85,0.058823529411764705
Hoh winter steelhead 2022-23,2023-02-19,Bank,44,44,1
Hoh winter steelhead 2022-23,2023-02-26,Bank,58,59,0.9830508474576272
Hoh winter steelhead 2022-23,2023-02-26,Boat,1,59,0.01694915254237288
Hoh winter steelhead 2022-23,2023-03-05,Bank,90,90,1
Hoh winter steelhead 2022-23,2023-03-12,Bank,52,53,0.9811320754716981
Hoh winter steelhead 2022-23,2023-03-12,Boat,1,53,0.018867924528301886
Hoh winter steelhead 2022-23,2023-03-19,Bank,66,66,1
Hoh winter steelhead 2022-23,2023-03-26,Bank,75,75,1
Hoh winter steelhead 2023-24,2023-11-26,Bank,2,2,1
Hoh winter steelhead 2023-24,2023-12-03,Bank,3,3,1
Hoh winter steelhead 2023-24,2023-12-10,Bank,8,8,1
Hoh winter steelhead 2023-24,2023-12-17,Bank,10,13,0.7692307692307693
Hoh winter steelhead 2023-24,2023-12-17,Boat,3,13,0.23076923076923078
Hoh winter steelhead 2023-24,2023-12-24,Bank,13,13,1
Hoh winter steelhead 2023-24,2023-12-31,Bank,23,24,0.9583333333333334
Hoh winter steelhead 2023-24,2023-12-31,Boat,1,24,0.041666666666666664
Hoh winter steelhead 2023-24,2024-01-07,Bank,16,19,0.8421052631578947
Hoh winter steelhead 2023-24,2024-01-07,Boat,3,19,0.15789473684210525
Hoh winter steelhead 2023-24,2024-01-14,Bank,22,28,0.7857142857142857
Hoh winter steelhead 2023-24,2024-01-14,Boat,6,28,0.21428571428571427
Hoh winter steelhead 2023-24,2024-01-21,Bank,26,27,0.9629629629629629
Hoh winter steelhead 2023-24,2024-01-21,Boat,1,27,0.037037037037037035
Hoh winter steelhead 2023-24,2024-02-04,Bank,23,31,0.7419354838709677
Hoh winter steelhead 2023-24,2024-02-04,Boat,8,31,0.25806451612903225
Hoh winter steelhead 2023-24,2024-02-11,Bank,64,99,0.6464646464646465
Hoh winter steelhead 2023-24,2024-02-11,Boat,35,99,0.35353535353535354
Hoh winter steelhead 2023-24,2024-02-18,Bank,87,127,0.6850393700787402
Hoh winter steelhead 2023-24,2024-02-18,Boat,40,127,0.31496062992125984
Hoh winter steelhead 2023-24,2024-02-25,Bank,49,58,0.8448275862068966
Hoh winter steelhead 2023-24,2024-02-25,Boat,9,58,0.15517241379310345
Hoh winter steelhead 2023-24,2024-03-03,Bank,48,79,0.6075949367088608
Hoh winter steelhead 2023-24,2024-03-03,Boat,31,79,0.3924050632911392
Hoh winter steelhead 2023-24,2024-03-10,Bank,28,42,0.6666666666666666
Hoh winter steelhead 2023-24,2024-03-10,Boat,14,42,0.3333333333333333
Hoh winter steelhead 2023-24,2024-03-17,Bank,58,82,0.7073170731707317
Hoh winter steelhead 2023-24,2024-03-17,Boat,24,82,0.2926829268292683
Hoh winter steelhead 2023-24,2024-03-24,Bank,58,93,0.6236559139784946
Hoh winter steelhead 2023-24,2024-03-24,Boat,35,93,0.3763440860215054
Hoh winter steelhead 2023-24,2024-03-31,Bank,6,11,0.5454545454545454
Hoh winter steelhead 2023-24,2024-03-31,Boat,5,11,0.45454545454545453
Hoh winter steelhead 2024-25,2024-12-01,Bank,2,3,0.6666666666666666
Hoh winter steelhead 2024-25,2024-12-01,Boat,1,3,0.3333333333333333
Hoh winter steelhead 2024-25,2024-12-08,Bank,3,3,1
Hoh winter steelhead 2024-25,2024-12-15,Bank,2,2,1
Hoh winter steelhead 2024-25,2024-12-29,Bank,5,5,1
Hoh winter steelhead 2024-25,2025-01-05,Bank,19,30,0.6333333333333333
Hoh winter steelhead 2024-25,2025-01-05,Boat,11,30,0.36666666666666664
Hoh winter steelhead 2024-25,2025-01-12,Bank,28,49,0.5714285714285714
Hoh winter steelhead 2024-25,2025-01-12,Boat,21,49,0.42857142857142855
Hoh winter steelhead 2024-25,2025-01-19,Bank,19,37,0.5135135135135135
Hoh winter steelhead 2024-25,2025-01-19,Boat,18,37,0.4864864864864865
Hoh winter steelhead 2024-25,2025-01-26,Bank,34,56,0.6071428571428571
Hoh winter steelhead 2024-25,2025-01-26,Boat,22,56,0.39285714285714285
Hoh winter steelhead 2024-25,2025-02-02,Bank,23,55,0.41818181818181815
Hoh winter steelhead 2024-25,2025-02-02,Boat,32,55,0.5818181818181818
Hoh winter steelhead 2024-25,2025-02-09,Bank,41,75,0.5466666666666666
Hoh winter steelhead 2024-25,2025-02-09,Boat,34,75,0.4533333333333333
Hoh winter steelhead 2024-25,2025-02-16,Bank,20,37,0.5405405405405406
Hoh winter steelhead 2024-25,2025-02-16,Boat,17,37,0.4594594594594595
Hoh winter steelhead 2024-25,2025-02-23,Bank,28,29,0.9655172413793104
Hoh winter steelhead 2024-25,2025-02-23,Boat,1,29,0.034482758620689655
Hoh winter steelhead 2024-25,2025-03-02,Bank,41,65,0.6307692307692307
Hoh winter steelhead 2024-25,2025-03-02,Boat,24,65,0.36923076923076925
Hoh winter steelhead 2024-25,2025-03-09,Bank,34,48,0.7083333333333334
Hoh winter steelhead 2024-25,2025-03-09,Boat,14,48,0.2916666666666667
Hoh winter steelhead 2024-25,2025-03-16,Bank,17,29,0.5862068965517241
Hoh winter steelhead 2024-25,2025-03-16,Boat,12,29,0.41379310344827586
Hoh winter steelhead 2024-25,2025-03-23,Bank,10,13,0.7692307692307693
Hoh winter steelhead 2024-25,2025-03-23,Boat,3,13,0.23076923076923078
Hoh winter steelhead 2024-25,2025-03-30,Bank,12,17,0.7058823529411765
Hoh winter steelhead 2024-25,2025-03-30,Boat,5,17,0.29411764705882354
Hoh winter steelhead 2025-26,2025-11-30,Bank,1,2,0.5
Hoh winter steelhead 2025-26,2025-11-30,Boat,1,2,0.5
Hoh winter steelhead 2025-26,2025-12-14,Bank,1,1,1
Hoh winter steelhead 2025-26,2025-12-21,Bank,8,8,1
Hoh winter steelhead 2025-26,2025-12-28,Bank,13,13,1
Hoh winter steelhead 2025-26,2026-01-04,Bank,16,16,1
Hoh winter steelhead 2025-26,2026-01-11,Bank,14,18,0.7777777777777778
Hoh winter steelhead 2025-26,2026-01-11,Boat,4,18,0.2222222222222222
Hoh winter steelhead 2025-26,2026-01-18,Bank,31,50,0.62
Hoh winter steelhead 2025-26,2026-01-18,Boat,19,50,0.38
Hoh winter steelhead 2025-26,2026-01-25,Bank,16,19,0.8421052631578947
Hoh winter steelhead 2025-26,2026-01-25,Boat,3,19,0.15789473684210525
Hoh winter steelhead 2025-26,2026-02-01,Bank,36,45,0.8
Hoh winter steelhead 2025-26,2026-02-01,Boat,9,45,0.2
Hoh winter steelhead 2025-26,2026-02-08,Bank,44,71,0.6197183098591549
Hoh winter steelhead 2025-26,2026-02-08,Boat,27,71,0.38028169014084506
Hoh winter steelhead 2025-26,2026-02-15,Bank,51,89,0.5730337078651685
Hoh winter steelhead 2025-26,2026-02-15,Boat,38,89,0.42696629213483145
Hoh winter steelhead 2025-26,2026-02-22,Bank,48,86,0.5581395348837209
Hoh winter steelhead 2025-26,2026-02-22,Boat,38,86,0.4418604651162791
Hoh winter steelhead 2025-26,2026-03-01,Bank,67,117,0.5726495726495726
Hoh winter steelhead 2025-26,2026-03-01,Boat,50,117,0.42735042735042733
Hoh winter steelhead 2025-26,2026-03-08,Bank,23,36,0.6388888888888888
Hoh winter steelhead 2025-26,2026-03-08,Boat,13,36,0.3611111111111111
Hoh winter steelhead 2025-26,2026-03-15,Bank,8,25,0.32
Hoh winter steelhead 2025-26,2026-03-15,Boat,17,25,0.68
Hoh winter steelhead 2025-26,2026-03-22,Bank,40,79,0.5063291139240507
Hoh winter steelhead 2025-26,2026-03-22,Boat,39,79,0.4936708860759494
Hoh winter steelhead 2025-26,2026-03-29,Bank,44,96,0.4583333333333333
Hoh winter steelhead 2025-26,2026-03-29,Boat,52,96,0.5416666666666666
Humptulips salmon 2020,2020-08-30,Bank,27,89,0.30337078651685395
Humptulips salmon 2020,2020-08-30,Boat,62,89,0.6966292134831461
Humptulips salmon 2020,2020-09-06,Bank,10,34,0.29411764705882354
Humptulips salmon 2020,2020-09-06,Boat,24,34,0.7058823529411765
Humptulips salmon 2020,2020-09-13,Bank,41,113,0.36283185840707965
Humptulips salmon 2020,2020-09-13,Boat,72,113,0.6371681415929203
Humptulips salmon 2020,2020-09-20,Bank,54,90,0.6
Humptulips salmon 2020,2020-09-20,Boat,36,90,0.4
Humptulips salmon 2020,2020-09-27,Bank,46,108,0.42592592592592593
Humptulips salmon 2020,2020-09-27,Boat,62,108,0.5740740740740741
Humptulips salmon 2020,2020-10-04,Bank,21,30,0.7
Humptulips salmon 2020,2020-10-04,Boat,9,30,0.3
Humptulips salmon 2020,2020-10-11,Bank,63,111,0.5675675675675675
Humptulips salmon 2020,2020-10-11,Boat,48,111,0.43243243243243246
Humptulips salmon 2020,2020-10-18,Bank,49,84,0.5833333333333334
Humptulips salmon 2020,2020-10-18,Boat,35,84,0.4166666666666667
Humptulips salmon 2020,2020-10-25,Bank,23,24,0.9583333333333334
Humptulips salmon 2020,2020-10-25,Boat,1,24,0.041666666666666664
Humptulips salmon 2020,2020-11-01,Bank,20,24,0.8333333333333334
Humptulips salmon 2020,2020-11-01,Boat,4,24,0.16666666666666666
Humptulips salmon 2020,2020-11-08,Bank,26,37,0.7027027027027027
Humptulips salmon 2020,2020-11-08,Boat,11,37,0.2972972972972973
Humptulips salmon 2020,2020-11-15,Bank,27,32,0.84375
Humptulips salmon 2020,2020-11-15,Boat,5,32,0.15625
Humptulips salmon 2020,2020-11-22,Bank,25,52,0.4807692307692308
Humptulips salmon 2020,2020-11-22,Boat,27,52,0.5192307692307693
Humptulips salmon 2020,2020-11-29,Bank,10,17,0.5882352941176471
Humptulips salmon 2020,2020-11-29,Boat,7,17,0.4117647058823529
Humptulips salmon 2021,2021-08-29,Bank,20,56,0.35714285714285715
Humptulips salmon 2021,2021-08-29,Boat,36,56,0.6428571428571429
Humptulips salmon 2021,2021-09-05,Bank,40,77,0.5194805194805194
Humptulips salmon 2021,2021-09-05,Boat,37,77,0.4805194805194805
Humptulips salmon 2021,2021-09-12,Bank,29,69,0.42028985507246375
Humptulips salmon 2021,2021-09-12,Boat,40,69,0.5797101449275363
Humptulips salmon 2021,2021-09-19,Bank,19,52,0.36538461538461536
Humptulips salmon 2021,2021-09-19,Boat,33,52,0.6346153846153846
Humptulips salmon 2021,2021-09-26,Bank,38,85,0.4470588235294118
Humptulips salmon 2021,2021-09-26,Boat,47,85,0.5529411764705883
Humptulips salmon 2021,2021-10-03,Bank,64,92,0.6956521739130435
Humptulips salmon 2021,2021-10-03,Boat,28,92,0.30434782608695654
Humptulips salmon 2021,2021-10-10,Bank,55,95,0.5789473684210527
Humptulips salmon 2021,2021-10-10,Boat,40,95,0.42105263157894735
Humptulips salmon 2021,2021-10-17,Bank,27,57,0.47368421052631576
Humptulips salmon 2021,2021-10-17,Boat,30,57,0.5263157894736842
Humptulips salmon 2021,2021-10-24,Bank,15,17,0.8823529411764706
Humptulips salmon 2021,2021-10-24,Boat,2,17,0.11764705882352941
Humptulips salmon 2021,2021-10-31,Bank,4,13,0.3076923076923077
Humptulips salmon 2021,2021-10-31,Boat,9,13,0.6923076923076923
Humptulips salmon 2021,2021-11-07,Bank,15,21,0.7142857142857143
Humptulips salmon 2021,2021-11-07,Boat,6,21,0.2857142857142857
Humptulips salmon 2021,2021-11-14,Bank,30,36,0.8333333333333334
Humptulips salmon 2021,2021-11-14,Boat,6,36,0.16666666666666666
Humptulips salmon 2021,2021-11-21,Bank,26,50,0.52
Humptulips salmon 2021,2021-11-21,Boat,24,50,0.48
Humptulips salmon 2021,2021-11-28,Bank,3,3,1
Humptulips salmon 2022,2022-08-28,Bank,38,69,0.5507246376811594
Humptulips salmon 2022,2022-08-28,Boat,31,69,0.4492753623188406
Humptulips salmon 2022,2022-09-04,Bank,14,26,0.5384615384615384
Humptulips salmon 2022,2022-09-04,Boat,12,26,0.46153846153846156
Humptulips salmon 2022,2022-09-11,Bank,54,95,0.5684210526315789
Humptulips salmon 2022,2022-09-11,Boat,41,95,0.43157894736842106
Humptulips salmon 2022,2022-09-18,Bank,29,51,0.5686274509803921
Humptulips salmon 2022,2022-09-18,Boat,22,51,0.43137254901960786
Humptulips salmon 2022,2022-09-25,Bank,24,39,0.6153846153846154
Humptulips salmon 2022,2022-09-25,Boat,15,39,0.38461538461538464
Humptulips salmon 2022,2022-10-02,Bank,31,41,0.7560975609756098
Humptulips salmon 2022,2022-10-02,Boat,10,41,0.24390243902439024
Humptulips salmon 2022,2022-10-23,Bank,14,30,0.4666666666666667
Humptulips salmon 2022,2022-10-23,Boat,16,30,0.5333333333333333
Humptulips salmon 2022,2022-10-30,Bank,47,66,0.7121212121212122
Humptulips salmon 2022,2022-10-30,Boat,19,66,0.2878787878787879
Humptulips salmon 2022,2022-11-06,Bank,37,51,0.7254901960784313
Humptulips salmon 2022,2022-11-06,Boat,14,51,0.27450980392156865
Humptulips salmon 2022,2022-11-13,Bank,24,40,0.6
Humptulips salmon 2022,2022-11-13,Boat,16,40,0.4
Humptulips salmon 2022,2022-11-20,Bank,15,26,0.5769230769230769
Humptulips salmon 2022,2022-11-20,Boat,11,26,0.4230769230769231
Humptulips salmon 2022,2022-11-27,Bank,43,55,0.7818181818181819
Humptulips salmon 2022,2022-11-27,Boat,12,55,0.21818181818181817
Humptulips salmon 2022,2022-12-04,Bank,41,41,1
Humptulips salmon 2022,2022-12-11,Bank,50,50,1
Humptulips salmon 2023,2023-08-27,Bank,30,49,0.6122448979591837
Humptulips salmon 2023,2023-08-27,Boat,19,49,0.3877551020408163
Humptulips salmon 2023,2023-09-03,Bank,7,13,0.5384615384615384
Humptulips salmon 2023,2023-09-03,Boat,6,13,0.46153846153846156
Humptulips salmon 2023,2023-09-10,Bank,52,75,0.6933333333333334
Humptulips salmon 2023,2023-09-10,Boat,23,75,0.30666666666666664
Humptulips salmon 2023,2023-09-17,Bank,37,60,0.6166666666666667
Humptulips salmon 2023,2023-09-17,Boat,23,60,0.38333333333333336
Humptulips salmon 2023,2023-09-24,Bank,71,116,0.6120689655172413
Humptulips salmon 2023,2023-09-24,Boat,45,116,0.3879310344827586
Humptulips salmon 2023,2023-10-01,Bank,33,68,0.4852941176470588
Humptulips salmon 2023,2023-10-01,Boat,35,68,0.5147058823529411
Humptulips salmon 2023,2023-10-08,Bank,20,38,0.5263157894736842
Humptulips salmon 2023,2023-10-08,Boat,18,38,0.47368421052631576
Humptulips salmon 2023,2023-10-15,Bank,57,99,0.5757575757575758
Humptulips salmon 2023,2023-10-15,Boat,42,99,0.42424242424242425
Humptulips salmon 2023,2023-10-22,Bank,73,97,0.7525773195876289
Humptulips salmon 2023,2023-10-22,Boat,24,97,0.24742268041237114
Humptulips salmon 2023,2023-10-29,Bank,71,83,0.8554216867469879
Humptulips salmon 2023,2023-10-29,Boat,12,83,0.14457831325301204
Humptulips salmon 2023,2023-11-05,Bank,18,30,0.6
Humptulips salmon 2023,2023-11-05,Boat,12,30,0.4
Humptulips salmon 2023,2023-11-12,Bank,42,63,0.6666666666666666
Humptulips salmon 2023,2023-11-12,Boat,21,63,0.3333333333333333
Humptulips salmon 2023,2023-11-19,Bank,36,54,0.6666666666666666
Humptulips salmon 2023,2023-11-19,Boat,18,54,0.3333333333333333
Humptulips salmon 2023,2023-11-26,Bank,22,26,0.8461538461538461
Humptulips salmon 2023,2023-11-26,Boat,4,26,0.15384615384615385
Humptulips salmon 2024,2024-09-01,Bank,46,66,0.696969696969697
Humptulips salmon 2024,2024-09-01,Boat,20,66,0.30303030303030304
Humptulips salmon 2024,2024-09-08,Bank,61,91,0.6703296703296703
Humptulips salmon 2024,2024-09-08,Boat,30,91,0.32967032967032966
Humptulips salmon 2024,2024-09-15,Bank,74,113,0.6548672566371682
Humptulips salmon 2024,2024-09-15,Boat,39,113,0.34513274336283184
Humptulips salmon 2024,2024-09-22,Bank,22,52,0.4230769230769231
Humptulips salmon 2024,2024-09-22,Boat,30,52,0.5769230769230769
Humptulips salmon 2024,2024-09-29,Bank,44,68,0.6470588235294118
Humptulips salmon 2024,2024-09-29,Boat,24,68,0.35294117647058826
Humptulips salmon 2024,2024-10-06,Bank,65,83,0.7831325301204819
Humptulips salmon 2024,2024-10-06,Boat,18,83,0.21686746987951808
Humptulips salmon 2024,2024-10-13,Bank,16,32,0.5
Humptulips salmon 2024,2024-10-13,Boat,16,32,0.5
Humptulips salmon 2024,2024-10-20,Bank,62,94,0.6595744680851063
Humptulips salmon 2024,2024-10-20,Boat,32,94,0.3404255319148936
Humptulips salmon 2024,2024-10-27,Bank,52,57,0.9122807017543859
Humptulips salmon 2024,2024-10-27,Boat,5,57,0.08771929824561403
Humptulips salmon 2024,2024-11-03,Bank,48,69,0.6956521739130435
Humptulips salmon 2024,2024-11-03,Boat,21,69,0.30434782608695654
Humptulips salmon 2024,2024-11-10,Bank,33,34,0.9705882352941176
Humptulips salmon 2024,2024-11-10,Boat,1,34,0.029411764705882353
Humptulips salmon 2024,2024-11-17,Bank,17,17,1
Humptulips salmon 2024,2024-11-24,Bank,16,20,0.8
Humptulips salmon 2024,2024-11-24,Boat,4,20,0.2
Humptulips salmon 2024,2024-12-01,Bank,32,38,0.8421052631578947
Humptulips salmon 2024,2024-12-01,Boat,6,38,0.15789473684210525
Humptulips salmon 2024,2024-12-08,Bank,28,36,0.7777777777777778
Humptulips salmon 2024,2024-12-08,Boat,8,36,0.2222222222222222
Humptulips salmon 2024,2024-12-15,Bank,25,25,1
Humptulips salmon 2024,2024-12-22,Bank,6,6,1
Humptulips salmon 2024,2024-12-29,Bank,2,2,1
Humptulips salmon 2025,2025-08-31,Bank,21,30,0.7
Humptulips salmon 2025,2025-08-31,Boat,9,30,0.3
Humptulips salmon 2025,2025-09-07,Bank,13,35,0.37142857142857144
Humptulips salmon 2025,2025-09-07,Boat,22,35,0.6285714285714286
Humptulips salmon 2025,2025-09-14,Bank,34,56,0.6071428571428571
Humptulips salmon 2025,2025-09-14,Boat,22,56,0.39285714285714285
Humptulips salmon 2025,2025-09-21,Bank,28,39,0.717948717948718
Humptulips salmon 2025,2025-09-21,Boat,11,39,0.28205128205128205
Humptulips salmon 2025,2025-09-28,Bank,90,119,0.7563025210084033
Humptulips salmon 2025,2025-09-28,Boat,29,119,0.24369747899159663
Humptulips salmon 2025,2025-10-05,Bank,50,67,0.746268656716418
Humptulips salmon 2025,2025-10-05,Boat,17,67,0.2537313432835821
Humptulips salmon 2025,2025-10-12,Bank,33,50,0.66
Humptulips salmon 2025,2025-10-12,Boat,17,50,0.34
Humptulips salmon 2025,2025-10-19,Bank,36,50,0.72
Humptulips salmon 2025,2025-10-19,Boat,14,50,0.28
Humptulips salmon 2025,2025-10-26,Bank,67,78,0.8589743589743589
Humptulips salmon 2025,2025-10-26,Boat,11,78,0.14102564102564102
Humptulips salmon 2025,2025-11-02,Bank,55,63,0.873015873015873
Humptulips salmon 2025,2025-11-02,Boat,8,63,0.12698412698412698
Humptulips salmon 2025,2025-11-09,Bank,44,63,0.6984126984126984
Humptulips salmon 2025,2025-11-09,Boat,19,63,0.30158730158730157
Humptulips salmon 2025,2025-11-16,Bank,50,79,0.6329113924050633
Humptulips salmon 2025,2025-11-16,Boat,29,79,0.3670886075949367
Humptulips salmon 2025,2025-11-23,Bank,30,34,0.8823529411764706
Humptulips salmon 2025,2025-11-23,Boat,4,34,0.11764705882352941
Humptulips salmon 2025,2025-11-30,Bank,19,22,0.8636363636363636
Humptulips salmon 2025,2025-11-30,Boat,3,22,0.13636363636363635
Humptulips salmon 2025,2025-12-07,Bank,29,29,1
Humptulips salmon 2025,2025-12-14,Bank,26,26,1
Humptulips salmon 2025,2025-12-21,Bank,55,56,0.9821428571428571
Humptulips salmon 2025,2025-12-21,Boat,1,56,0.017857142857142856
Humptulips salmon 2025,2025-12-28,Bank,13,14,0.9285714285714286
Humptulips salmon 2025,2025-12-28,Boat,1,14,0.07142857142857142
Humptulips winter steelhead 2024-25,2024-10-27,Bank,16,16,1
Humptulips winter steelhead 2024-25,2024-11-03,Bank,46,67,0.6865671641791045
Humptulips winter steelhead 2024-25,2024-11-03,Boat,21,67,0.31343283582089554
