fishery_name,week,guided_status,n,total,prop
Skagit winter steelhead 2021,2021-02-14,Guided,8,118,0.06779661016949153
Skagit winter steelhead 2021,2021-02-14,Unguided,110,118,0.9322033898305084
Skagit winter steelhead 2021,2021-02-21,Guided,8,121,0.06611570247933884
Skagit winter steelhead 2021,2021-02-21,Unguided,113,121,0.9338842975206612
Skagit winter steelhead 2021,2021-02-28,Guided,8,209,0.03827751196172249
Skagit winter steelhead 2021,2021-02-28,Unguided,201,209,0.9617224880382775
Skagit winter steelhead 2021,2021-03-07,Guided,17,243,0.06995884773662552
Skagit winter steelhead 2021,2021-03-07,Unguided,226,243,0.9300411522633745
Skagit winter steelhead 2021,2021-03-14,Guided,8,219,0.0365296803652968
Skagit winter steelhead 2021,2021-03-14,Unguided,211,219,0.9634703196347032
Skagit winter steelhead 2021,2021-03-21,Guided,17,221,0.07692307692307693
Skagit winter steelhead 2021,2021-03-21,Unguided,204,221,0.9230769230769231
Skagit winter steelhead 2021,2021-03-28,Guided,24,227,0.10572687224669604
Skagit winter steelhead 2021,2021-03-28,Unguided,203,227,0.8942731277533039
Skagit winter steelhead 2021,2021-04-04,Guided,23,224,0.10267857142857142
Skagit winter steelhead 2021,2021-04-04,Unguided,201,224,0.8973214285714286
Skagit winter steelhead 2021,2021-04-11,Guided,12,142,0.08450704225352113
Skagit winter steelhead 2021,2021-04-11,Unguided,130,142,0.9154929577464789
Skagit winter steelhead 2023,2023-03-19,Unguided,50,50,1
Skagit winter steelhead 2023,2023-03-26,Guided,6,136,0.04411764705882353
Skagit winter steelhead 2023,2023-03-26,Unguided,130,136,0.9558823529411765
Skagit winter steelhead 2023,2023-04-02,Guided,11,193,0.05699481865284974
Skagit winter steelhead 2023,2023-04-02,Unguided,182,193,0.9430051813471503
Skagit winter steelhead 2023,2023-04-09,Guided,6,116,0.05172413793103448
Skagit winter steelhead 2023,2023-04-09,Unguided,110,116,0.9482758620689655
Skagit winter steelhead 2023,2023-04-16,Guided,2,83,0.024096385542168676
Skagit winter steelhead 2023,2023-04-16,Unguided,81,83,0.9759036144578314
Skagit winter steelhead 2023,2023-04-23,Guided,7,132,0.05303030303030303
Skagit winter steelhead 2023,2023-04-23,Unguided,125,132,0.946969696969697
Skagit winter steelhead 2023,2023-04-30,Unguided,16,16,1
Skagit winter steelhead 2024,2024-01-28,Unguided,15,15,1
Skagit winter steelhead 2024,2024-02-04,Guided,5,69,0.07246376811594203
Skagit winter steelhead 2024,2024-02-04,Unguided,64,69,0.927536231884058
Skagit winter steelhead 2024,2024-02-11,Guided,5,112,0.044642857142857144
Skagit winter steelhead 2024,2024-02-11,Unguided,107,112,0.9553571428571429
Skagit winter steelhead 2024,2024-02-18,Guided,6,89,0.06741573033707865
Skagit winter steelhead 2024,2024-02-18,Unguided,83,89,0.9325842696629213
Skagit winter steelhead 2024,2024-02-25,Guided,8,78,0.10256410256410256
Skagit winter steelhead 2024,2024-02-25,Unguided,70,78,0.8974358974358975
Skagit winter steelhead 2024,2024-03-03,Guided,5,95,0.05263157894736842
Skagit winter steelhead 2024,2024-03-03,Unguided,90,95,0.9473684210526315
Skagit winter steelhead 2024,2024-03-10,Guided,14,141,0.09929078014184398
Skagit winter steelhead 2024,2024-03-10,Unguided,127,141,0.900709219858156
Skagit winter steelhead 2024,2024-03-17,Guided,11,129,0.08527131782945736
Skagit winter steelhead 2024,2024-03-17,Unguided,118,129,0.9147286821705426
Skagit winter steelhead 2024,2024-03-24,Guided,15,125,0.12
Skagit winter steelhead 2024,2024-03-24,Unguided,110,125,0.88
Skagit winter steelhead 2024,2024-03-31,Guided,7,131,0.05343511450381679
Skagit winter steelhead 2024,2024-03-31,Unguided,124,131,0.9465648854961832
Skagit winter steelhead 2024,2024-04-07,Guided,11,145,0.07586206896551724
Skagit winter steelhead 2024,2024-04-07,Unguided,134,145,0.9241379310344827
Skagit winter steelhead 2024,2024-04-14,Guided,8,94,0.0851063829787234
Skagit winter steelhead 2024,2024-04-14,Unguided,86,94,0.9148936170212766
Skagit winter steelhead 2025,2025-01-26,Unguided,25,25,1
Skagit winter steelhead 2025,2025-02-02,Guided,2,40,0.05
Skagit winter steelhead 2025,2025-02-02,Unguided,38,40,0.95
Skagit winter steelhead 2025,2025-02-09,Guided,3,56,0.05357142857142857
Skagit winter steelhead 2025,2025-02-09,Unguided,53,56,0.9464285714285714
Skagit winter steelhead 2025,2025-02-16,Guided,5,60,0.08333333333333333
Skagit winter steelhead 2025,2025-02-16,Unguided,55,60,0.9166666666666666
Skagit winter steelhead 2025,2025-02-23,Guided,5,62,0.08064516129032258
Skagit winter steelhead 2025,2025-02-23,Unguided,57,62,0.9193548387096774
Skagit winter steelhead 2025,2025-03-02,Guided,10,151,0.06622516556291391
Skagit winter steelhead 2025,2025-03-02,Unguided,141,151,0.9337748344370861
Skagit winter steelhead 2025,2025-03-09,Guided,16,192,0.08333333333333333
Skagit winter steelhead 2025,2025-03-09,Unguided,176,192,0.9166666666666666
Skagit winter steelhead 2025,2025-03-16,Guided,21,181,0.11602209944751381
Skagit winter steelhead 2025,2025-03-16,Unguided,160,181,0.8839779005524862
Skagit winter steelhead 2025,2025-03-23,Guided,9,76,0.11842105263157894
Skagit winter steelhead 2025,2025-03-23,Unguided,67,76,0.881578947368421
Skagit winter steelhead 2025,2025-03-30,Guided,16,174,0.09195402298850575
Skagit winter steelhead 2025,2025-03-30,Unguided,158,174,0.9080459770114943
Skagit winter steelhead 2025,2025-04-06,Guided,19,148,0.12837837837837837
Skagit winter steelhead 2025,2025-04-06,Unguided,129,148,0.8716216216216216
Skookumchuck winter steelhead 2024-25,2024-12-01,Unguided,6,6,1
Skookumchuck winter steelhead 2024-25,2024-12-08,Unguided,17,17,1
Skookumchuck winter steelhead 2024-25,2024-12-15,Unguided,39,39,1
Skookumchuck winter steelhead 2024-25,2024-12-22,Unguided,36,36,1
Skookumchuck winter steelhead 2024-25,2024-12-29,Unguided,80,80,1
Skookumchuck winter steelhead 2024-25,2025-01-05,Unguided,41,41,1
Skookumchuck winter steelhead 2024-25,2025-01-12,Unguided,46,46,1
Skookumchuck winter steelhead 2024-25,2025-01-19,Unguided,48,48,1
Skookumchuck winter steelhead 2024-25,2025-01-26,Unguided,21,21,1
Skookumchuck winter steelhead 2024-25,2025-02-02,Unguided,25,25,1
Skookumchuck winter steelhead 2024-25,2025-02-09,Unguided,21,21,1
Skookumchuck winter steelhead 2024-25,2025-02-16,Unguided,50,50,1
Skookumchuck winter steelhead 2024-25,2025-02-23,Unguided,46,46,1
Skookumchuck winter steelhead 2025-26,2025-11-30,Unguided,4,4,1
Skookumchuck winter steelhead 2025-26,2025-12-07,Unguided,2,2,1
Skookumchuck winter steelhead 2025-26,2025-12-14,Unguided,12,12,1
Skookumchuck winter steelhead 2025-26,2025-12-21,Unguided,17,17,1
Skookumchuck winter steelhead 2025-26,2025-12-28,Unguided,12,12,1
Skookumchuck winter steelhead 2025-26,2026-01-04,Unguided,10,10,1
Skookumchuck winter steelhead 2025-26,2026-01-11,Unguided,39,39,1
Skookumchuck winter steelhead 2025-26,2026-01-18,Unguided,46,46,1
Skookumchuck winter steelhead 2025-26,2026-01-25,Unguided,15,15,1
Skookumchuck winter steelhead 2025-26,2026-02-01,Unguided,54,54,1
Skookumchuck winter steelhead 2025-26,2026-02-08,Unguided,19,19,1
Skookumchuck winter steelhead 2025-26,2026-02-15,Unguided,11,11,1
Skykomish summer Chinook 2020,2020-05-24,Guided,1,23,0.043478260869565216
Skykomish summer Chinook 2020,2020-05-24,Unguided,22,23,0.9565217391304348
Skykomish summer Chinook 2020,2020-06-07,Guided,2,2,1
Skykomish summer Chinook 2020,2020-06-14,Guided,6,6,1
Skykomish summer Chinook 2020,2020-06-21,Guided,16,16,1
Skykomish summer Chinook 2020,2020-06-28,Guided,7,10,0.7
Skykomish summer Chinook 2020,2020-06-28,Unguided,3,10,0.3
Skykomish summer Chinook 2020,2020-07-05,Guided,2,2,1
Skykomish summer Chinook 2020,2020-07-12,Guided,1,2,0.5
Skykomish summer Chinook 2020,2020-07-12,Unguided,1,2,0.5
Skykomish summer Chinook 2021,2021-05-23,Guided,2,2,1
Skykomish summer Chinook 2021,2021-05-30,Guided,3,3,1
Skykomish summer Chinook 2021,2021-06-06,Guided,8,56,0.14285714285714285
Skykomish summer Chinook 2021,2021-06-06,Unguided,48,56,0.8571428571428571
Skykomish summer Chinook 2021,2021-06-13,Guided,10,19,0.5263157894736842
Skykomish summer Chinook 2021,2021-06-13,Unguided,9,19,0.47368421052631576
Skykomish summer Chinook 2021,2021-06-20,Guided,6,22,0.2727272727272727
Skykomish summer Chinook 2021,2021-06-20,Unguided,16,22,0.7272727272727273
Skykomish summer Chinook 2021,2021-06-27,Guided,6,14,0.42857142857142855
Skykomish summer Chinook 2021,2021-06-27,Unguided,8,14,0.5714285714285714
Skykomish summer Chinook 2021,2021-07-04,Guided,4,4,1
Skykomish summer Chinook 2021,2021-07-11,Guided,6,23,0.2608695652173913
Skykomish summer Chinook 2021,2021-07-11,Unguided,17,23,0.7391304347826086
Skykomish summer Chinook 2021,2021-07-18,Guided,2,5,0.4
Skykomish summer Chinook 2021,2021-07-18,Unguided,3,5,0.6
Skykomish summer Chinook and gamefish 2022,2022-05-22,Unguided,13,13,1
Skykomish summer Chinook and gamefish 2022,2022-05-29,Guided,7,44,0.1590909090909091
Skykomish summer Chinook and gamefish 2022,2022-05-29,Unguided,37,44,0.8409090909090909
Skykomish summer Chinook and gamefish 2022,2022-06-05,Guided,2,74,0.02702702702702703
Skykomish summer Chinook and gamefish 2022,2022-06-05,Unguided,72,74,0.972972972972973
Skykomish summer Chinook and gamefish 2022,2022-06-12,Guided,13,109,0.11926605504587157
Skykomish summer Chinook and gamefish 2022,2022-06-12,Unguided,96,109,0.8807339449541285
Skykomish summer Chinook and gamefish 2022,2022-06-19,Guided,15,100,0.15
Skykomish summer Chinook and gamefish 2022,2022-06-19,Unguided,85,100,0.85
Skykomish summer Chinook and gamefish 2022,2022-06-26,Guided,14,77,0.18181818181818182
Skykomish summer Chinook and gamefish 2022,2022-06-26,Unguided,63,77,0.8181818181818182
Skykomish summer Chinook and gamefish 2022,2022-07-03,Guided,7,81,0.08641975308641975
Skykomish summer Chinook and gamefish 2022,2022-07-03,Unguided,74,81,0.9135802469135802
Skykomish summer Chinook and gamefish 2022,2022-07-10,Guided,5,69,0.07246376811594203
Skykomish summer Chinook and gamefish 2022,2022-07-10,Unguided,64,69,0.927536231884058
Skykomish summer Chinook and gamefish 2022,2022-07-17,Guided,2,81,0.024691358024691357
Skykomish summer Chinook and gamefish 2022,2022-07-17,Unguided,79,81,0.9753086419753086
Skykomish summer Chinook and gamefish 2022,2022-07-24,Guided,1,52,0.019230769230769232
Skykomish summer Chinook and gamefish 2022,2022-07-24,Unguided,51,52,0.9807692307692307
Skykomish summer Chinook and gamefish 2022,2022-07-31,Unguided,17,17,1
Skykomish summer Chinook and gamefish 2022,2022-08-07,Unguided,3,3,1
Skykomish summer Chinook and gamefish 2022,2022-08-14,Unguided,3,3,1
Skykomish summer Chinook and gamefish 2022,2022-08-21,Unguided,1,1,1
Skykomish summer Chinook and gamefish 2025,2025-06-08,Guided,3,48,0.0625
Skykomish summer Chinook and gamefish 2025,2025-06-08,Unguided,45,48,0.9375
Skykomish summer Chinook and gamefish 2025,2025-06-15,Guided,1,77,0.012987012987012988
Skykomish summer Chinook and gamefish 2025,2025-06-15,Unguided,76,77,0.987012987012987
Skykomish summer Chinook and gamefish 2025,2025-06-22,Guided,4,64,0.0625
Skykomish summer Chinook and gamefish 2025,2025-06-22,Unguided,60,64,0.9375
Skykomish summer Chinook and gamefish 2025,2025-06-29,Guided,3,35,0.08571428571428572
Skykomish summer Chinook and gamefish 2025,2025-06-29,Unguided,32,35,0.9142857142857143
Skykomish summer Chinook and gamefish 2025,2025-07-06,Guided,1,26,0.038461538461538464
Skykomish summer Chinook and gamefish 2025,2025-07-06,Unguided,25,26,0.9615384615384616
Skykomish winter gamefish 2021-22,2021-11-28,Unguided,10,10,1
Skykomish winter gamefish 2021-22,2021-12-05,Unguided,28,28,1
Skykomish winter gamefish 2021-22,2021-12-12,Unguided,34,34,1
Skykomish winter gamefish 2021-22,2021-12-19,Unguided,32,32,1
Skykomish winter gamefish 2021-22,2021-12-26,Unguided,4,4,1
Skykomish winter gamefish 2021-22,2022-01-02,Unguided,10,10,1
Skykomish winter gamefish 2021-22,2022-01-09,Unguided,50,50,1
Skykomish winter gamefish 2021-22,2022-01-16,Unguided,16,16,1
Skykomish winter gamefish 2021-22,2022-01-23,Unguided,15,15,1
Skykomish winter gamefish 2021-22,2022-01-30,Unguided,18,18,1
Skykomish winter gamefish 2021-22,2022-02-06,Unguided,24,24,1
Skykomish winter gamefish 2021-22,2022-02-13,Unguided,7,7,1
Skykomish winter gamefish 2022-23,2022-10-16,Unguided,1,1,1
Snohomish fall salmon 2021,2021-08-22,Guided,1,73,0.0136986301369863
Snohomish fall salmon 2021,2021-08-22,Unguided,72,73,0.9863013698630136
Snohomish fall salmon 2021,2021-08-29,Unguided,121,121,1
Snohomish fall salmon 2021,2021-09-05,Guided,2,108,0.018518518518518517
Snohomish fall salmon 2021,2021-09-05,Unguided,106,108,0.9814814814814815
Snohomish fall salmon 2021,2021-09-12,Guided,1,106,0.009433962264150943
Snohomish fall salmon 2021,2021-09-12,Unguided,105,106,0.9905660377358491
Snohomish fall salmon 2021,2021-09-19,Unguided,128,128,1
Snohomish fall salmon 2021,2021-09-26,Guided,1,52,0.019230769230769232
Snohomish fall salmon 2021,2021-09-26,Unguided,51,52,0.9807692307692307
Snohomish fall salmon 2021,2021-10-03,Unguided,25,25,1
Snohomish fall salmon 2021,2021-10-10,Unguided,5,5,1
Snohomish fall salmon 2023,2023-09-10,Guided,3,3,1
Snohomish fall salmon 2023,2023-09-17,Guided,1,1,1
Snohomish fall salmon 2023,2023-10-15,Guided,4,4,1
Snohomish fall salmon 2023,2023-10-22,Guided,3,3,1
Snohomish fall salmon 2023,2023-10-29,Guided,2,2,1
Snohomish fall salmon 2024,2024-09-29,Guided,1,1,1
Snohomish fall salmon 2024,2024-10-13,Guided,3,3,1
Snohomish fall salmon 2024,2024-10-20,Guided,1,1,1
Snohomish fall salmon 2025,2025-08-17,Unguided,104,104,1
Snohomish fall salmon 2025,2025-08-24,Guided,1,271,0.0036900369003690036
Snohomish fall salmon 2025,2025-08-24,Unguided,270,271,0.996309963099631
Snohomish fall salmon 2025,2025-08-31,Guided,2,231,0.008658008658008658
Snohomish fall salmon 2025,2025-08-31,Unguided,229,231,0.9913419913419913
Snohomish fall salmon 2025,2025-09-07,Guided,2,284,0.007042253521126761
Snohomish fall salmon 2025,2025-09-07,Unguided,282,284,0.9929577464788732
Snohomish fall salmon 2025,2025-09-14,Guided,1,211,0.004739336492890996
Snohomish fall salmon 2025,2025-09-14,Unguided,210,211,0.995260663507109
Snohomish fall salmon 2025,2025-10-19,Unguided,11,11,1
Snohomish fall salmon 2025,2025-10-26,Unguided,42,42,1
Snohomish fall salmon 2025,2025-11-02,Guided,3,66,0.045454545454545456
Snohomish fall salmon 2025,2025-11-02,Unguided,63,66,0.9545454545454546
Snohomish fall salmon 2025,2025-11-09,Guided,3,52,0.057692307692307696
Snohomish fall salmon 2025,2025-11-09,Unguided,49,52,0.9423076923076923
South Fork Willapa winter steelhead 2022-23,2022-12-25,Unguided,1,1,1
South Fork Willapa winter steelhead 2022-23,2023-01-01,Unguided,2,2,1
South Fork Willapa winter steelhead 2022-23,2023-01-08,Unguided,3,3,1
South Fork Willapa winter steelhead 2022-23,2023-01-15,Unguided,1,1,1
South Fork Willapa winter steelhead 2022-23,2023-01-22,Unguided,1,1,1
South Fork Willapa winter steelhead 2022-23,2023-01-29,Unguided,2,2,1
South Fork Willapa winter steelhead 2022-23,2023-02-12,Unguided,2,2,1
South Fork Willapa winter steelhead 2023-24,2023-12-03,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2023-12-10,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2023-12-24,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2023-12-31,Unguided,2,2,1
South Fork Willapa winter steelhead 2023-24,2024-01-14,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2024-01-21,Unguided,3,3,1
South Fork Willapa winter steelhead 2023-24,2024-01-28,Unguided,3,3,1
South Fork Willapa winter steelhead 2023-24,2024-02-04,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2024-02-11,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2024-02-18,Unguided,1,1,1
South Fork Willapa winter steelhead 2023-24,2024-02-25,Unguided,2,2,1
Stillaguamish salmon and gamefish 2024-25,2024-10-20,Guided,1,1,1
Stillaguamish salmon and gamefish 2025-26,2025-09-21,Unguided,107,107,1
Stillaguamish salmon and gamefish 2025-26,2025-09-28,Unguided,155,155,1
Stillaguamish salmon and gamefish 2025-26,2025-10-05,Unguided,122,122,1
Stillaguamish salmon and gamefish 2025-26,2025-10-12,Unguided,146,146,1
Stillaguamish salmon and gamefish 2025-26,2025-10-19,Unguided,104,104,1
Stillaguamish salmon and gamefish 2025-26,2025-10-26,Unguided,11,11,1
Upper Chehalis salmon 2023,2023-10-01,Unguided,11,11,1
Upper Chehalis salmon 2023,2023-10-08,Unguided,29,29,1
Upper Chehalis salmon 2023,2023-10-15,Guided,4,35,0.11428571428571428
Upper Chehalis salmon 2023,2023-10-15,Unguided,31,35,0.8857142857142857
Upper Chehalis salmon 2023,2023-10-22,Guided,10,32,0.3125
Upper Chehalis salmon 2023,2023-10-22,Unguided,22,32,0.6875
Upper Chehalis salmon 2023,2023-10-29,Guided,6,45,0.13333333333333333
Upper Chehalis salmon 2023,2023-10-29,Unguided,39,45,0.8666666666666667
Upper Chehalis salmon 2023,2023-11-05,Unguided,12,12,1
Upper Chehalis salmon 2023,2023-11-12,Guided,3,37,0.08108108108108109
Upper Chehalis salmon 2023,2023-11-12,Unguided,34,37,0.918918918918919
Upper Chehalis salmon 2023,2023-11-19,Guided,5,21,0.23809523809523808
Upper Chehalis salmon 2023,2023-11-19,Unguided,16,21,0.7619047619047619
Upper Chehalis salmon 2023,2023-11-26,Guided,5,20,0.25
Upper Chehalis salmon 2023,2023-11-26,Unguided,15,20,0.75
Willapa winter steelhead 2022,2022-01-02,Unguided,21,21,1
Willapa winter steelhead 2022,2022-01-09,Unguided,23,23,1
Willapa winter steelhead 2022,2022-01-16,Unguided,70,70,1
Willapa winter steelhead 2022,2022-01-23,Unguided,32,32,1
Willapa winter steelhead 2022,2022-01-30,Unguided,48,48,1
Willapa winter steelhead 2022,2022-02-06,Guided,5,41,0.12195121951219512
Willapa winter steelhead 2022,2022-02-06,Unguided,36,41,0.8780487804878049
Willapa winter steelhead 2022,2022-02-13,Unguided,28,28,1
Willapa winter steelhead 2022,2022-02-20,Unguided,17,17,1
Willapa winter steelhead 2022,2022-02-27,Unguided,5,5,1
Willapa winter steelhead 2022-23,2022-12-18,Unguided,18,18,1
Willapa winter steelhead 2022-23,2022-12-25,Unguided,11,11,1
Willapa winter steelhead 2022-23,2023-01-01,Unguided,29,29,1
Willapa winter steelhead 2022-23,2023-01-08,Unguided,33,33,1
Willapa winter steelhead 2022-23,2023-01-15,Unguided,23,23,1
Willapa winter steelhead 2022-23,2023-01-22,Unguided,34,34,1
Willapa winter steelhead 2022-23,2023-01-29,Unguided,22,22,1
Willapa winter steelhead 2022-23,2023-02-05,Unguided,24,24,1
Willapa winter steelhead 2022-23,2023-02-12,Unguided,20,20,1
Willapa winter steelhead 2022-23,2023-02-19,Unguided,4,4,1
Willapa winter steelhead 2022-23,2023-02-26,Unguided,16,16,1
Willapa winter steelhead 2022-23,2023-03-05,Unguided,14,14,1
Willapa winter steelhead 2022-23,2023-03-12,Unguided,10,10,1
Willapa winter steelhead 2022-23,2023-03-19,Unguided,14,14,1
Willapa winter steelhead 2022-23,2023-03-26,Unguided,17,17,1
Willapa winter steelhead 2023-24,2023-11-26,Unguided,9,9,1
Willapa winter steelhead 2023-24,2023-12-03,Unguided,21,21,1
Willapa winter steelhead 2023-24,2023-12-10,Unguided,66,66,1
Willapa winter steelhead 2023-24,2023-12-17,Unguided,92,92,1
Willapa winter steelhead 2023-24,2023-12-24,Unguided,75,75,1
Willapa winter steelhead 2023-24,2023-12-31,Unguided,32,32,1
Willapa winter steelhead 2023-24,2024-01-07,Unguided,4,4,1
Willapa winter steelhead 2023-24,2024-01-14,Unguided,53,53,1
Willapa winter steelhead 2023-24,2024-01-21,Unguided,15,15,1
Willapa winter steelhead 2023-24,2024-01-28,Unguided,15,15,1
Willapa winter steelhead 2023-24,2024-02-04,Unguided,24,24,1
Willapa winter steelhead 2023-24,2024-02-11,Unguided,29,29,1
Willapa winter steelhead 2023-24,2024-02-18,Unguided,9,9,1
Willapa winter steelhead 2023-24,2024-02-25,Unguided,12,12,1
Willapa winter steelhead 2023-24,2024-03-03,Unguided,26,26,1
Willapa winter steelhead 2023-24,2024-03-10,Guided,1,16,0.0625
Willapa winter steelhead 2023-24,2024-03-10,Unguided,15,16,0.9375
Willapa winter steelhead 2023-24,2024-03-17,Unguided,16,16,1
Willapa winter steelhead 2023-24,2024-03-24,Unguided,13,13,1
Willapa winter steelhead 2023-24,2024-03-31,Unguided,7,7,1
Wynoochee winter steelhead 2024-25,2024-12-01,Unguided,26,26,1
Wynoochee winter steelhead 2024-25,2024-12-08,Guided,2,50,0.04
Wynoochee winter steelhead 2024-25,2024-12-08,Unguided,48,50,0.96
Wynoochee winter steelhead 2024-25,2024-12-15,Unguided,26,26,1
Wynoochee winter steelhead 2024-25,2024-12-22,Unguided,5,5,1
Wynoochee winter steelhead 2024-25,2024-12-29,Guided,6,35,0.17142857142857143
Wynoochee winter steelhead 2024-25,2024-12-29,Unguided,29,35,0.8285714285714286
Wynoochee winter steelhead 2024-25,2025-01-05,Guided,7,76,0.09210526315789473
Wynoochee winter steelhead 2024-25,2025-01-05,Unguided,69,76,0.9078947368421053
Wynoochee winter steelhead 2024-25,2025-01-12,Guided,6,63,0.09523809523809523
Wynoochee winter steelhead 2024-25,2025-01-12,Unguided,57,63,0.9047619047619048
Wynoochee winter steelhead 2024-25,2025-01-19,Guided,6,51,0.11764705882352941
Wynoochee winter steelhead 2024-25,2025-01-19,Unguided,45,51,0.8823529411764706
Wynoochee winter steelhead 2024-25,2025-01-26,Guided,7,41,0.17073170731707318
Wynoochee winter steelhead 2024-25,2025-01-26,Unguided,34,41,0.8292682926829268
Wynoochee winter steelhead 2024-25,2025-02-02,Guided,14,73,0.1917808219178082
Wynoochee winter steelhead 2024-25,2025-02-02,Unguided,59,73,0.8082191780821918
Wynoochee winter steelhead 2024-25,2025-02-09,Guided,2,38,0.05263157894736842
Wynoochee winter steelhead 2024-25,2025-02-09,Unguided,36,38,0.9473684210526315
Wynoochee winter steelhead 2024-25,2025-02-16,Guided,4,44,0.09090909090909091
Wynoochee winter steelhead 2024-25,2025-02-16,Unguided,40,44,0.9090909090909091
Wynoochee winter steelhead 2024-25,2025-02-23,Unguided,17,17,1
Wynoochee winter steelhead 2025-26,2025-11-30,Unguided,12,12,1
Wynoochee winter steelhead 2025-26,2025-12-07,Unguided,7,7,1
Wynoochee winter steelhead 2025-26,2025-12-14,Unguided,9,9,1
Wynoochee winter steelhead 2025-26,2025-12-21,Guided,2,34,0.058823529411764705
Wynoochee winter steelhead 2025-26,2025-12-21,Unguided,32,34,0.9411764705882353
Wynoochee winter steelhead 2025-26,2025-12-28,Guided,2,51,0.0392156862745098
Wynoochee winter steelhead 2025-26,2025-12-28,Unguided,49,51,0.9607843137254902
Wynoochee winter steelhead 2025-26,2026-01-04,Guided,3,45,0.06666666666666667
Wynoochee winter steelhead 2025-26,2026-01-04,Unguided,42,45,0.9333333333333333
Wynoochee winter steelhead 2025-26,2026-01-11,Guided,12,62,0.1935483870967742
Wynoochee winter steelhead 2025-26,2026-01-11,Unguided,50,62,0.8064516129032258
Wynoochee winter steelhead 2025-26,2026-01-18,Guided,15,45,0.3333333333333333
Wynoochee winter steelhead 2025-26,2026-01-18,Unguided,30,45,0.6666666666666666
Wynoochee winter steelhead 2025-26,2026-01-25,Guided,3,18,0.16666666666666666
Wynoochee winter steelhead 2025-26,2026-01-25,Unguided,15,18,0.8333333333333334
Wynoochee winter steelhead 2025-26,2026-02-01,Guided,7,72,0.09722222222222222
Wynoochee winter steelhead 2025-26,2026-02-01,Unguided,65,72,0.9027777777777778
Wynoochee winter steelhead 2025-26,2026-02-08,Guided,11,51,0.21568627450980393
Wynoochee winter steelhead 2025-26,2026-02-08,Unguided,40,51,0.7843137254901961
Wynoochee winter steelhead 2025-26,2026-02-15,Guided,2,21,0.09523809523809523
Wynoochee winter steelhead 2025-26,2026-02-15,Unguided,19,21,0.9047619047619048
