region,catch_area_code,n_years,years_present,mean_harvest,usable,fail_reason,river_label,block,area_coverage,system,ratio,ratio_basis,n_donor_areas,donor_areas,donor_ratio_cv,max_donor_area_harvest,out_of_scale,angler_trips,total_salmon_harvest,year,tier,source_id,method,mode,location,location_basis,mode_basis,fishery_name,month
Columbia - Lower,611,6,2019|2020|2021|2022|2023|2024,887,TRUE,NA,Lewis River,ColumbiaLower,standard,Lewis R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,2608.756931684927,887,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 887 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,625,3,2019|2022|2023,8,TRUE,NA,Mill Creek (Lewis Co),ColumbiaLower,standard,Cowlitz R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,23.52881110877048,8,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 8 (3 of 6 years: 2019|2022|2023) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,665,3,2019|2023|2024,5.666666666666667,TRUE,NA,Washougal River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,16.666241202045757,5.666666666666667,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 6 (3 of 6 years: 2019|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,667,6,2019|2020|2021|2022|2023|2024,353.3333333333333,TRUE,NA,Washougal River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,1039.1891573040295,353.3333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 353 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Lower,668,6,2019|2020|2021|2022|2023|2024,49.666666666666664,TRUE,NA,Washougal River,ColumbiaLower,standard,Lower Columbia,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,146.07470230028338,49.666666666666664,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 50 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Middle,508,6,2019|2020|2021|2022|2023|2024,108.5,TRUE,NA,Big White Salmon River,ColumbiaMiddle,standard,Big White Salmon River,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,319.10950066269965,108.5,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 108 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Middle,608,6,2019|2020|2021|2022|2023|2024,1121,TRUE,NA,Klickitat River,ColumbiaMiddle,standard,Klickitat River,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,3296.9746566164636,1121,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1121 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Middle,677,6,2019|2020|2021|2022|2023|2024,156.33333333333334,TRUE,NA,Wind River,ColumbiaMiddle,standard,Wind R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,459.7921837505565,156.33333333333334,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 156 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Middle,680,6,2019|2020|2021|2022|2023|2024,3154.3333333333335,TRUE,NA,Wind River,ColumbiaMiddle,standard,Wind R. System,2.94110138859631,columbia_pooled,3,533|618|690,0.8478410911903611,7794,FALSE,9277.214146762295,3154.3333333333335,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 3154 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x columbia_pooled ratio 2.941 (3 donor area(s) [533|618|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,537,6,2019|2020|2021|2022|2023|2024,3410,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,37309.5489535606,3410,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 3410 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,539,6,2019|2020|2021|2022|2023|2024,663,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,7254.026673375565,663,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 663 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,541,6,2019|2020|2021|2022|2023|2024,2494.5,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,27292.86506294924,2494.5,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 2494 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,543,6,2019|2020|2021|2022|2023|2024,7069.333333333333,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,77347.10793813423,7069.333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 7069 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,547,6,2019|2020|2021|2022|2023|2024,70.33333333333333,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,769.5322413686497,70.33333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 70 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,549,5,2019|2020|2021|2022|2024,30.8,TRUE,NA,Columbia River (above McNary),ColumbiaUpper,standard,Upper Columbia,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,336.989474419257,30.8,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 31 (5 of 6 years: 2019|2020|2021|2022|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,586,6,2019|2020|2021|2022|2023|2024,278.8333333333333,TRUE,NA,Entiat River,ColumbiaUpper,standard,Entiat River,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,3050.775923719789,278.8333333333333,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 279 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,621,4,2019|2022|2023|2024,19.25,TRUE,NA,Methow River,ColumbiaUpper,standard,Methow River,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,210.61842151203564,19.25,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 19 (4 of 6 years: 2019|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,627,6,2019|2020|2021|2022|2023|2024,156.5,TRUE,NA,Okanogan River,ColumbiaUpper,standard,Okanogan R. System,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,1712.300413851095,156.5,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 156 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,629,4,2019|2021|2022|2023,13.5,TRUE,NA,Similkameen River,ColumbiaUpper,standard,Okanogan R. System,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,147.70642547597305,13.5,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 14 (4 of 6 years: 2019|2021|2022|2023) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,672,6,2019|2020|2021|2022|2023|2024,1146,TRUE,NA,Icicle Creek,ColumbiaUpper,standard,Wenatchee R. System,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,12538.634340404824,1146,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1146 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,674,6,2019|2020|2021|2022|2023|2024,147.66666666666666,TRUE,NA,Wenatchee River,ColumbiaUpper,standard,Wenatchee R. System,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,1615.6529996507668,147.66666666666666,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 148 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
Columbia - Upper,690,6,2019|2020|2021|2022|2023|2024,461.1666666666667,TRUE,NA,Yakima,ColumbiaUpper,standard,Yakima R. System,10.94121670192393,block_pooled,2,533|690,0.444427772080458,748,FALSE,5045.724435703919,461.1666666666667,2025,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 461 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_pooled ratio 10.941 (2 donor area(s) [533|690]) from pooled 2022-2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",unknown,unknown,crc_no_split,not_collected,NA,NA
