fishery_name,month,guided_status,hours,total_hours,prop
Pre Quillayute winter steelhead 2023-24,2024-01-01,Unguided,537.9833333333333,1194.4166666666665,0.4504151259331613
Puyallup Carbon salmon 2024,2024-09-01,Unguided,3.966666666666667,3.966666666666667,1
Queets winter steelhead 2024-25,2025-01-01,Guided,6.266666666666667,167.71666666666667,0.037364603001093115
Queets winter steelhead 2024-25,2025-01-01,Unguided,161.45,167.71666666666667,0.9626353969989068
Queets winter steelhead 2024-25,2025-02-01,Guided,89.43333333333334,453.26666666666665,0.19730842770995735
Queets winter steelhead 2024-25,2025-02-01,Unguided,363.8333333333333,453.26666666666665,0.8026915722900426
Queets winter steelhead 2025-26,2025-12-01,Unguided,26.783333333333335,26.783333333333335,1
Queets winter steelhead 2025-26,2026-01-01,Unguided,183.66666666666666,183.66666666666666,1
Queets winter steelhead 2025-26,2026-02-01,Guided,71.56666666666666,201.31666666666666,0.3554930043877804
Queets winter steelhead 2025-26,2026-02-01,Unguided,129.75,201.31666666666666,0.6445069956122196
Queets winter steelhead 2025-26,2026-03-01,Guided,23.599999999999998,109.31666666666666,0.21588656807440157
Queets winter steelhead 2025-26,2026-03-01,Unguided,85.71666666666667,109.31666666666666,0.7841134319255985
Quillayute fall salmon 2022,2022-09-01,Unguided,45.983333333333334,45.983333333333334,1
Quillayute fall salmon 2022,2022-10-01,Unguided,222.03333333333333,222.03333333333333,1
Quillayute fall salmon 2022,2022-11-01,Guided,574.1666666666666,2417.4333333333334,0.23751085862416058
Quillayute fall salmon 2022,2022-11-01,Unguided,1843.2666666666667,2417.4333333333334,0.7624891413758393
Quillayute fall salmon 2022,2022-12-01,Guided,269,1342.3,0.20040229456902334
Quillayute fall salmon 2022,2022-12-01,Unguided,1073.3,1342.3,0.7995977054309766
Quillayute fall salmon 2023,2023-10-01,Guided,472.4,2501.4,0.18885424162469017
Quillayute fall salmon 2023,2023-10-01,Unguided,2029,2501.4,0.8111457583753098
Quillayute fall salmon 2023,2023-11-01,Guided,133.23333333333332,616.9333333333333,0.2159606656580938
Quillayute fall salmon 2023,2023-11-01,Unguided,483.7,616.9333333333333,0.7840393343419062
Quillayute fall salmon 2023,2023-12-01,Unguided,22.6,22.6,1
Quillayute fall salmon 2024,2024-09-01,Guided,181.88333333333333,1532.6333333333332,0.1186737423606429
Quillayute fall salmon 2024,2024-09-01,Unguided,1350.75,1532.6333333333332,0.8813262576393571
Quillayute fall salmon 2024,2024-10-01,Guided,699.05,2820.8999999999996,0.2478109823106101
Quillayute fall salmon 2024,2024-10-01,Unguided,2121.85,2820.8999999999996,0.75218901768939
Quillayute fall salmon 2024,2024-11-01,Guided,520.4166666666666,1510.0833333333333,0.34462777992384525
Quillayute fall salmon 2024,2024-11-01,Unguided,989.6666666666666,1510.0833333333333,0.6553722200761547
Quillayute fall salmon 2025,2025-09-01,Guided,176.08333333333334,1168.55,0.15068532226548573
Quillayute fall salmon 2025,2025-09-01,Unguided,992.4666666666667,1168.55,0.8493146777345143
Quillayute fall salmon 2025,2025-10-01,Guided,676.8833333333333,3041.4666666666667,0.22255161983253693
Quillayute fall salmon 2025,2025-10-01,Unguided,2364.5833333333335,3041.4666666666667,0.7774483801674631
Quillayute fall salmon 2025,2025-11-01,Guided,244.05,1677,0.1455277280858676
Quillayute fall salmon 2025,2025-11-01,Unguided,1432.95,1677,0.8544722719141324
Quillayute fall salmon 2025,2025-12-01,Unguided,11.9,11.9,1
Quillayute spring chinook 2025,2025-05-01,Guided,624.8666666666667,1213.2333333333333,0.5150424485534522
Quillayute spring chinook 2025,2025-05-01,Unguided,588.3666666666667,1213.2333333333333,0.4849575514465478
Quillayute spring chinook 2025,2025-06-01,Guided,132.95,373.98333333333335,0.3554971255403538
Quillayute spring chinook 2025,2025-06-01,Unguided,241.03333333333333,373.98333333333335,0.6445028744596462
Quillayute spring chinook 2026,2026-05-01,Guided,504.78333333333336,1382.5166666666667,0.36511916673698935
Quillayute spring chinook 2026,2026-05-01,Unguided,877.7333333333333,1382.5166666666667,0.6348808332630107
Quillayute winter steelhead 2022-23,2022-12-01,Guided,23.5,103.11666666666666,0.22789720381444967
Quillayute winter steelhead 2022-23,2022-12-01,Unguided,79.61666666666666,103.11666666666666,0.7721027961855503
Quillayute winter steelhead 2022-23,2023-01-01,Guided,595.8,1173.3333333333333,0.5077840909090909
Quillayute winter steelhead 2022-23,2023-01-01,Unguided,577.5333333333333,1173.3333333333333,0.4922159090909091
Quillayute winter steelhead 2022-23,2023-02-01,Guided,612.1833333333333,1340.8,0.4565806483691328
Quillayute winter steelhead 2022-23,2023-02-01,Unguided,728.6166666666667,1340.8,0.5434193516308672
Quillayute winter steelhead 2022-23,2023-03-01,Guided,400.43333333333334,490.4,0.8165443175638935
Quillayute winter steelhead 2022-23,2023-03-01,Unguided,89.96666666666667,490.4,0.1834556824361066
Quillayute winter steelhead 2024-25,2024-12-01,Guided,278.01666666666665,1342.7833333333333,0.2070450680799831
Quillayute winter steelhead 2024-25,2024-12-01,Unguided,1064.7666666666667,1342.7833333333333,0.7929549319200169
Quillayute winter steelhead 2024-25,2025-01-01,Guided,359.28333333333336,1325.3333333333333,0.27108903420523145
Quillayute winter steelhead 2024-25,2025-01-01,Unguided,966.05,1325.3333333333333,0.7289109657947687
Quillayute winter steelhead 2024-25,2025-02-01,Guided,818.0666666666667,1713.75,0.47735472890833947
Quillayute winter steelhead 2024-25,2025-02-01,Unguided,895.6833333333333,1713.75,0.5226452710916606
Quillayute winter steelhead 2024-25,2025-03-01,Guided,2033.1666666666667,3118.9833333333336,0.6518683972875776
Quillayute winter steelhead 2024-25,2025-03-01,Unguided,1085.8166666666666,3118.9833333333336,0.34813160271242227
Quillayute winter steelhead 2025-26,2025-12-01,Guided,126.56666666666666,1740.2,0.07273110370455503
Quillayute winter steelhead 2025-26,2025-12-01,Unguided,1613.6333333333334,1740.2,0.927268896295445
Quillayute winter steelhead 2025-26,2026-01-01,Guided,585.7833333333333,1971.85,0.29707296870113514
Quillayute winter steelhead 2025-26,2026-01-01,Unguided,1386.0666666666666,1971.85,0.7029270312988649
Quillayute winter steelhead 2025-26,2026-02-01,Guided,1380.7333333333333,3293.2666666666664,0.4192594991801454
Quillayute winter steelhead 2025-26,2026-02-01,Unguided,1912.5333333333333,3293.2666666666664,0.5807405008198547
Quillayute winter steelhead 2025-26,2026-03-01,Guided,1878.85,3753.083333333333,0.5006150498479028
Quillayute winter steelhead 2025-26,2026-03-01,Unguided,1874.2333333333333,3753.083333333333,0.4993849501520972
Quinault winter steelhead 2024-25,2025-03-01,Guided,128.36666666666667,417.93333333333334,0.307146275323018
Quinault winter steelhead 2024-25,2025-03-01,Unguided,289.56666666666666,417.93333333333334,0.6928537246769819
Quinault winter steelhead 2025-26,2026-01-01,Unguided,23.833333333333332,23.833333333333332,1
Quinault winter steelhead 2025-26,2026-02-01,Unguided,62.7,62.7,1
Quinault winter steelhead 2025-26,2026-03-01,Unguided,118.26666666666667,118.26666666666667,1
Satsop salmon 2022,2022-10-01,Unguided,787.7166666666667,787.7166666666667,1
Satsop salmon 2022,2022-11-01,Guided,93.33333333333334,1940.1999999999998,0.04810500635673299
Satsop salmon 2022,2022-11-01,Unguided,1846.8666666666666,1940.1999999999998,0.951894993643267
Satsop salmon 2022,2022-12-01,Unguided,216.8,216.8,1
Satsop salmon 2023,2023-10-01,Guided,31.65,1496.7333333333333,0.02114605140082847
Satsop salmon 2023,2023-10-01,Unguided,1465.0833333333333,1496.7333333333333,0.9788539485991715
Satsop salmon 2023,2023-11-01,Guided,126.06666666666666,1439.6999999999998,0.08756453890856893
Satsop salmon 2023,2023-11-01,Unguided,1313.6333333333332,1439.6999999999998,0.9124354610914311
Satsop salmon 2024,2024-10-01,Guided,43.3,2613.3,0.01656908889143994
Satsop salmon 2024,2024-10-01,Unguided,2570,2613.3,0.98343091110856
Satsop salmon 2024,2024-11-01,Guided,151.88333333333333,1462.0666666666666,0.10388263189093065
Satsop salmon 2024,2024-11-01,Unguided,1310.1833333333334,1462.0666666666666,0.8961173681090694
Satsop salmon 2024,2024-12-01,Guided,41.349999999999994,296.7,0.1393663633299629
Satsop salmon 2024,2024-12-01,Unguided,255.35,296.7,0.8606336366700371
Satsop salmon 2025,2025-10-01,Guided,163.91666666666666,1321.1000000000001,0.12407589634900207
Satsop salmon 2025,2025-10-01,Unguided,1157.1833333333334,1321.1000000000001,0.8759241036509978
Satsop salmon 2025,2025-11-01,Guided,172.56666666666666,1539.8999999999999,0.11206355391042709
Satsop salmon 2025,2025-11-01,Unguided,1367.3333333333333,1539.8999999999999,0.8879364460895729
Satsop salmon 2025,2025-12-01,Guided,15.75,177.25,0.08885754583921016
Satsop salmon 2025,2025-12-01,Unguided,161.5,177.25,0.9111424541607899
Satsop winter steelhead 2024-25,2024-11-01,Guided,151.88333333333333,1462.0666666666666,0.10388263189093065
Satsop winter steelhead 2024-25,2024-11-01,Unguided,1310.1833333333334,1462.0666666666666,0.8961173681090694
Satsop winter steelhead 2024-25,2024-12-01,Guided,41.349999999999994,296.7,0.1393663633299629
Satsop winter steelhead 2024-25,2024-12-01,Unguided,255.35,296.7,0.8606336366700371
Satsop winter steelhead 2024-25,2025-01-01,Guided,18.299999999999997,443.08333333333337,0.0413014858002633
Satsop winter steelhead 2024-25,2025-01-01,Unguided,424.78333333333336,443.08333333333337,0.9586985141997366
Satsop winter steelhead 2024-25,2025-02-01,Guided,53.06666666666666,913.6666666666667,0.05808099233856256
Satsop winter steelhead 2024-25,2025-02-01,Unguided,860.6,913.6666666666667,0.9419190076614373
Satsop winter steelhead 2025-26,2025-12-01,Guided,15.75,177.25,0.08885754583921016
Satsop winter steelhead 2025-26,2025-12-01,Unguided,161.5,177.25,0.9111424541607899
Satsop winter steelhead 2025-26,2026-01-01,Guided,63.099999999999994,462.8666666666667,0.1363243554659369
Satsop winter steelhead 2025-26,2026-01-01,Unguided,399.76666666666665,462.8666666666667,0.8636756445340631
Satsop winter steelhead 2025-26,2026-02-01,Guided,191.98333333333332,710.5500000000001,0.27018975910679516
Satsop winter steelhead 2025-26,2026-02-01,Unguided,518.5666666666667,710.5500000000001,0.7298102408932048
Skagit fall salmon 2021,2021-08-01,Unguided,1013.5166666666667,1013.5166666666667,1
Skagit fall salmon 2021,2021-09-01,Guided,62.6,2863.233333333333,0.021863394530658813
Skagit fall salmon 2021,2021-09-01,Unguided,2800.633333333333,2863.233333333333,0.9781366054693412
Skagit fall salmon 2021,2021-10-01,Guided,132.38333333333333,1376.0833333333335,0.09620299158238961
Skagit fall salmon 2021,2021-10-01,Unguided,1243.7,1376.0833333333335,0.9037970084176103
Skagit fall salmon 2021,2021-11-01,Guided,30.46666666666667,313.26666666666665,0.09725473505001066
Skagit fall salmon 2021,2021-11-01,Unguided,282.8,313.26666666666665,0.9027452649499894
Skagit fall salmon 2021,2021-12-01,Guided,9.4,267.95,0.03508117186042172
Skagit fall salmon 2021,2021-12-01,Unguided,258.55,267.95,0.9649188281395784
Skagit fall salmon 2022,2022-09-01,Guided,339.55,6474.033333333334,0.052447984512488346
Skagit fall salmon 2022,2022-09-01,Unguided,6134.483333333334,6474.033333333334,0.9475520154875117
Skagit fall salmon 2022,2022-10-01,Guided,863.5333333333333,6153.4333333333325,0.14033358071103938
Skagit fall salmon 2022,2022-10-01,Unguided,5289.9,6153.4333333333325,0.8596664192889607
Skagit fall salmon 2022,2022-11-01,Guided,138.01666666666668,1270.6,0.10862322262448189
Skagit fall salmon 2022,2022-11-01,Unguided,1132.5833333333333,1270.6,0.8913767773755181
Skagit fall salmon 2023,2023-08-01,Guided,1.5833333333333333,3359.4,4.7131432200194477e-4
Skagit fall salmon 2023,2023-08-01,Unguided,3357.8166666666666,3359.4,0.999528685677998
Skagit fall salmon 2023,2023-09-01,Guided,308.25,7851.983333333334,0.039257597337403076
Skagit fall salmon 2023,2023-09-01,Unguided,7543.733333333334,7851.983333333334,0.9607424026625969
Skagit fall salmon 2023,2023-10-01,Guided,496.03333333333336,5038.200000000001,0.09845447448162703
Skagit fall salmon 2023,2023-10-01,Unguided,4542.166666666667,5038.200000000001,0.9015455255183729
Skagit fall salmon 2023,2023-11-01,Guided,242.81666666666666,1045.0166666666667,0.23235674072183857
Skagit fall salmon 2023,2023-11-01,Unguided,802.2,1045.0166666666667,0.7676432592781615
Skagit fall salmon 2024,2024-09-01,Guided,65.8,6284.7,0.01046987127468296
Skagit fall salmon 2024,2024-09-01,Unguided,6218.9,6284.7,0.989530128725317
Skagit fall salmon 2024,2024-10-01,Guided,519.6333333333333,3564.1,0.14579650776727177
Skagit fall salmon 2024,2024-10-01,Unguided,3044.4666666666667,3564.1,0.8542034922327283
Skagit fall salmon 2024,2024-11-01,Guided,124.78333333333333,1125.25,0.1108938754350885
Skagit fall salmon 2024,2024-11-01,Unguided,1000.4666666666667,1125.25,0.8891061245649116
Skagit fall salmon 2025,2025-08-01,Guided,31.433333333333334,2730.633333333333,0.011511370988415386
Skagit fall salmon 2025,2025-08-01,Unguided,2699.2,2730.633333333333,0.9884886290115846
Skagit fall salmon 2025,2025-09-01,Guided,262.7166666666667,8131.833333333334,0.032307187801028876
Skagit fall salmon 2025,2025-09-01,Unguided,7869.116666666667,8131.833333333334,0.9676928121989711
Skagit fall salmon 2025,2025-10-01,Guided,872.0666666666667,5715.25,0.1525859177930391
Skagit fall salmon 2025,2025-10-01,Unguided,4843.183333333333,5715.25,0.8474140822069609
Skagit fall salmon 2025,2025-11-01,Guided,285.4,879.5666666666666,0.3244779626331148
Skagit fall salmon 2025,2025-11-01,Unguided,594.1666666666666,879.5666666666666,0.6755220373668852
Skagit spring Chinook 2021 lower,2021-05-01,Unguided,506.03333333333336,506.03333333333336,1
Skagit spring Chinook 2022 lower,2022-05-01,Unguided,1305.1666666666667,1305.1666666666667,1
Skagit spring Chinook 2022 upper,2022-06-01,Guided,295.2,723.2,0.40818584070796454
Skagit spring Chinook 2022 upper,2022-06-01,Unguided,428,723.2,0.5918141592920354
Skagit spring Chinook 2022 upper,2022-07-01,Unguided,62.666666666666664,62.666666666666664,1
Skagit spring Chinook 2023 lower,2023-05-01,Unguided,965.9166666666666,965.9166666666666,1
Skagit spring Chinook 2023 upper,2023-06-01,Guided,222,917.3166666666667,0.2420102109413325
Skagit spring Chinook 2023 upper,2023-06-01,Unguided,695.3166666666667,917.3166666666667,0.7579897890586675
Skagit spring Chinook 2023 upper,2023-07-01,Guided,41.05,162.78333333333333,0.25217569366233233
Skagit spring Chinook 2023 upper,2023-07-01,Unguided,121.73333333333333,162.78333333333333,0.7478243063376677
Skagit spring Chinook 2024 lower,2024-04-01,Unguided,454.93333333333334,454.93333333333334,1
Skagit spring Chinook 2024 lower,2024-05-01,Unguided,1343.4166666666667,1343.4166666666667,1
Skagit spring Chinook 2024 upper,2024-05-01,Unguided,81.13333333333334,81.13333333333334,1
Skagit spring Chinook 2024 upper,2024-06-01,Guided,242.35,2263.366666666667,0.10707500625911252
Skagit spring Chinook 2024 upper,2024-06-01,Unguided,2021.0166666666667,2263.366666666667,0.8929249937408874
Skagit spring Chinook 2024 upper,2024-07-01,Guided,27.1,268.56666666666666,0.10090604443341195
Skagit spring Chinook 2024 upper,2024-07-01,Unguided,241.46666666666667,268.56666666666666,0.8990939555665881
Skagit spring Chinook 2025 lower,2025-04-01,Unguided,382.45,382.45,1
Skagit spring Chinook 2025 lower,2025-05-01,Guided,4.5,545.6666666666666,0.00824679291386683
Skagit spring Chinook 2025 lower,2025-05-01,Unguided,541.1666666666666,545.6666666666666,0.9917532070861331
Skagit spring Chinook 2025 upper,2025-05-01,Guided,170.06666666666666,969.1666666666667,0.17547721410146172
Skagit spring Chinook 2025 upper,2025-05-01,Unguided,799.1,969.1666666666667,0.8245227858985382
Skagit spring Chinook 2025 upper,2025-06-01,Guided,144.26666666666668,2168.85,0.06651758612475123
Skagit spring Chinook 2025 upper,2025-06-01,Unguided,2024.5833333333333,2168.85,0.9334824138752488
Skagit spring Chinook 2025 upper,2025-07-01,Unguided,166.4,166.4,1
Skagit spring Chinook 2026 lower,2026-04-01,Guided,22.933333333333334,1001.2166666666666,0.02290546501756197
Skagit spring Chinook 2026 lower,2026-04-01,Unguided,978.2833333333333,1001.2166666666666,0.977094534982438
Skagit spring Chinook 2026 lower,2026-05-01,Unguided,525.7833333333333,525.7833333333333,1
Skagit spring Chinook 2026 upper,2026-05-01,Guided,158.76666666666668,1403.6333333333334,0.11311121137999003
Skagit spring Chinook 2026 upper,2026-05-01,Unguided,1244.8666666666668,1403.6333333333334,0.88688878862001
Skagit spring Chinook 2026 upper,2026-06-01,Guided,202.53333333333333,1037.7833333333333,0.19515955482037034
Skagit spring Chinook 2026 upper,2026-06-01,Unguided,835.25,1037.7833333333333,0.8048404451796297
Skagit spring Chinook 2026 upper,2026-07-01,Unguided,116.06666666666666,116.06666666666666,1
Skagit spring gamefish 2025,2025-04-01,Unguided,9.733333333333333,9.733333333333333,1
Skagit summer gamefish 2022,2022-07-01,Guided,12.366666666666667,130.13333333333333,0.09503073770491804
Skagit summer gamefish 2022,2022-07-01,Unguided,117.76666666666667,130.13333333333333,0.904969262295082
Skagit summer gamefish 2022,2022-08-01,Guided,23.45,245.61666666666665,0.09547397706453145
Skagit summer gamefish 2022,2022-08-01,Unguided,222.16666666666666,245.61666666666665,0.9045260229354686
Skagit summer gamefish 2024,2024-08-01,Unguided,177.21666666666667,177.21666666666667,1
Skagit summer sockeye 2022,2022-06-01,Unguided,1046.3333333333333,1046.3333333333333,1
Skagit summer sockeye 2022,2022-07-01,Unguided,1978.05,1978.05,1
Skagit summer sockeye 2023,2023-06-01,Guided,124.48333333333333,790.6666666666667,0.15744097807757165
Skagit summer sockeye 2023,2023-06-01,Unguided,666.1833333333334,790.6666666666667,0.8425590219224284
Skagit summer sockeye 2023,2023-07-01,Guided,36.4,730.6833333333333,0.04981638192559477
Skagit summer sockeye 2023,2023-07-01,Unguided,694.2833333333333,730.6833333333333,0.9501836180744052
Skagit summer sockeye 2024,2024-06-01,Guided,86.86666666666667,1972.3333333333335,0.044042589149907045
Skagit summer sockeye 2024,2024-06-01,Unguided,1885.4666666666667,1972.3333333333335,0.9559574108500929
Skagit summer sockeye 2024,2024-07-01,Guided,49.7,2037.6000000000001,0.02439144091087554
Skagit summer sockeye 2024,2024-07-01,Unguided,1987.9,2037.6000000000001,0.9756085590891245
Skagit summer sockeye 2025,2025-06-01,Guided,51.93333333333333,2452.5666666666666,0.021175095478206504
Skagit summer sockeye 2025,2025-06-01,Unguided,2400.633333333333,2452.5666666666666,0.9788249045217935
Skagit summer sockeye 2025,2025-07-01,Unguided,1816.55,1816.55,1
Skagit summer sockeye 2026,2026-06-01,Guided,145.51666666666668,1772.7333333333333,0.08208604415027641
Skagit summer sockeye 2026,2026-06-01,Unguided,1627.2166666666667,1772.7333333333333,0.9179139558497236
Skagit summer sockeye 2026,2026-07-01,Guided,137.8,1957.45,0.0703977113080794
Skagit summer sockeye 2026,2026-07-01,Unguided,1819.65,1957.45,0.9296022886919206
Skagit winter gamefish 2021-22,2022-01-01,Guided,95.98333333333333,1160.0833333333333,0.08273830902952374
Skagit winter gamefish 2021-22,2022-01-01,Unguided,1064.1,1160.0833333333333,0.9172616909704763
Skagit winter gamefish 2022-23,2022-12-01,Unguided,96.06666666666666,96.06666666666666,1
Skagit winter gamefish 2022-23,2023-01-01,Guided,50.55,1858.7166666666667,0.027196183746850424
Skagit winter gamefish 2022-23,2023-01-01,Unguided,1808.1666666666667,1858.7166666666667,0.9728038162531496
Skagit winter gamefish 2024,2024-01-01,Guided,13.2,409.5833333333333,0.03222787385554425
Skagit winter gamefish 2024,2024-01-01,Unguided,396.3833333333333,409.5833333333333,0.9677721261444557
Skagit winter gamefish 2025,2025-01-01,Guided,16.466666666666665,720.3000000000001,0.022860845018279417
Skagit winter gamefish 2025,2025-01-01,Unguided,703.8333333333334,720.3000000000001,0.9771391549817205
Skagit winter steelhead 2021,2021-02-01,Guided,395.8,3415.7000000000003,0.11587668706268114
Skagit winter steelhead 2021,2021-02-01,Unguided,3019.9,3415.7000000000003,0.8841233129373188
Skagit winter steelhead 2021,2021-03-01,Guided,731.2333333333333,8998.983333333334,0.08125732721659298
Skagit winter steelhead 2021,2021-03-01,Unguided,8267.75,8998.983333333334,0.918742672783407
Skagit winter steelhead 2021,2021-04-01,Guided,510.2166666666667,4743.333333333334,0.10756500351370343
Skagit winter steelhead 2021,2021-04-01,Unguided,4233.116666666667,4743.333333333334,0.8924349964862964
Skagit winter steelhead 2023,2023-03-01,Guided,87.08333333333333,1916.1833333333332,0.04544624296561742
Skagit winter steelhead 2023,2023-03-01,Unguided,1829.1,1916.1833333333332,0.9545537570343826
Skagit winter steelhead 2023,2023-04-01,Guided,485.3,5937.066666666667,0.08174070247933884
Skagit winter steelhead 2023,2023-04-01,Unguided,5451.766666666666,5937.066666666667,0.9182592975206612
Skagit winter steelhead 2024,2024-02-01,Guided,411.1,3140.983333333333,0.13088257923474073
Skagit winter steelhead 2024,2024-02-01,Unguided,2729.883333333333,3140.983333333333,0.8691174207652593
Skagit winter steelhead 2024,2024-03-01,Guided,1019.2833333333333,6546.533333333333,0.15569818122568688
Skagit winter steelhead 2024,2024-03-01,Unguided,5527.25,6546.533333333333,0.8443018187743132
Skagit winter steelhead 2024,2024-04-01,Guided,665.7166666666667,4237.483333333334,0.15710189617264964
Skagit winter steelhead 2024,2024-04-01,Unguided,3571.766666666667,4237.483333333334,0.8428981038273503
Skagit winter steelhead 2025,2025-02-01,Guided,169.48333333333332,1864.2333333333333,0.09091315464802331
Skagit winter steelhead 2025,2025-02-01,Unguided,1694.75,1864.2333333333333,0.9090868453519767
Skagit winter steelhead 2025,2025-03-01,Guided,853.4833333333333,6643.933333333333,0.128460550477127
Skagit winter steelhead 2025,2025-03-01,Unguided,5790.45,6643.933333333333,0.871539449522873
Skagit winter steelhead 2025,2025-04-01,Guided,439.6666666666667,2745.5499999999997,0.1601379201495754
Skagit winter steelhead 2025,2025-04-01,Unguided,2305.883333333333,2745.5499999999997,0.8398620798504247
Skookumchuck winter steelhead 2024-25,2024-12-01,Unguided,526.2333333333333,526.2333333333333,1
Skookumchuck winter steelhead 2024-25,2025-01-01,Unguided,1054.3833333333334,1054.3833333333334,1
Skookumchuck winter steelhead 2024-25,2025-02-01,Unguided,640.7333333333333,640.7333333333333,1
Skookumchuck winter steelhead 2025-26,2025-12-01,Unguided,145.96666666666667,145.96666666666667,1
Skookumchuck winter steelhead 2025-26,2026-01-01,Unguided,576.65,576.65,1
Skookumchuck winter steelhead 2025-26,2026-02-01,Unguided,476.51666666666665,476.51666666666665,1
Skykomish summer Chinook 2020,2020-05-01,Guided,18,225.8,0.07971656333038087
Skykomish summer Chinook 2020,2020-05-01,Unguided,207.8,225.8,0.9202834366696191
Skykomish summer Chinook 2020,2020-06-01,Guided,878,917.75,0.9566875510760011
Skykomish summer Chinook 2020,2020-06-01,Unguided,39.75,917.75,0.04331244892399891
Skykomish summer Chinook 2020,2020-07-01,Guided,127.5,136.5,0.9340659340659341
Skykomish summer Chinook 2020,2020-07-01,Unguided,9,136.5,0.06593406593406594
Skykomish summer Chinook 2021,2021-05-01,Guided,80.25,80.25,1
Skykomish summer Chinook 2021,2021-06-01,Guided,709.8666666666667,1704.5666666666666,0.4164499286231105
Skykomish summer Chinook 2021,2021-06-01,Unguided,994.7,1704.5666666666666,0.5835500713768896
Skykomish summer Chinook 2021,2021-07-01,Guided,576.1833333333334,858.3500000000001,0.6712685190578823
Skykomish summer Chinook 2021,2021-07-01,Unguided,282.1666666666667,858.3500000000001,0.32873148094211757
Skykomish summer Chinook and gamefish 2022,2022-05-01,Guided,10.166666666666666,244.85,0.04152202028452794
Skykomish summer Chinook and gamefish 2022,2022-05-01,Unguided,234.68333333333334,244.85,0.9584779797154721
Skykomish summer Chinook and gamefish 2022,2022-06-01,Guided,924.65,2894.65,0.3194341284783998
Skykomish summer Chinook and gamefish 2022,2022-06-01,Unguided,1970,2894.65,0.6805658715216002
Skykomish summer Chinook and gamefish 2022,2022-07-01,Guided,555.8,2648.833333333333,0.20982822626313472
Skykomish summer Chinook and gamefish 2022,2022-07-01,Unguided,2093.0333333333333,2648.833333333333,0.7901717737368653
Skykomish summer Chinook and gamefish 2022,2022-08-01,Unguided,38.266666666666666,38.266666666666666,1
Skykomish summer Chinook and gamefish 2025,2025-06-01,Guided,259.8666666666667,1491.15,0.174272653097721
Skykomish summer Chinook and gamefish 2025,2025-06-01,Unguided,1231.2833333333333,1491.15,0.8257273469022789
Skykomish summer Chinook and gamefish 2025,2025-07-01,Guided,60.25,276.65,0.2177842038677029
Skykomish summer Chinook and gamefish 2025,2025-07-01,Unguided,216.4,276.65,0.7822157961322972
Skykomish winter gamefish 2021-22,2021-12-01,Unguided,457.68333333333334,457.68333333333334,1
Skykomish winter gamefish 2021-22,2022-01-01,Unguided,483.1333333333333,483.1333333333333,1
Skykomish winter gamefish 2021-22,2022-02-01,Unguided,170.85,170.85,1
Skykomish winter gamefish 2022-23,2022-10-01,Unguided,1.95,1.95,1
Snohomish fall salmon 2021,2021-08-01,Guided,30.733333333333334,1050.1333333333332,0.029266124936516
Snohomish fall salmon 2021,2021-08-01,Unguided,1019.4,1050.1333333333332,0.9707338750634841
Snohomish fall salmon 2021,2021-09-01,Guided,93.46666666666667,4006.25,0.023330213208528343
Snohomish fall salmon 2021,2021-09-01,Unguided,3912.7833333333333,4006.25,0.9766697867914717
Snohomish fall salmon 2021,2021-10-01,Unguided,397.5,397.5,1
Snohomish fall salmon 2023,2023-09-01,Guided,41.78333333333333,41.78333333333333,1
Snohomish fall salmon 2023,2023-10-01,Guided,134.4,134.4,1
Snohomish fall salmon 2023,2023-11-01,Guided,33.7,33.7,1
Snohomish fall salmon 2024,2024-10-01,Guided,140,140,1
Snohomish fall salmon 2025,2025-08-01,Guided,25,3383.5666666666666,0.007388652999300541
Snohomish fall salmon 2025,2025-08-01,Unguided,3358.5666666666666,3383.5666666666666,0.9926113470006994
Snohomish fall salmon 2025,2025-09-01,Guided,78.88333333333333,4159.533333333334,0.018964467167791255
Snohomish fall salmon 2025,2025-09-01,Unguided,4080.65,4159.533333333334,0.9810355328322087
Snohomish fall salmon 2025,2025-10-01,Unguided,276.6666666666667,276.6666666666667,1
Snohomish fall salmon 2025,2025-11-01,Guided,89.5,594.0833333333333,0.15065226539486606
Snohomish fall salmon 2025,2025-11-01,Unguided,504.5833333333333,594.0833333333333,0.849347734605134
South Fork Willapa winter steelhead 2022-23,2022-12-01,Unguided,2,2,1
South Fork Willapa winter steelhead 2022-23,2023-01-01,Unguided,37.88333333333333,37.88333333333333,1
South Fork Willapa winter steelhead 2022-23,2023-02-01,Unguided,35.9,35.9,1
South Fork Willapa winter steelhead 2023-24,2023-12-01,Unguided,10.366666666666667,10.366666666666667,1
South Fork Willapa winter steelhead 2023-24,2024-01-01,Unguided,27.733333333333334,27.733333333333334,1
South Fork Willapa winter steelhead 2023-24,2024-02-01,Unguided,16.066666666666666,16.066666666666666,1
Stillaguamish salmon and gamefish 2024-25,2024-10-01,Guided,0.8166666666666667,0.8166666666666667,1
Stillaguamish salmon and gamefish 2025-26,2025-09-01,Unguided,979.6833333333333,979.6833333333333,1
Stillaguamish salmon and gamefish 2025-26,2025-10-01,Unguided,1762.4833333333333,1762.4833333333333,1
Upper Chehalis salmon 2023,2023-10-01,Guided,468.73333333333335,1509.0166666666667,0.3106217072928287
Upper Chehalis salmon 2023,2023-10-01,Unguided,1040.2833333333333,1509.0166666666667,0.6893782927071713
Upper Chehalis salmon 2023,2023-11-01,Guided,337.76666666666665,1257.5833333333333,0.26858392419322774
