fishery_name,est_cg,reported_harvest,n_interviews,n_interviews_fish,catch_group,is_total,expanded_harvest,study_design,expansion_factor,unsampled_effort_hrs,prop_effort_unsampled,pe_period
Skagit fall salmon 2024,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,994,1709,425,TotalSalmon,TRUE,13390.676868253968,Standard,13.471505903676023,8139.548022452282,0.10177650711778165,month
Skagit fall salmon 2024,Chum_Adult|Jack_AD|UM|UNK_Kept,0,1709,0,Chum,FALSE,0,Standard,NA,8139.548022452282,0.10177650711778165,month
Skagit fall salmon 2024,Coho_Adult|Jack_AD|UM|UNK_Kept,992,1709,424,Coho,FALSE,13379.866475396824,Standard,13.48776862439196,8139.548022452282,0.10177650711778165,month
Skagit fall salmon 2024,Pink_Adult|Jack_AD|UM|UNK_Kept,2,1709,2,Pink,FALSE,10.810392857142858,Standard,5.405196428571429,8139.548022452282,0.10177650711778165,month
Skagit fall salmon 2025,Chinook_Adult|Jack|NA_AD|UM|UNK_Kept,1,2613,1,Chinook,FALSE,18.687375,Standard,18.687375,9183.657390400342,0.0630450928859667,month
Skagit fall salmon 2025,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|UM|UNK_Kept,1792,2613,757,TotalSalmon,TRUE,23081.3062489011,Standard,12.880193219252845,9183.657390400342,0.0630450928859667,month
Skagit fall salmon 2025,Chum_Adult|Jack|NA_AD|UM|UNK_Kept,2,2613,1,Chum,FALSE,94.98866666666667,Standard,47.49433333333334,9183.657390400342,0.0630450928859667,month
Skagit fall salmon 2025,Coho_Adult|Jack|NA_AD|UM|UNK_Kept,1214,2613,484,Coho,FALSE,15029.377229961705,Standard,12.38004714164885,9183.657390400342,0.0630450928859667,month
Skagit fall salmon 2025,Pink_Adult|Jack|NA_AD|UM|UNK_Kept,575,2613,295,Pink,FALSE,7938.264909848485,Standard,13.805678104084322,9183.657390400342,0.0630450928859667,month
Snohomish fall salmon 2022,Chum_Adult_AD|UM_Kept,0,41,0,Chum,FALSE,0,Standard,NA,1052.2129683158703,0.3049870252965108,month
Snohomish fall salmon 2022,Chum|Coho_Adult_AD|UM_Kept,13,41,7,TotalSalmon,TRUE,826.8765000000001,Standard,63.605884615384625,1052.2129683158703,0.3049870252965108,month
Snohomish fall salmon 2022,Coho_Adult_AD|UM_Kept,13,41,7,Coho,FALSE,826.8765000000001,Standard,63.605884615384625,1052.2129683158703,0.3049870252965108,month
Snohomish fall salmon 2023,Chinook_Adult|NA_AD|NA|UM|UNK_Kept,0,2483,0,Chinook,FALSE,0,Standard,NA,1358.805498037348,0.01043595127947068,month
Snohomish fall salmon 2023,Chinook|Chum|Coho|Pink_Adult|NA_AD|NA|UM|UNK_Kept,5118,2483,1153,TotalSalmon,TRUE,38600.40547907648,Standard,7.542087823188058,1358.805498037348,0.01043595127947068,month
Snohomish fall salmon 2023,Chum_Adult|NA_AD|NA|UM|UNK_Kept,4,2483,1,Chum,FALSE,6.14,Standard,1.535,1358.805498037348,0.01043595127947068,month
Snohomish fall salmon 2023,Coho_Adult|NA_AD|NA|UM|UNK_Kept,498,2483,203,Coho,FALSE,4826.260744588744,Standard,9.69128663572037,1358.805498037348,0.01043595127947068,month
Snohomish fall salmon 2023,Pink_Adult|NA_AD|NA|UM|UNK_Kept,4616,2483,976,Pink,FALSE,33768.00463059163,Standard,7.315425613213092,1358.805498037348,0.01043595127947068,month
Snohomish fall salmon 2024,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,1470,0,Chinook,FALSE,0,Standard,NA,222.60652753218724,0.006993998232076668,month
Snohomish fall salmon 2024,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,511,1470,221,TotalSalmon,TRUE,2708.910523015873,Standard,5.301194761283509,222.60652753218724,0.006993998232076668,month
Snohomish fall salmon 2024,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,67,1470,10,Chum,FALSE,566.0254285714286,Standard,8.448140724946695,222.60652753218724,0.006993998232076668,month
Snohomish fall salmon 2024,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,444,1470,213,Coho,FALSE,2142.888523015873,Standard,4.826325502288002,222.60652753218724,0.006993998232076668,month
Snohomish fall salmon 2025,Chinook_Adult_AD|UM_Kept,1,1316,1,Chinook,FALSE,35.056250000000006,Standard,35.056250000000006,1152.0257892532143,0.015147038602898259,month
Snohomish fall salmon 2025,Chinook|Chum|Coho|Pink_Adult_AD|UM_Kept,1498,1316,457,TotalSalmon,TRUE,22902.365416666667,Standard,15.28862844904317,1152.0257892532143,0.015147038602898259,month
Snohomish fall salmon 2025,Chum_Adult_AD|UM_Kept,0,1316,0,Chum,FALSE,0,Standard,NA,1152.0257892532143,0.015147038602898259,month
Snohomish fall salmon 2025,Coho_Adult_AD|UM_Kept,88,1316,35,Coho,FALSE,503.07981666666666,Standard,5.716816098484848,1152.0257892532143,0.015147038602898259,month
Snohomish fall salmon 2025,Pink_Adult_AD|UM_Kept,1409,1316,423,Pink,FALSE,22364.231600000003,Standard,15.872414194464161,1152.0257892532143,0.015147038602898259,month
Stillaguamish salmon and gamefish 2022-23,Chinook_Adult|Jack_AD|UM_Kept,0,271,0,Chinook,FALSE,0,Standard,NA,2602.271435185185,0.24985034423846858,month
Stillaguamish salmon and gamefish 2022-23,Chinook|Chum|Coho_Adult|Jack_AD|UM_Kept,18,271,15,TotalSalmon,TRUE,329.21100476190475,Standard,18.289500264550263,2602.271435185185,0.24985034423846858,month
Stillaguamish salmon and gamefish 2022-23,Chum_Adult|Jack_AD|UM_Kept,0,271,0,Chum,FALSE,0,Standard,NA,2602.271435185185,0.24985034423846858,month
Stillaguamish salmon and gamefish 2022-23,Coho_Adult|Jack_AD|UM_Kept,18,271,15,Coho,FALSE,329.21100476190475,Standard,18.289500264550263,2602.271435185185,0.24985034423846858,month
Stillaguamish salmon and gamefish 2023-24,Chinook_Adult_UM_Kept,0,272,0,Chinook,FALSE,0,Standard,NA,361.02703125000005,0.02735827170650387,month
Stillaguamish salmon and gamefish 2023-24,Chinook|Coho|Pink_Adult_UM_Kept,224,272,73,TotalSalmon,TRUE,3137.3990000000003,Standard,14.006245535714287,361.02703125000005,0.02735827170650387,month
Stillaguamish salmon and gamefish 2023-24,Coho_Adult_UM_Kept,8,272,6,Coho,FALSE,66.77566666666667,Standard,8.346958333333333,361.02703125000005,0.02735827170650387,month
Stillaguamish salmon and gamefish 2023-24,Pink_Adult_UM_Kept,216,272,70,Pink,FALSE,3070.619666666667,Standard,14.215831790123458,361.02703125000005,0.02735827170650387,month
Stillaguamish salmon and gamefish 2024-25,Chum_Adult|Jack_AD|UM_Kept,0,731,0,Chum,FALSE,0,Standard,NA,1225.141744495696,0.07256796092098897,month
Stillaguamish salmon and gamefish 2024-25,Chum|Coho_Adult|Jack_AD|UM_Kept,88,731,64,TotalSalmon,TRUE,804.641873015873,Standard,9.143657647907647,1225.141744495696,0.07256796092098897,month
Stillaguamish salmon and gamefish 2024-25,Coho_Adult|Jack_AD|UM_Kept,88,731,64,Coho,FALSE,804.641873015873,Standard,9.143657647907647,1225.141744495696,0.07256796092098897,month
Stillaguamish salmon and gamefish 2025-26,Chum_Adult|Jack_AD|UM_Kept,0,785,0,Chum,FALSE,0,Standard,NA,729.8508557290531,0.03319066295162906,month
Stillaguamish salmon and gamefish 2025-26,Chum|Coho|Pink_Adult|Jack_AD|UM_Kept,204,785,112,TotalSalmon,TRUE,1857.9423935064935,Standard,9.107560752482811,729.8508557290531,0.03319066295162906,month
Stillaguamish salmon and gamefish 2025-26,Coho_Adult|Jack_AD|UM_Kept,198,785,109,Coho,FALSE,1801.760583982684,Standard,9.099800929205475,729.8508557290531,0.03319066295162906,month
Stillaguamish salmon and gamefish 2025-26,Pink_Adult|Jack_AD|UM_Kept,6,785,3,Pink,FALSE,56.18180952380952,Standard,9.36363492063492,729.8508557290531,0.03319066295162906,month
Upper Chehalis salmon 2023,Chinook_Adult|Jack_AD|UM_Kept,3,240,3,Chinook,FALSE,21.56,Standard,7.1866666666666665,4267.818260780034,0.27050047646596115,month
Upper Chehalis salmon 2023,Chinook|Chum|Coho_Adult|Jack_AD|UM_Kept,351,240,120,TotalSalmon,TRUE,2574.9181666666664,Standard,7.335949192782525,4267.818260780034,0.27050047646596115,month
Upper Chehalis salmon 2023,Chum_Adult|Jack_AD|UM_Kept,3,240,2,Chum,FALSE,7.176,Standard,2.392,4267.818260780034,0.27050047646596115,month
Upper Chehalis salmon 2023,Coho_Adult|Jack_AD|UM_Kept,345,240,116,Coho,FALSE,2546.1821666666665,Standard,7.380238164251208,4267.818260780034,0.27050047646596115,month
Wallace salmon and gamefish 2022-23,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1,518,1,Chum,FALSE,3.6472857142857142,Standard,3.6472857142857142,1116.720563271605,0.10858204365165239,month
Wallace salmon and gamefish 2022-23,Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,310,518,152,TotalSalmon,TRUE,2418.7564253246755,Standard,7.8024400816925015,1116.720563271605,0.10858204365165239,month
Wallace salmon and gamefish 2022-23,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,309,518,152,Coho,FALSE,2415.1091396103893,Standard,7.8158871832051435,1116.720563271605,0.10858204365165239,month
Wallace salmon and gamefish 2023-24,Chum_Adult|Jack_AD|UM_Kept,0,170,0,Chum,FALSE,0,Standard,NA,3747.4810714285713,0.6345098268006186,month
Wallace salmon and gamefish 2023-24,Chum|Coho|Pink_Adult|Jack_AD|UM_Kept,92,170,38,TotalSalmon,TRUE,740.2523333333334,Standard,8.046221014492755,3747.4810714285713,0.6345098268006186,month
Wallace salmon and gamefish 2023-24,Coho_Adult|Jack_AD|UM_Kept,87,170,37,Coho,FALSE,668.1743333333334,Standard,7.680164750957855,3747.4810714285713,0.6345098268006186,month
Wallace salmon and gamefish 2023-24,Pink_Adult|Jack_AD|UM_Kept,5,170,2,Pink,FALSE,72.078,Standard,14.415600000000001,3747.4810714285713,0.6345098268006186,month
Wallace salmon and gamefish 2024-25,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,364,0,Chinook,FALSE,0,Standard,NA,0,0,month
Wallace salmon and gamefish 2024-25,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,283,364,132,TotalSalmon,TRUE,911.9333000000001,Standard,3.2223791519434632,0,0,month
Wallace salmon and gamefish 2024-25,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,3,364,2,Chum,FALSE,27.442800000000002,Standard,9.1476,0,0,month
Wallace salmon and gamefish 2024-25,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,280,364,131,Coho,FALSE,884.4935,Standard,3.1589053571428574,0,0,month
