fishery_name,est_cg,reported_harvest,n_interviews,n_interviews_fish,catch_group,is_total,expanded_harvest,study_design,expansion_factor,unsampled_effort_hrs,prop_effort_unsampled,pe_period
Cascade fall salmon 2022,Chinook_Adult|Jack_AD|UM_Kept,0,178,0,Chinook,FALSE,0,Standard,NA,8.421746376811594,0.0018737269079589249,month
Cascade fall salmon 2022,Chinook|Coho_Adult|Jack_AD|UM_Kept,175,178,61,TotalSalmon,TRUE,954.6986333333333,Standard,5.455420761904762,8.421746376811594,0.0018737269079589249,month
Cascade fall salmon 2022,Coho_Adult|Jack_AD|UM_Kept,175,178,61,Coho,FALSE,954.6986333333333,Standard,5.455420761904762,8.421746376811594,0.0018737269079589249,month
Cascade fall salmon 2023,Chinook_Adult|Jack_AD|UM_Kept,0,270,0,Chinook,FALSE,0,Standard,NA,0,0,month
Cascade fall salmon 2023,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM_Kept,358,270,127,TotalSalmon,TRUE,2760.0054155844155,Standard,7.70951233403468,0,0,month
Cascade fall salmon 2023,Chum_Adult|Jack_AD|UM_Kept,0,270,0,Chum,FALSE,0,Standard,NA,0,0,month
Cascade fall salmon 2023,Coho_Adult|Jack_AD|UM_Kept,357,270,127,Coho,FALSE,2753.5884155844155,Standard,7.713132816763069,0,0,month
Cascade fall salmon 2023,Pink_Adult|Jack_AD|UM_Kept,1,270,1,Pink,FALSE,6.417,Standard,6.417,0,0,month
Cascade fall salmon 2024,Chinook_Adult_AD|UM|UNK_Kept,0,206,0,Chinook,FALSE,0,Standard,NA,172.74167605105106,0.02642876134674358,month
Cascade fall salmon 2024,Chinook|Chum|Coho_Adult_AD|UM|UNK_Kept,114,206,52,TotalSalmon,TRUE,1357.3284345238096,Standard,11.906389776524646,172.74167605105106,0.02642876134674358,month
Cascade fall salmon 2024,Chum_Adult_AD|UM|UNK_Kept,0,206,0,Chum,FALSE,0,Standard,NA,172.74167605105106,0.02642876134674358,month
Cascade fall salmon 2024,Coho_Adult_AD|UM|UNK_Kept,114,206,52,Coho,FALSE,1357.3284345238096,Standard,11.906389776524646,172.74167605105106,0.02642876134674358,month
Chehalis salmon 2022,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,7,886,4,Chinook,FALSE,56.7435,Standard,8.106214285714286,1839.0550505952713,0.038561459212807486,month
Chehalis salmon 2022,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1412,886,488,TotalSalmon,TRUE,10674.797380952381,Standard,7.560054802374207,1839.0550505952713,0.038561459212807486,month
Chehalis salmon 2022,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,6,886,5,Chum,FALSE,21.80435,Standard,3.6340583333333334,1839.0550505952713,0.038561459212807486,month
Chehalis salmon 2022,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1399,886,487,Coho,FALSE,10596.251655952381,Standard,7.574161298036012,1839.0550505952713,0.038561459212807486,month
Chehalis salmon 2024,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,17,1322,16,Chinook,FALSE,141.00616666666667,Standard,8.294480392156864,2150.315384482575,0.03829822952754398,month
Chehalis salmon 2024,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,1629,1322,610,TotalSalmon,TRUE,14432.140822222222,Standard,8.859509405906827,2150.315384482575,0.03829822952754398,month
Chehalis salmon 2024,Chum_Adult|Jack|NA_AD|NA|UM_Kept,3,1322,3,Chum,FALSE,48.98377272727273,Standard,16.327924242424242,2150.315384482575,0.03829822952754398,month
Chehalis salmon 2024,Coho_Adult|Jack|NA_AD|NA|UM_Kept,1609,1322,609,Coho,FALSE,14242.146632828284,Standard,8.851551667388616,2150.315384482575,0.03829822952754398,month
Chehalis salmon 2025,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,18,1337,17,Chinook,FALSE,226.2674880952381,Standard,12.570416005291005,2213.9968449647754,0.036026739746899815,month
Chehalis salmon 2025,Chinook|Chum|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1391,1337,561,TotalSalmon,TRUE,13782.873259415584,Standard,9.908607663131262,2213.9968449647754,0.036026739746899815,month
Chehalis salmon 2025,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1,1337,1,Chum,FALSE,0.26345454545454544,Standard,0.26345454545454544,2213.9968449647754,0.036026739746899815,month
Chehalis salmon 2025,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,1372,1337,559,Coho,FALSE,13556.339971536796,Standard,9.88071426496851,2213.9968449647754,0.036026739746899815,month
Chehalis salmon 2025,Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,0,1337,0,Pink,FALSE,0,Standard,NA,2213.9968449647754,0.036026739746899815,month
Drano Lake salmon and steelhead 2022,Chinook_Adult|Jack_AD|UM|UNK_Kept,498,902,258,Chinook,FALSE,3899.5238249999998,Drano,7.830369126506024,1180.3467008856683,0.0385526567155709,month
Drano Lake salmon and steelhead 2022,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,748,902,373,TotalSalmon,TRUE,5116.544138095238,Drano,6.8402996498599435,1180.3467008856683,0.0385526567155709,month
Drano Lake salmon and steelhead 2022,Coho_Adult|Jack_AD|UM|UNK_Kept,250,902,141,Coho,FALSE,1217.0126630952382,Drano,4.868050652380953,1180.3467008856683,0.0385526567155709,month
Drano Lake salmon and steelhead 2023,Chinook_Adult|Jack_AD|UM|UNK_Kept,975,992,432,Chinook,FALSE,7328.967468253968,Drano,7.516889711029711,3414.567935216715,0.07926849432356091,month
Drano Lake salmon and steelhead 2023,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,1184,992,493,TotalSalmon,TRUE,8690.549255952381,Drano,7.3399909256354565,3414.567935216715,0.07926849432356091,month
Drano Lake salmon and steelhead 2023,Coho_Adult|Jack_AD|UM|UNK_Kept,209,992,105,Coho,FALSE,1361.5888432539682,Drano,6.514779154325207,3414.567935216715,0.07926849432356091,month
Drano Lake salmon and steelhead 2023,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,992,0,Sockeye,FALSE,0,Drano,NA,3414.567935216715,0.07926849432356091,month
Drano Lake salmon and steelhead 2024,Chinook_Adult|Jack_AD|UM|UNK_Kept,949,1018,367,Chinook,FALSE,4583.070072222223,Drano,4.829367831635641,3044.7133383473724,0.08208330216122689,month
Drano Lake salmon and steelhead 2024,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,1201,1018,458,TotalSalmon,TRUE,6657.967216666666,Drano,5.543686275326117,3044.7133383473724,0.08208330216122689,month
Drano Lake salmon and steelhead 2024,Coho_Adult|Jack_AD|UM|UNK_Kept,252,1018,146,Coho,FALSE,2074.8817555555556,Drano,8.233657760141094,3044.7133383473724,0.08208330216122689,month
Drano Lake salmon and steelhead 2024,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,1018,0,Sockeye,FALSE,0,Drano,NA,3044.7133383473724,0.08208330216122689,month
Drano Lake salmon and steelhead 2025,Chinook_Adult|Jack_AD|UM|UNK_Kept,968,976,370,Chinook,FALSE,9586.459947619047,Drano,9.903367714482487,1815.2150355113636,0.036740383133612275,month
Drano Lake salmon and steelhead 2025,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,1256,976,452,TotalSalmon,TRUE,11831.285852380952,Drano,9.419813576736427,1815.2150355113636,0.036740383133612275,month
Drano Lake salmon and steelhead 2025,Coho_Adult|Jack_AD|UM|UNK_Kept,288,976,148,Coho,FALSE,2244.8378214285713,Drano,7.794575768849206,1815.2150355113636,0.036740383133612275,month
Hoh fall salmon 2023,Chinook_Adult|Jack_AD|LV|UM|UNK_Kept,19,61,13,Chinook,FALSE,98.3015,Standard,5.173763157894737,770.7182655924322,0.2683046517284175,month
Hoh fall salmon 2023,Chinook|Coho_Adult|Jack_AD|LV|UM|UNK_Kept,59,61,26,TotalSalmon,TRUE,285.15133333333335,Standard,4.833073446327684,770.7182655924322,0.2683046517284175,month
Hoh fall salmon 2023,Coho_Adult|Jack_AD|LV|UM|UNK_Kept,40,61,20,Coho,FALSE,186.84983333333335,Standard,4.671245833333334,770.7182655924322,0.2683046517284175,month
Hoh fall salmon 2025,Chinook_Adult|Jack_AD|UM_Kept,67,209,36,Chinook,FALSE,327.80366666666663,Standard,4.892592039800994,1132.4246767731695,0.17960287369691819,month
Hoh fall salmon 2025,Chinook|Coho|Sockeye_Adult|Jack_AD|UM_Kept,272,209,89,TotalSalmon,TRUE,1895.74425,Standard,6.969647977941176,1132.4246767731695,0.17960287369691819,month
Hoh fall salmon 2025,Coho_Adult|Jack_AD|UM_Kept,205,209,76,Coho,FALSE,1567.9470833333335,Standard,7.648522357723578,1132.4246767731695,0.17960287369691819,month
Hoh fall salmon 2025,Sockeye_Adult|Jack_AD|UM_Kept,0,209,0,Sockeye,FALSE,0,Standard,NA,1132.4246767731695,0.17960287369691819,month
Humptulips salmon 2022,Chinook_Adult|Jack_AD|NA|UM|UNK_Kept,201,675,92,Chinook,FALSE,1763.709,Standard,8.774671641791045,114.99739456646178,0.0037578692740165534,month
Humptulips salmon 2022,Chinook|Chum|Coho|Pink_Adult|Jack_AD|NA|UM|UNK_Kept,536,675,236,TotalSalmon,TRUE,4025.971020238095,Standard,7.511139963130774,114.99739456646178,0.0037578692740165534,month
Humptulips salmon 2022,Chum_Adult|Jack_AD|NA|UM|UNK_Kept,22,675,15,Chum,FALSE,311.3761928571429,Standard,14.153463311688313,114.99739456646178,0.0037578692740165534,month
Humptulips salmon 2022,Coho_Adult|Jack_AD|NA|UM|UNK_Kept,313,675,142,Coho,FALSE,1950.8924916666667,Standard,6.232883359957402,114.99739456646178,0.0037578692740165534,month
Humptulips salmon 2022,Pink_Adult|Jack_AD|NA|UM|UNK_Kept,0,675,0,Pink,FALSE,0,Standard,NA,114.99739456646178,0.0037578692740165534,month
Humptulips salmon 2023,Chinook_Adult|Jack_AD|NA|UM_Kept,249,845,113,Chinook,FALSE,2006.436533333333,Standard,8.057978045515394,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2023,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|NA|UM_Kept,895,845,337,TotalSalmon,TRUE,6724.761833333334,Standard,7.513700372439479,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2023,Chum_Adult|Jack_AD|NA|UM_Kept,68,845,43,Chum,FALSE,639.3780333333333,Standard,9.402618137254901,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2023,Coho_Adult|Jack_AD|NA|UM_Kept,578,845,224,Coho,FALSE,4078.9503,Standard,7.057007439446367,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2023,Pink_Adult|Jack_AD|NA|UM_Kept,0,845,0,Pink,FALSE,0,Standard,NA,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2023,Sockeye_Adult|Jack_AD|NA|UM_Kept,0,845,0,Sockeye,FALSE,0,Standard,NA,195.51336553945248,0.0054351509147429495,month
Humptulips salmon 2024,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,226,869,132,Chinook,FALSE,1760.2697954545456,Standard,7.788804404666131,1387.5380219337562,0.04327381182525323,month
Humptulips salmon 2024,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,635,869,335,TotalSalmon,TRUE,5272.530576839827,Standard,8.303197758802877,1387.5380219337562,0.04327381182525323,month
Humptulips salmon 2024,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,26,869,22,Chum,FALSE,395.0124166666667,Standard,15.192785256410257,1387.5380219337562,0.04327381182525323,month
Humptulips salmon 2024,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,383,869,219,Coho,FALSE,3117.239281385281,Standard,8.139005956619533,1387.5380219337562,0.04327381182525323,month
Humptulips salmon 2025,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,135,864,79,Chinook,FALSE,2316.2322666666664,Standard,17.157276049382713,190.77095588235295,0.00581278761314801,month
Humptulips salmon 2025,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,480,864,258,TotalSalmon,TRUE,4985.669802380952,Standard,10.38681208829365,190.77095588235295,0.00581278761314801,month
Humptulips salmon 2025,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,25,864,18,Chum,FALSE,172.37909523809523,Standard,6.895163809523809,190.77095588235295,0.00581278761314801,month
Humptulips salmon 2025,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,320,864,178,Coho,FALSE,2497.057064285714,Standard,7.803303325892857,190.77095588235295,0.00581278761314801,month
Lower Chehalis salmon 2023,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,10,739,9,Chinook,FALSE,216.243,Standard,21.624299999999998,464.23373486757544,0.013333909407360414,month
Lower Chehalis salmon 2023,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,740,739,298,TotalSalmon,TRUE,12918.309333333333,Standard,17.457174774774774,464.23373486757544,0.013333909407360414,month
Lower Chehalis salmon 2023,Chum_Adult|Jack|NA_AD|NA|UM|UNK_Kept,3,739,3,Chum,FALSE,68.98400000000001,Standard,22.99466666666667,464.23373486757544,0.013333909407360414,month
Lower Chehalis salmon 2023,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,727,739,294,Coho,FALSE,12633.089,Standard,17.377013755158185,464.23373486757544,0.013333909407360414,month
Nisqually salmon 2022,Chinook_Adult|Jack_AD|UM|UNK_Kept,239,2342,184,Chinook,FALSE,1499.0789651515151,Standard,6.2722969253201475,2095.2699891340217,0.04320048885253624,month
Nisqually salmon 2022,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,455,2342,286,TotalSalmon,TRUE,2435.414481818182,Standard,5.352559300699301,2095.2699891340217,0.04320048885253624,month
Nisqually salmon 2022,Coho_Adult|Jack_AD|UM|UNK_Kept,216,2342,134,Coho,FALSE,936.3356833333333,Standard,4.334887422839507,2095.2699891340217,0.04320048885253624,month
Nisqually salmon 2023,Chinook_Adult|Jack|NA_AD|NA|UM|UNK_Kept,304,2123,212,Chinook,FALSE,1975.2975641025641,Standard,6.4976893556005395,3121.226078351143,0.06383044329110159,month
Nisqually salmon 2023,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,606,2123,357,TotalSalmon,TRUE,3725.7069705128206,Standard,6.148031304476602,3121.226078351143,0.06383044329110159,month
Nisqually salmon 2023,Coho_Adult|Jack|NA_AD|NA|UM|UNK_Kept,130,2123,81,Coho,FALSE,652.7814000000001,Standard,5.021395384615385,3121.226078351143,0.06383044329110159,month
Nisqually salmon 2023,Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,172,2123,106,Pink,FALSE,1097.6251692307692,Standard,6.381541681574239,3121.226078351143,0.06383044329110159,month
Nooksack fall salmon 2023,Chum_Adult|NA_AD|NA|UM_Kept,5,27,3,Chum,FALSE,42.910000000000004,Standard,8.582,10.223402777777778,0.07551947381127189,month
Nooksack fall salmon 2023,Chum|Coho_Adult|NA_AD|NA|UM_Kept,10,27,5,TotalSalmon,TRUE,93.14,Standard,9.314,10.223402777777778,0.07551947381127189,month
Nooksack fall salmon 2023,Coho_Adult|NA_AD|NA|UM_Kept,5,27,2,Coho,FALSE,50.230000000000004,Standard,10.046000000000001,10.223402777777778,0.07551947381127189,month
Nooksack fall salmon 2024,Chum_Adult|NA_AD|NA|UM_Kept,6,58,6,Chum,FALSE,171.01170000000002,Standard,28.501950000000004,130.8527222222222,0.12616827692709814,month
Nooksack fall salmon 2024,Chum|Coho_Adult|NA_AD|NA|UM_Kept,12,58,9,TotalSalmon,TRUE,335.5545,Standard,27.962875,130.8527222222222,0.12616827692709814,month
Nooksack fall salmon 2024,Coho_Adult|NA_AD|NA|UM_Kept,6,58,3,Coho,FALSE,164.5398,Standard,27.4233,130.8527222222222,0.12616827692709814,month
Puyallup Carbon salmon 2024,Chinook_Adult|Jack_AD|UM|UNK_Kept,261,2133,181,Chinook,FALSE,2900.17625,Standard,11.111786398467434,1480.7887560612705,0.01134782717543324,month
Puyallup Carbon salmon 2024,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,1067,2133,623,TotalSalmon,TRUE,14717.6885,Standard,13.793522492970947,1480.7887560612705,0.01134782717543324,month
Puyallup Carbon salmon 2024,Coho_Adult|Jack_AD|UM|UNK_Kept,806,2133,488,Coho,FALSE,11817.507333333333,Standard,14.661919768403639,1480.7887560612705,0.01134782717543324,month
Puyallup Carbon salmon 2025,Chinook_Adult|Jack_AD|UM|UNK_Kept,158,2385,121,Chinook,FALSE,3308.5414363636364,Standard,20.940135673187573,541.3566443052218,0.0020295355484641455,month
Puyallup Carbon salmon 2025,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,3404,2385,1170,TotalSalmon,TRUE,96736.84918051948,Standard,28.418580840340624,541.3566443052218,0.0020295355484641455,month
Puyallup Carbon salmon 2025,Chum_Adult|Jack_AD|UM|UNK_Kept,0,2385,0,Chum,FALSE,0,Standard,NA,541.3566443052218,0.0020295355484641455,month
Puyallup Carbon salmon 2025,Coho_Adult|Jack_AD|UM|UNK_Kept,400,2385,279,Coho,FALSE,11848.236657142857,Standard,29.620591642857143,541.3566443052218,0.0020295355484641455,month
Puyallup Carbon salmon 2025,Pink_Adult|Jack_AD|UM|UNK_Kept,2846,2385,945,Pink,FALSE,81580.06362597404,Standard,28.664815047777246,541.3566443052218,0.0020295355484641455,month
Puyallup_Carbon salmon 2022,Chinook_Adult|Jack_AD|UM_Kept,267,2053,203,Chinook,FALSE,2730.9722435897434,Standard,10.228360462882934,497.55273919043236,0.00528334177440816,month
Puyallup_Carbon salmon 2022,Chinook|Coho_Adult|Jack_AD|UM_Kept,749,2053,496,TotalSalmon,TRUE,7977.577498168498,Standard,10.650971292614818,497.55273919043236,0.00528334177440816,month
Puyallup_Carbon salmon 2022,Coho_Adult|Jack_AD|UM_Kept,482,2053,331,Coho,FALSE,5246.604010989011,Standard,10.885070562217866,497.55273919043236,0.00528334177440816,month
Puyallup_Carbon salmon 2023,Chinook_Adult|Jack|NA|Smolt_AD|NA|UM|UNK_Kept,251,2824,182,Chinook,FALSE,4444.999833333333,Standard,17.709162682602923,1835.5413779239766,0.006197830462032825,month
Puyallup_Carbon salmon 2023,Chinook|Chum|Coho|Pink_Adult|Jack|NA|Smolt_AD|NA|UM|UNK_Kept,4608,2824,1395,TotalSalmon,TRUE,100046.86817748917,Standard,21.711559934350948,1835.5413779239766,0.006197830462032825,month
Puyallup_Carbon salmon 2023,Chum_Adult|Jack|NA|Smolt_AD|NA|UM|UNK_Kept,0,2824,0,Chum,FALSE,0,Standard,NA,1835.5413779239766,0.006197830462032825,month
Puyallup_Carbon salmon 2023,Coho_Adult|Jack|NA|Smolt_AD|NA|UM|UNK_Kept,424,2824,295,Coho,FALSE,9045.7316017316,Standard,21.334272645593398,1835.5413779239766,0.006197830462032825,month
Puyallup_Carbon salmon 2023,Pink_Adult|Jack|NA|Smolt_AD|NA|UM|UNK_Kept,3933,2824,1109,Pink,FALSE,86556.13049242424,Standard,22.007660943916665,1835.5413779239766,0.006197830462032825,month
Quillayute fall salmon 2022,Chinook_Adult|Jack_AD|UM|UNK_Kept,1,373,1,Chinook,FALSE,3.8069999999999995,Standard,3.8069999999999995,972.8519941190729,0.14902038251228128,month
Quillayute fall salmon 2022,Chinook|Coho_Adult|Jack_AD|UM|UNK_Kept,286,373,91,TotalSalmon,TRUE,1665.6089976190476,Standard,5.823807683982684,972.8519941190729,0.14902038251228128,month
Quillayute fall salmon 2022,Coho_Adult|Jack_AD|UM|UNK_Kept,285,373,90,Coho,FALSE,1661.8019976190476,Standard,5.830884202172097,972.8519941190729,0.14902038251228128,month
Quillayute fall salmon 2023,Chinook_Adult|Jack_AD|UM|UNK_Kept,56,313,33,Chinook,FALSE,251.67808333333335,Standard,4.494251488095238,2567.1810015115443,0.2764261581526645,month
Quillayute fall salmon 2023,Chinook|Coho|Sockeye_Adult|Jack_AD|UM|UNK_Kept,191,313,74,TotalSalmon,TRUE,1045.4355722222222,Standard,5.473484671320535,2567.1810015115443,0.2764261581526645,month
Quillayute fall salmon 2023,Coho_Adult|Jack_AD|UM|UNK_Kept,135,313,63,Coho,FALSE,793.754688888889,Standard,5.879664362139918,2567.1810015115443,0.2764261581526645,month
Quillayute fall salmon 2023,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,313,0,Sockeye,FALSE,0,Standard,NA,2567.1810015115443,0.2764261581526645,month
Quillayute fall salmon 2024,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,133,649,82,Chinook,FALSE,1322.0915619047619,Standard,9.9405380594343,2962.679432468808,0.1816981478574321,month
Quillayute fall salmon 2024,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,238,649,135,TotalSalmon,TRUE,2266.112514285714,Standard,9.521481152460984,2962.679432468808,0.1816981478574321,month
Quillayute fall salmon 2024,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,104,649,69,Coho,FALSE,940.9273166666667,Standard,9.047378044871795,2962.679432468808,0.1816981478574321,month
Quillayute fall salmon 2024,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,1,649,1,Sockeye,FALSE,3.0906249999999997,Standard,3.0906249999999997,2962.679432468808,0.1816981478574321,month
Quillayute fall salmon 2025,Chinook_Adult|Jack_AD|UM|UNK_Kept,105,597,59,Chinook,FALSE,432.06020952380953,Standard,4.114859138321996,5671.374961320357,0.25408449052343296,month
Quillayute fall salmon 2025,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,433,597,158,TotalSalmon,TRUE,3136.750326984127,Standard,7.244227083104219,5671.374961320357,0.25408449052343296,month
Quillayute fall salmon 2025,Chum_Adult|Jack_AD|UM|UNK_Kept,0,597,0,Chum,FALSE,0,Standard,NA,5671.374961320357,0.25408449052343296,month
Quillayute fall salmon 2025,Coho_Adult|Jack_AD|UM|UNK_Kept,328,597,133,Coho,FALSE,2704.696031746032,Standard,8.246024487030585,5671.374961320357,0.25408449052343296,month
Quillayute fall salmon 2025,Pink_Adult|Jack_AD|UM|UNK_Kept,0,597,0,Pink,FALSE,0,Standard,NA,5671.374961320357,0.25408449052343296,month
Quillayute fall salmon 2025,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,597,0,Sockeye,FALSE,0,Standard,NA,5671.374961320357,0.25408449052343296,month
Satsop salmon 2022,Chinook_Adult|Jack_AD|NA|UM|UNK_Kept,0,328,0,Chinook,FALSE,0,Standard,NA,199.8698232977643,0.011905936490376516,month
Satsop salmon 2022,Chinook|Chum|Coho_Adult|Jack_AD|NA|UM|UNK_Kept,300,328,129,TotalSalmon,TRUE,3674.6210833333334,Standard,12.248736944444445,199.8698232977643,0.011905936490376516,month
Satsop salmon 2022,Chum_Adult|Jack_AD|NA|UM|UNK_Kept,19,328,13,Chum,FALSE,388.75401190476197,Standard,20.46073746867168,199.8698232977643,0.011905936490376516,month
Satsop salmon 2022,Coho_Adult|Jack_AD|NA|UM|UNK_Kept,281,328,121,Coho,FALSE,3285.8675000000003,Standard,11.693478647686835,199.8698232977643,0.011905936490376516,month
Satsop salmon 2023,Chinook_Adult|Jack_AD|UM_Kept,0,364,0,Chinook,FALSE,0,Standard,NA,661.853758377425,0.023105719950251253,month
Satsop salmon 2023,Chinook|Chum|Coho_Adult|Jack_AD|UM_Kept,224,364,110,TotalSalmon,TRUE,3419.9504166666666,Standard,15.267635788690475,661.853758377425,0.023105719950251253,month
Satsop salmon 2023,Chum_Adult|Jack_AD|UM_Kept,32,364,21,Chum,FALSE,481.97533333333337,Standard,15.061729166666668,661.853758377425,0.023105719950251253,month
Satsop salmon 2023,Coho_Adult|Jack_AD|UM_Kept,192,364,92,Coho,FALSE,2937.974583333333,Standard,15.30195095486111,661.853758377425,0.023105719950251253,month
Satsop salmon 2024,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,479,0,Chinook,FALSE,0,Standard,NA,1032.6990560072265,0.0392269620051332,month
Satsop salmon 2024,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,522,479,206,TotalSalmon,TRUE,6004.047209090909,Standard,11.502006147683733,1032.6990560072265,0.0392269620051332,month
Satsop salmon 2024,Chum_Adult|Jack|NA_AD|NA|UM_Kept,6,479,5,Chum,FALSE,111.94695454545455,Standard,18.657825757575758,1032.6990560072265,0.0392269620051332,month
Satsop salmon 2024,Coho_Adult|Jack|NA_AD|NA|UM_Kept,516,479,204,Coho,FALSE,5892.101754545454,Standard,11.418801849894292,1032.6990560072265,0.0392269620051332,month
Satsop salmon 2025,Chinook_Adult|Jack|NA_AD|NA|UM_Kept,0,328,0,Chinook,FALSE,0,Standard,NA,2867.601238480187,0.1356127483811206,month
Satsop salmon 2025,Chinook|Chum|Coho_Adult|Jack|NA_AD|NA|UM_Kept,226,328,109,TotalSalmon,TRUE,3607.5449152597403,Standard,15.962588120618319,2867.601238480187,0.1356127483811206,month
Satsop salmon 2025,Chum_Adult|Jack|NA_AD|NA|UM_Kept,8,328,5,Chum,FALSE,252.4760779220779,Standard,31.559509740259738,2867.601238480187,0.1356127483811206,month
Satsop salmon 2025,Coho_Adult|Jack|NA_AD|NA|UM_Kept,218,328,106,Coho,FALSE,3355.0709282467537,Standard,15.390233615810796,2867.601238480187,0.1356127483811206,month
Skagit fall salmon 2022,Chinook_Adult|Jack_AD|NA|UM|UNK_Kept,0,1655,0,Chinook,FALSE,0,Standard,NA,7979.606329148764,0.09254313397426787,month
Skagit fall salmon 2022,Chinook|Chum|Coho|Pink_Adult|Jack_AD|NA|UM|UNK_Kept,936,1655,457,TotalSalmon,TRUE,8834.553531240981,Standard,9.43862556756515,7979.606329148764,0.09254313397426787,month
Skagit fall salmon 2022,Chum_Adult|Jack_AD|NA|UM|UNK_Kept,2,1655,2,Chum,FALSE,42.8715,Standard,21.43575,7979.606329148764,0.09254313397426787,month
Skagit fall salmon 2022,Coho_Adult|Jack_AD|NA|UM|UNK_Kept,934,1655,457,Coho,FALSE,8791.687281240982,Standard,9.412941414604905,7979.606329148764,0.09254313397426787,month
Skagit fall salmon 2022,Pink_Adult|Jack_AD|NA|UM|UNK_Kept,0,1655,0,Pink,FALSE,0,Standard,NA,7979.606329148764,0.09254313397426787,month
Skagit fall salmon 2023,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,2694,0,Chinook,FALSE,0,Standard,NA,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2023,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,2170,2694,885,TotalSalmon,TRUE,33005.277969588744,Standard,15.209805515939513,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2023,Chum_Adult|Jack_AD|UM|UNK_Kept,0,2694,0,Chum,FALSE,0,Standard,NA,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2023,Coho_Adult|Jack_AD|UM|UNK_Kept,449,2694,199,Coho,FALSE,6478.184594588744,Standard,14.428028050309008,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2023,Pink_Adult|Jack_AD|UM|UNK_Kept,1720,2694,697,Pink,FALSE,26508.706058333333,Standard,15.412038406007753,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2023,Sockeye_Adult|Jack_AD|UM|UNK_Kept,1,2694,1,Sockeye,FALSE,18.3904,Standard,18.3904,10579.671821269307,0.06679236597725889,month
Skagit fall salmon 2024,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,1709,0,Chinook,FALSE,0,Standard,NA,8139.548022452282,0.10177650711778165,month
